"variable","CODE_SEC","RES_SEC","W_IND"
"h7","009","008",19.05557
"h7","009","013",40.16138
"h7","009","025",63.25118
"h7","009","026",155.86127
"h7","009","029",43.50838
"h7","009","033",89.92434
"h7","009","040",73.77431
"h7","009","042",23.47894
"h7","009","044",80.98913
"h7","009","046",45.01088
"h7","022","001",60.28323
"h7","022","002",47.87942
"h7","022","003",60.97095
"h7","022","004",33.30401
"h7","022","005",12.95593
"h7","022","006",154.6715
"h7","022","007",55.08331
"h7","022","017",26.27582
"h7","022","026",72.37045
"h7","022","038",32.59887
"h7","022","039",26.69729
"h7","022","046",45.01088
"h7","022","049",35.82293
"h7","022","052",76.88136
"h7","022","057",52.18073
"h7","025","005",27.10908
"h7","025","015",51.02428
"h7","025","017",33.49252
"h7","025","023",35.26661
"h7","025","024",78.0051
"h7","025","027",42.78683
"h7","025","029",26.16802
"h7","025","036",34.47135
"h7","025","039",34.34919
"h7","025","047",46.69436
"h7","025","052",35.18823
"h7","025","057",45.40145
"h7","025","063",21.08988
"h7","025","064",45.66374
"h7","027","007",52.69198
"h7","027","021",33.22805
"h7","027","030",30.3429
"h7","027","031",52.42074
"h7","027","032",45.33591
"h7","027","038",37.6699
"h7","027","041",37.75475
"h7","027","042",48.23023
"h7","027","043",28.60028
"h7","027","049",37.88057
"h7","027","051",24.41093
"h7","027","053",85.72103
"h7","027","054",51.58823
"h7","027","056",85.89352
"h7","027","060",96.04991
"h8","001","002",50.51378
"h8","001","003",186.94315
"h8","001","007",47.12774
"h8","001","017",47.71466
"h8","001","021",24.43651
"h8","001","025",53.90245
"h8","001","027",76.88173
"h8","001","032",95.93293
"h8","001","039",41.16813
"h8","001","045",42.16247
"h8","001","046",57.7367
"h8","001","051",41.74634
"h8","001","052",35.18823
"h8","001","053",58.86354
"h8","001","054",46.73358
"h8","003","004",36.14856
"h8","003","005",34.61902
"h8","003","007",66.36265
"h8","003","008",15.09608
"h8","003","009",92.50859
"h8","003","010",29.47153
"h8","003","011",54.06002
"h8","003","013",70.71862
"h8","003","015",48.27878
"h8","003","016",21.14288
"h8","003","025",26.04719
"h8","003","026",83.05467
"h8","003","028",117.3955
"h8","003","033",63.25325
"h8","003","036",72.4874
"h8","003","039",45.21488
"h8","003","042",30.94051
"h8","003","043",59.09632
"h8","003","045",58.23811
"h8","003","049",35.82293
"h8","003","053",48.96102
"h8","003","054",46.73358
"h8","006","004",79.76916
"h8","006","008",15.09608
"h8","006","015",26.12605
"h8","006","021",37.44435
"h8","006","026",54.90454
"h8","006","036",34.61035
"h8","006","041",45.27916
"h8","006","055",35.42684
"h8","006","059",98.87531
"h8","006","062",62.50695
"h8","006","063",21.08988
"h8","009","003",52.58155
"h8","009","008",19.05557
"h8","009","013",40.16138
"h8","009","016",75.12311
"h8","009","025",118.76511
"h8","009","026",106.65394
"h8","009","028",53.56276
"h8","009","029",43.50838
"h8","009","030",90.6715
"h8","009","032",65.33975
"h8","009","035",65.98709
"h8","009","037",42.49162
"h8","009","040",73.77431
"h8","009","042",28.60831
"h8","009","044",80.98913
"h8","009","046",102.74758
"h8","009","049",35.86662
"h8","009","051",98.18424
"h8","009","052",34.2395
"h8","009","054",68.35165
"h8","009","063",72.11392
"h8","009","070",125.5897
"h8","009","074",115.6334
"h8","013","009",48.61359
"h8","013","016",30.03563
"h8","013","017",84.47975
"h8","013","019",62.29915
"h8","013","026",53.32697
"h8","013","029",40.17017
"h8","013","031",35.79166
"h8","013","033",46.58641
"h8","013","035",63.07598
"h8","013","037",57.65409
"h8","013","039",42.1055
"h8","013","044",18.83994
"h8","013","046",70.84383
"h8","013","055",34.98414
"h8","013","060",42.29204
"h8","013","070",105.9994
"h8","013","071",49.98209
"h8","017","005",52.2224
"h8","017","006",201.17522
"h8","017","013",52.47557
"h8","017","015",41.4239
"h8","017","016",27.15165
"h8","017","024",40.96904
"h8","017","033",63.25325
"h8","017","037",80.04775
"h8","017","041",23.15952
"h8","017","042",54.41945
"h8","017","047",53.63564
"h8","017","048",32.77678
"h8","017","049",35.82293
"h8","017","057",30.37854
"h8","017","063",23.68684
"h8","018","004",34.24106
"h8","018","022",74.51993
"h8","018","023",40.13961
"h8","018","024",39.0606
"h8","018","031",35.79166
"h8","018","039",42.1055
"h8","018","045",51.01418
"h8","018","048",90.06875
"h8","018","062",88.86561
"h8","018","065",59.7954
"h8","018","072",51.8927
"h8","019","008",14.61914
"h8","019","012",73.96031
"h8","019","016",52.88116
"h8","019","018",65.95986
"h8","019","022",42.67212
"h8","019","023",35.26661
"h8","019","026",145.41545
"h8","019","029",182.57413
"h8","019","034",40.67894
"h8","019","038",126.126
"h8","019","039",79.86938
"h8","019","042",30.94051
"h8","019","045",48.06012
"h8","019","048",32.77678
"h8","019","049",205.36706
"h8","019","050",41.54461
"h8","019","055",95.09265
"h8","019","061",96.46856
"h8","019","062",126.5419
"h8","019","080",63.69139
"h8","022","001",60.28323
"h8","022","002",47.87942
"h8","022","003",186.94315
"h8","022","004",33.30401
"h8","022","005",25.91186
"h8","022","006",217.68626
"h8","022","007",55.08331
"h8","022","015",26.12605
"h8","022","017",26.27582
"h8","022","025",136.08173
"h8","022","026",72.37045
"h8","022","038",32.59887
"h8","022","039",78.59806
"h8","022","040",95.58945
"h8","022","041",89.54946
"h8","022","043",59.09632
"h8","022","046",45.01088
"h8","022","049",35.82293
"h8","022","050",30.39426
"h8","022","052",76.88136
"h8","022","053",49.00833
"h8","022","057",52.18073
"h8","022","059",84.31622
"h8","022","062",62.50695
"h8","022","063",30.61222
"h8","022","067",110.0333
"h8","022","077",121.8093
"h8","023","005",52.2224
"h8","023","006",296.84797
"h8","023","007",216.31513
"h8","023","009",67.78737
"h8","023","014",86.60845
"h8","023","016",52.88116
"h8","023","017",33.12514
"h8","023","021",40.8939
"h8","023","022",47.72847
"h8","023","030",90.6715
"h8","023","033",89.92434
"h8","023","040",78.73667
"h8","023","041",88.52892
"h8","023","047",31.42116
"h8","023","050",41.54461
"h8","023","052",57.96194
"h8","023","057",30.37854
"h8","023","063",23.72078
"h8","023","067",166.7496
"h8","025","001",48.69161
"h8","025","003",167.63736
"h8","025","005",90.01479
"h8","025","006",63.02648
"h8","025","007",61.47668
"h8","025","008",63.77288
"h8","025","013",66.87162
"h8","025","015",51.02428
"h8","025","016",48.1566
"h8","025","017",33.49252
"h8","025","019",42.26127
"h8","025","021",129.72897
"h8","025","022",98.75979
"h8","025","023",73.42502
"h8","025","024",78.0051
"h8","025","026",46.50221
"h8","025","027",42.78683
"h8","025","028",72.92888
"h8","025","029",125.8053
"h8","025","031",52.42074
"h8","025","036",34.47135
