"variable","CODE_SEC","RES_SEC","W_IND"
"h7","025","001",48.69161
"h7","025","005",111.87705
"h7","025","006",147.83032
"h7","025","007",55.60485
"h7","025","015",51.02428
"h7","025","022",777.31144
"h7","025","026",189.51656
"h7","025","027",42.78683
"h8","001","002",152.55136
"h8","001","003",378.09823
"h8","001","004",29.32423
"h8","001","005",138.7807
"h8","001","006",243.00656
"h8","001","007",150.10334
"h8","001","009",79.59189
"h8","001","014",66.94311
"h8","001","017",51.4957
"h8","001","021",54.51063
"h8","001","027",31.53803
"h8","003","001",30.21404
"h8","003","002",21.40786
"h8","003","004",148.9839
"h8","003","005",104.0643
"h8","003","006",63.01476
"h8","003","007",66.36265
"h8","003","009",84.16911
"h8","003","010",29.47153
"h8","003","012",165.78384
"h8","003","013",108.7001
"h8","003","015",48.27878
"h8","003","021",30.07412
"h8","003","024",90.71771
"h8","003","026",185.58897
"h8","003","027",36.78717
"h8","003","029",87.19504
"h8","006","001",37.4604
"h8","006","003",207.20567
"h8","006","004",43.6206
"h8","006","005",87.20375
"h8","006","008",15.09608
"h8","006","021",35.33337
"h8","006","022",47.58125
"h8","006","026",48.09563
"h8","006","027",26.56533
"h8","009","001",133.27969
"h8","009","002",19.38204
"h8","009","003",116.77143
"h8","009","005",15.52347
"h8","009","006",63.02648
"h8","009","007",96.485
"h8","009","008",50.75196
"h8","009","010",66.9685
"h8","009","025",63.25118
"h8","009","027",36.0405
"h8","009","028",227.1399
"h8","009","035",40.50022
"h8","009","052",57.96194
"h8","017","001",60.28323
"h8","017","004",94.69336
"h8","017","005",99.80365
"h8","017","008",20.96324
"h8","017","013",52.47557
"h8","017","014",47.58125
"h8","017","015",23.47329
"h8","017","019",22.40934
"h8","017","021",38.4195
"h8","017","048",21.85929
"h8","019","004",27.77684
"h8","019","016",53.00339
"h8","019","018",306.93266
"h8","019","020",356.5236
"h8","019","024",93.47452
"h8","022","001",46.37829
"h8","022","002",23.93971
"h8","022","003",198.69985
"h8","022","006",298.27376
"h8","022","015",53.91106
"h8","022","021",37.60901
"h8","022","023",33.52593
"h8","022","025",115.70644
"h8","022","026",46.97672
"h8","025","001",48.69161
"h8","025","003",78.92997
"h8","025","005",150.76302
"h8","025","006",273.85984
"h8","025","007",55.60485
"h8","025","008",20.96324
"h8","025","015",85.44562
"h8","025","021",31.30818
"h8","025","022",1546.18814
"h8","025","026",282.99549
"h8","025","027",42.78683
"h8","025","029",99.63728
"h8","028","001",70.58613
"h8","028","004",33.12543
"h8","028","006",87.52024
"h8","028","007",52.69198
"h8","028","009",68.7482
"h8","028","010",189.56859
"h8","028","011",47.58998
"h8","028","012",96.19816
"h8","028","019",35.89496
"h8","028","048",32.08195
"h9","001","002",99.78098
"h9","001","003",558.56393
"h9","001","004",29.32423
"h9","001","005",202.10207
"h9","001","006",431.94229
"h9","001","007",203.29422
"h9","001","008",15.09608
"h9","001","009",263.16247
"h9","001","010",50.41814
"h9","001","014",133.88622
"h9","001","015",48.27878
"h9","001","021",54.51063
"h9","001","022",47.58125
"h9","001","027",31.53803
"h9","001","039",33.28845
"h9","001","059",143.7556
"h9","002","001",46.37829
"h9","002","003",138.02423
"h9","002","004",63.9254
"h9","002","005",59.5905
"h9","002","007",44.11397
"h9","002","010",66.9685
"h9","002","012",50.61578
"h9","002","014",77.80946
"h9","002","015",43.76752
"h9","002","017",93.60458
"h9","002","018",65.95986
"h9","002","026",47.71888
"h9","002","027",204.85903
"h9","002","028",35.98301
"h9","002","053",48.96102
"h9","002","055",35.42684
"h9","002","059",151.1539
"h9","003","001",131.01421
"h9","003","002",40.7899
"h9","003","004",215.66547
"h9","003","005",206.49908
"h9","003","007",117.39043
"h9","003","009",84.16911
"h9","003","010",29.47153
"h9","003","012",165.78384
"h9","003","013",108.7001
"h9","003","015",94.1222
"h9","003","017",58.28349
"h9","003","018",149.966
"h9","003","021",30.07412
"h9","003","024",90.71771
"h9","003","026",185.58897
"h9","003","027",36.78717
"h9","003","029",87.19504
"h9","005","003",232.9406
"h9","005","006",254.41642
"h9","005","007",56.37663
"h9","005","009",54.94734
"h9","005","011",50.05859
"h9","005","017",51.4957
"h9","005","026",53.32697
"h9","005","037",42.49162
"h9","006","001",126.98101
"h9","006","003",207.20567
"h9","006","004",84.45498
"h9","006","005",87.20375
"h9","006","007",51.02778
"h9","006","012",77.66259
"h9","006","021",76.22727
"h9","006","022",243.72967
"h9","006","027",26.56533
"h9","006","038",29.69656
"h9","009","001",133.27969
"h9","009","002",39.01573
"h9","009","003",121.50393
"h9","009","004",27.77684
"h9","009","005",15.52347
"h9","009","006",63.02648
"h9","009","007",96.485
"h9","009","008",50.75196
"h9","009","010",126.8425
"h9","009","015",48.27878
"h9","009","025",63.25118
"h9","009","026",53.32697
"h9","009","027",36.0405
"h9","009","028",513.15814
"h9","009","035",40.50022
"h9","009","052",57.96194
"h9","017","001",60.28323
"h9","017","004",66.47092
"h9","017","005",82.20027
"h9","017","006",47.58125
"h9","017","008",20.96324
"h9","017","010",53.11253
"h9","017","013",52.47557
"h9","017","014",47.58125
"h9","017","018",119.80522
"h9","017","019",63.94547
"h9","017","021",69.72768
"h9","017","022",47.58125
"h9","017","029",39.56161
"h9","017","048",21.85929
"h9","019","004",27.77684
"h9","019","018",221.03914
"h9","019","020",377.37347
"h9","019","024",93.47452
"h9","022","001",46.37829
"h9","022","002",23.93971
"h9","022","003",198.69985
"h9","022","005",34.61902
"h9","022","006",154.6715
"h9","022","015",53.91106
"h9","022","021",78.50291
"h9","022","023",33.52593
"h9","022","025",77.65544
"h9","022","026",46.97672
"h9","025","001",48.69161
"h9","025","005",118.2816
"h9","025","006",395.61308
"h9","025","007",55.60485
"h9","025","008",20.96324
"h9","025","015",85.44562
"h9","025","016",61.84262
"h9","025","018",46.58908
"h9","025","021",66.64155
"h9","025","022",2383.0588
"h9","025","026",366.89765
"h9","025","027",42.78683
"h9","025","029",99.63728
"h9","027","003",149.1316
"h9","027","008",20.40738
"h9","027","009",37.72981
"h9","027","010",94.7735
"h9","027","013",96.49685
"h9","027","014",77.80946
"h9","027","021",33.22805
"h9","027","029",136.36063
"h9","027","030",22.66775
"h9","027","032",41.6954
"h9","027","036",60.54031
"h9","028","001",70.58613
"h9","028","004",33.12543
"h9","028","006",87.52024
"h9","028","007",52.69198
"h9","028","009",117.36179
"h9","028","010",189.56859
"h9","028","011",47.58998
"h9","028","012",96.19816
"h9","028","019",35.89496
"h9","028","027",86.5257
"h10","001","002",105.41186
"h10","001","003",593.17052
"h10","001","005",202.10207
"h10","001","006",431.94229
"h10","001","007",249.41022
"h10","001","008",15.09608
"h10","001","009",196.95368
"h10","001","010",50.41814
"h10","001","014",133.88622
"h10","001","015",48.27878
"h10","001","017",58.28349
"h10","001","021",54.51063
"h10","001","022",47.58125
"h10","001","027",31.53803
"h10","001","029",45.50685
"h10","001","033",84.61718
"h10","001","039",33.28845
"h10","001","059",143.7556
"h10","002","001",83.83869
"h10","002","003",190.60578
"h10","002","004",174.01692
"h10","002","005",112.17523
"h10","002","007",157.60436
"h10","002","009",116.38372
"h10","002","010",66.9685
"h10","002","014",77.80946
"h10","002","015",43.76752
"h10","002","016",30.03563
"h10","002","017",93.60458
"h10","002","018",65.95986
"h10","002","027",168.07186
"h10","002","028",35.98301
"h10","002","030",35.09299
"h10","002","055",35.42684
"h10","002","059",151.1539
"h10","002","080",53.1602
"h10","003","001",70.58613
"h10","003","002",40.7899
"h10","003","004",285.90958
"h10","003","005",86.46092
"h10","003","007",117.39043
