"hour","Duncan","Moran"
"min",0.1064,0.110254405314464
"max",0.3301,0.702912085358046
"4am",0.1328,0.255010616605568
"5am",0.1316,0.246359348389262
"6am",0.1296,0.231628082778669
"7am",0.1288,0.204089603278544
"8am",0.1297,0.166895265728586
"9am",0.1214,0.215330373738901
"10am",0.1225,0.228044130081109
"11am",0.1198,0.24228634129793
"12am",0.1217,0.256723452201543
"1pm",0.1222,0.298330700160909
"2pm",0.1205,0.292937464289199
"3pm",0.1169,0.290169596380394
"4pm",0.1239,0.306990467561105
"5pm",0.1322,0.325481695144859
"6pm",0.1311,0.289463250731397
"7pm",0.1304,0.257555141710779
"8pm",0.1256,0.260890445250276
"9pm",0.1279,0.28355997029351
"10pm",0.1301,0.296367064403343
"11pm",0.1318,0.284126299295069
"12pm",0.1331,0.267476338591197
"1am",0.1341,0.262928870698677
"2am",0.1332,0.249185191231342
"3am",0.1329,0.251601454486223
