"variable","CODE_SEC","RES_SEC","W_IND"
"h7","009","005",15.52347
"h7","009","006",69.95049
"h7","009","008",49.78085
"h7","009","010",66.9685
"h7","009","014",53.73612
"h7","009","015",77.16882
"h7","009","022",46.76122
"h7","009","025",104.5391
"h7","009","026",238.74234
"h7","009","029",82.06438
"h7","009","032",47.70793
"h7","009","033",208.63944
"h7","009","034",23.57009
"h7","009","035",33.24292
"h7","009","038",40.28394
"h7","009","040",73.77431
"h7","009","041",30.90329
"h7","009","042",23.47894
"h7","009","052",98.8649
"h7","009","054",71.13016
"h7","009","073",155.2316
"h7","017","002",37.31206
"h7","017","005",56.48935
"h7","017","010",53.11253
"h7","017","021",20.8422
"h7","017","026",65.93698
"h7","017","038",40.28394
"h7","017","040",49.61467
"h7","017","041",23.15952
"h7","017","048",21.85929
"h7","017","049",25.00939
"h7","017","054",71.13016
"h7","019","015",26.14454
"h7","019","017",60.90925
"h7","019","023",35.26661
"h7","019","026",92.08848
"h7","019","029",182.57413
"h7","019","038",65.26915
"h7","019","039",38.70125
"h7","019","050",17.6347
"h7","019","052",40.90296
"h7","019","063",17.85631
"h7","019","079",47.70918
"h7","022","001",60.28323
"h7","022","002",47.87942
"h7","022","003",60.97095
"h7","022","004",33.30401
"h7","022","005",25.91186
"h7","022","006",154.6715
"h7","022","007",55.08331
"h7","022","017",60.15244
"h7","022","026",72.37045
"h7","022","029",40.17017
"h7","022","030",19.85232
"h7","022","039",129.9774
"h7","022","044",31.67055
"h7","022","046",45.01088
"h7","022","047",69.18813
"h7","022","048",35.94917
"h7","022","049",26.2205
"h7","022","052",76.88136
"h7","022","057",21.80219
"h7","025","001",60.28323
"h7","025","005",42.18386
"h7","025","015",99.46137
"h7","025","017",33.49252
"h7","025","021",37.60901
"h7","025","022",143.33635
"h7","025","023",35.26661
"h7","025","024",110.09619
"h7","025","026",130.4708
"h7","025","027",42.78683
"h7","025","036",34.47135
"h7","025","039",34.34919
"h7","025","051",32.9148
"h7","025","052",116.99415
"h7","025","053",38.04563
"h7","025","057",21.80219
"h7","025","063",41.5017
"h7","025","064",45.66374
"h8","001","003",186.94315
"h8","001","004",29.32423
"h8","001","005",111.7939
"h8","001","007",94.25548
"h8","001","010",50.39394
"h8","001","017",47.71466
"h8","001","025",53.90245
"h8","001","026",83.90216
"h8","001","027",45.3437
"h8","001","032",95.93293
"h8","001","039",83.27363
"h8","001","040",165.8786
"h8","001","045",42.16247
"h8","001","046",57.7367
"h8","001","054",46.73358
"h8","001","061",76.46108
"h8","003","001",30.21404
"h8","003","004",102.26304
"h8","003","005",34.61902
"h8","003","007",66.36265
"h8","003","008",15.09608
"h8","003","009",123.32109
"h8","003","010",79.86547
"h8","003","011",54.06002
"h8","003","012",132.92387
"h8","003","013",70.71862
"h8","003","021",30.07412
"h8","003","024",90.71771
"h8","003","025",64.09819
"h8","003","026",232.09118
"h8","003","028",51.44195
"h8","003","034",23.19365
"h8","003","035",110.1579
"h8","003","036",72.4874
"h8","003","043",59.09632
"h8","003","046",52.09525
"h8","003","054",46.73358
"h8","003","072",26.92785
"h8","005","003",145.91577
"h8","005","006",215.10132
"h8","005","007",56.37663
"h8","005","009",97.22718
"h8","005","016",61.84262
"h8","005","035",53.97085
"h8","005","038",41.28761
"h8","005","039",26.4228
"h8","005","040",52.12785
"h8","005","051",47.87787
"h8","005","064",66.28484
"h8","006","004",118.17716
"h8","006","005",77.50738
"h8","006","008",49.94484
"h8","006","011",34.93357
"h8","006","014",88.2186
"h8","006","015",49.59934
"h8","006","017",66.61766
"h8","006","021",37.44435
"h8","006","026",108.81599
"h8","006","028",72.92888
"h8","006","036",34.61035
"h8","006","037",117.5361
"h8","006","050",55.12032
"h8","006","055",67.76287
"h8","006","059",98.87531
"h8","006","067",110.0333
"h8","009","001",46.37829
"h8","009","003",52.58155
"h8","009","005",15.52347
"h8","009","006",232.22621
"h8","009","007",115.03507
"h8","009","008",34.68477
"h8","009","010",66.9685
"h8","009","014",53.73612
"h8","009","015",77.16882
"h8","009","022",100.16589
"h8","009","025",160.05303
"h8","009","026",259.85939
"h8","009","028",53.56276
"h8","009","029",82.06438
"h8","009","030",56.99823
"h8","009","032",113.04768
"h8","009","033",118.7151
"h8","009","034",23.57009
"h8","009","035",73.74314
"h8","009","038",40.28394
"h8","009","039",87.90561
"h8","009","040",73.77431
"h8","009","041",76.18245
"h8","009","042",28.60831
"h8","009","046",57.7367
"h8","009","049",35.86662
"h8","009","051",52.18887
"h8","009","052",98.8649
"h8","009","054",71.13016
"h8","009","055",35.42684
"h8","009","063",30.61222
"h8","009","070",125.5897
"h8","009","073",155.2316
"h8","017","002",37.31206
"h8","017","003",78.92997
"h8","017","005",91.10837
"h8","017","006",201.17522
"h8","017","008",20.96324
"h8","017","010",53.11253
"h8","017","015",41.4239
"h8","017","016",27.15165
"h8","017","021",59.2617
"h8","017","022",47.72847
"h8","017","024",40.96904
"h8","017","026",65.93698
"h8","017","033",63.25325
"h8","017","038",40.28394
"h8","017","040",49.61467
"h8","017","041",23.15952
"h8","017","048",21.85929
"h8","017","049",60.83232
"h8","017","054",71.13016
"h8","017","057",30.37854
"h8","017","078",81.35352
"h8","019","001",33.12573
"h8","019","005",24.01974
"h8","019","012",73.96031
"h8","019","015",26.14454
"h8","019","016",52.88116
"h8","019","017",27.78411
"h8","019","018",221.03914
"h8","019","023",35.26661
"h8","019","026",145.41545
"h8","019","029",182.57413
"h8","019","034",40.67894
"h8","019","038",65.26915
"h8","019","039",38.70125
"h8","019","042",30.94051
"h8","019","048",32.77678
"h8","019","049",105.39937
"h8","019","050",17.6347
"h8","019","052",40.90296
"h8","019","053",48.96102
"h8","019","055",95.09265
"h8","019","061",96.46856
"h8","019","062",126.5419
"h8","019","063",58.19857
"h8","019","066",141.9698
"h8","019","079",47.70918
"h8","022","001",60.28323
"h8","022","002",47.87942
"h8","022","003",259.6708
"h8","022","004",71.71201
"h8","022","005",38.86779
"h8","022","006",217.68626
"h8","022","007",55.08331
"h8","022","009",67.78737
"h8","022","017",60.15244
"h8","022","021",31.30818
"h8","022","023",33.52593
"h8","022","025",174.13273
"h8","022","026",72.37045
"h8","022","029",78.72617
"h8","022","039",181.87817
"h8","022","040",169.36376
"h8","022","041",115.91058
"h8","022","043",59.09632
"h8","022","044",31.67055
"h8","022","046",45.01088
"h8","022","047",69.18813
"h8","022","048",35.94917
"h8","022","049",26.2205
"h8","022","050",30.39426
"h8","022","052",76.88136
"h8","022","053",49.00833
"h8","022","057",21.80219
"h8","022","059",84.31622
"h8","022","062",166.98215
"h8","022","063",29.59089
"h8","022","067",110.0333
"h8","022","080",64.15805
"h8","023","001",48.69161
"h8","023","005",52.2224
"h8","023","006",142.17647
"h8","023","007",216.31513
"h8","023","009",67.78737
"h8","023","014",86.60845
"h8","023","017",33.12514
"h8","023","021",40.8939
"h8","023","022",47.72847
"h8","023","030",90.6715
"h8","023","032",74.76183
"h8","023","033",89.92434
"h8","023","035",40.64422
"h8","023","036",69.0817
"h8","023","057",30.37854
"h8","023","062",88.86561
"h8","023","063",23.72078
"h8","025","001",108.97484
"h8","025","003",240.36501
"h8","025","005",81.06983
"h8","025","006",199.97014
"h8","025","007",114.16866
"h8","025","008",98.62164
"h8","025","013",66.87162
"h8","025","015",133.88271
"h8","025","016",48.1566
"h8","025","017",33.49252
"h8","025","019",42.26127
"h8","025","021",115.94726
"h8","025","022",143.33635
"h8","025","023",73.42502
"h8","025","024",110.09619
"h8","025","026",176.97301
"h8","025","027",42.78683
"h8","025","028",72.92888
"h8","025","036",34.47135
"h8","025","037",62.90187
"h8","025","039",73.05044
"h8","025","041",54.06281
