"district","hour","occ1","occ2","occ3","occ4","occ5"
"078","4am",0,0,0,0,0
"079","4am",0,0,0,0,0
"080","4am",0,0,0,0,0
"001","5am",0,0,0,0,0
"002","5am",0,0,0,0,0
"003","5am",0,0,0,0,0
"004","5am",0,0,0,0,0
"005","5am",0,0,0,0,0
"006","5am",0,0,0,0,0
"007","5am",0,0,0,0,0
"008","5am",0,0,0,0,0
"009","5am",0,0,0,0,0
"010","5am",0,0,0,0,0
"011","5am",0,0,0,0,0
"012","5am",0,0,0,0,0
"013","5am",0,0,0,0,0
"014","5am",0,0,0,0,0
"015","5am",0,0,0,0,0
"016","5am",0,0,0,0,0
"017","5am",0,0,0,0,0
"018","5am",0,0,0,0,0
"019","5am",0,0,0,0,0
"020","5am",0,0,0,0,0
"021","5am",0,0,0,0,0
"022","5am",751.0564,0,0,0,0
"023","5am",0,0,0,0,0
"024","5am",0,0,0,0,0
"025","5am",0,0,0,0,0
"026","5am",0,0,0,0,0
"027","5am",0,0,0,0,0
"028","5am",0,0,0,0,0
"029","5am",0,0,0,0,0
"030","5am",0,0,0,0,0
"031","5am",0,0,0,0,0
"032","5am",0,0,0,0,0
"033","5am",0,0,0,0,0
"034","5am",0,0,0,0,0
"035","5am",0,0,0,0,0
"036","5am",0,0,0,0,0
"037","5am",0,0,0,0,0
"038","5am",0,0,0,0,0
"039","5am",0,0,0,0,0
"040","5am",0,0,0,0,0
"041","5am",0,0,0,0,0
"042","5am",0,0,0,0,0
"043","5am",0,0,0,0,0
"044","5am",0,0,0,0,0
"045","5am",0,0,0,0,0
"046","5am",0,0,0,0,0
"047","5am",0,0,0,0,0
"048","5am",0,0,0,0,0
"049","5am",0,0,0,0,0
"050","5am",0,0,0,0,0
"051","5am",0,0,0,0,0
"052","5am",0,0,0,0,0
"053","5am",0,0,0,0,0
"054","5am",0,0,0,0,0
"055","5am",0,0,0,0,0
"056","5am",0,0,0,0,0
"057","5am",0,0,0,0,0
"058","5am",0,0,0,0,0
"059","5am",0,0,0,0,0
"060","5am",0,0,0,0,0
"061","5am",0,0,0,0,0
"062","5am",0,0,0,0,0
"063","5am",0,0,0,0,0
"064","5am",0,0,0,0,0
"065","5am",0,0,0,0,0
"066","5am",0,0,0,0,0
"067","5am",0,0,0,0,0
"068","5am",0,0,0,0,0
"069","5am",0,0,0,0,0
"070","5am",0,0,0,0,0
"071","5am",0,0,0,0,0
"072","5am",0,0,0,0,0
"073","5am",0,0,0,0,0
"074","5am",0,0,0,0,0
"075","5am",0,0,0,0,0
"076","5am",0,0,0,0,0
"077","5am",0,0,0,0,0
"078","5am",0,0,0,0,0
"079","5am",0,0,0,0,0
"080","5am",0,0,0,0,0
"001","6am",0,0,0,0,0
"002","6am",0,0,0,0,0
"003","6am",591.0184,0,0,0,0
"004","6am",0,0,0,0,0
"005","6am",0,0,0,0,0
"006","6am",0,0,0,0,0
"007","6am",0,0,0,0,0
"008","6am",0,0,0,0,0
"009","6am",870.3574,0,0,0,0
"010","6am",0,0,0,0,0
"011","6am",0,0,0,0,0
"012","6am",0,0,0,0,0
"013","6am",1044.7647,0,0,0,0
"014","6am",0,0,0,0,0
"015","6am",0,0,0,0,0
"016","6am",0,0,0,0,0
"017","6am",0,0,0,0,0
"018","6am",0,0,0,0,0
"019","6am",0,0,0,0,0
"020","6am",0,0,0,0,0
"021","6am",0,0,0,0,0
"022","6am",1542.2273,0,0,0,0
"023","6am",0,0,0,0,0
"024","6am",0,0,0,0,0
"025","6am",0,0,0,0,0
"026","6am",0,0,0,0,0
"027","6am",0,0,0,0,0
"028","6am",0,0,0,0,0
"029","6am",0,0,0,0,0
"030","6am",0,0,0,0,0
"031","6am",0,0,0,0,0
"032","6am",0,0,0,0,0
"033","6am",0,0,0,0,0
"034","6am",0,0,0,0,0
"035","6am",836.8643,0,0,0,0
"036","6am",0,0,0,0,0
"037","6am",0,0,0,0,0
"038","6am",0,0,0,0,0
"039","6am",0,0,0,0,0
"040","6am",0,0,0,0,0
"041","6am",0,0,0,0,0
"042","6am",0,0,0,0,0
"043","6am",0,0,0,0,0
"044","6am",0,0,0,0,0
"045","6am",0,0,0,0,0
"046","6am",0,0,0,0,0
"047","6am",0,0,0,0,0
"048","6am",0,0,0,0,0
"049","6am",0,0,0,0,0
"050","6am",0,0,0,0,0
"051","6am",0,0,0,0,0
"052","6am",0,0,0,0,0
"053","6am",0,0,0,0,0
"054","6am",0,0,0,0,0
"055","6am",0,0,0,0,0
"056","6am",0,0,0,0,0
"057","6am",0,0,0,0,0
"058","6am",0,0,0,0,0
"059","6am",0,0,0,0,0
"060","6am",0,0,0,0,0
"061","6am",0,0,0,0,0
"062","6am",0,0,0,0,0
"063","6am",0,0,0,0,0
"064","6am",0,0,0,0,0
"065","6am",0,0,0,0,0
"066","6am",0,0,0,0,0
"067","6am",0,0,0,0,0
"068","6am",0,0,0,0,0
"069","6am",0,0,0,0,0
"070","6am",857.3913,0,0,0,0
"071","6am",0,0,0,0,0
"072","6am",0,0,0,0,0
"073","6am",0,0,0,0,0
"074","6am",0,0,0,0,0
"075","6am",0,0,0,0,0
"076","6am",0,0,0,0,0
"077","6am",0,0,0,0,0
"078","6am",0,0,0,0,0
"079","6am",0,0,0,0,0
"080","6am",0,0,0,0,0
"001","7am",635.5144,1013.5214,0,0,0
"002","7am",0,0,0,0,0
"003","7am",1962.9116,0,0,0,0
"004","7am",0,0,0,0,0
"005","7am",0,871.1498,0,0,0
"006","7am",1083.299,1245.7388,0,0,0
"007","7am",0,0,0,0,0
"008","7am",0,0,0,0,0
"009","7am",2437.6934,2305.4455,0,0,0
"010","7am",0,0,0,0,0
"011","7am",1441.1449,0,0,0,0
"012","7am",0,0,0,0,0
"013","7am",1889.0521,0,0,0,0
"014","7am",620.7024,0,0,0,0
"015","7am",0,0,0,0,0
"016","7am",0,0,0,0,0
"017","7am",1309.579,1253.6633,0,0,0
"018","7am",808.4484,0,0,0,0
"019","7am",1342.6707,1066.1347,0,0,0
"020","7am",0,0,0,0,0
"021","7am",0,0,0,0,0
"022","7am",2899.5377,734.2129,0,0,0
"023","7am",1619.938,753.4357,0,0,0
"024","7am",658.7671,0,0,0,0
"025","7am",1141.0306,4987.7257,0,0,0
"026","7am",864.5338,0,0,0,0
"027","7am",2334.8529,0,0,0,0
"028","7am",1935.0996,491.923,0,0,0
"029","7am",1292.4768,0,0,0,0
"030","7am",724.5067,0,0,0,0
"031","7am",0,0,0,0,0
"032","7am",2450.6514,0,0,0,0
"033","7am",722.4162,791.868,0,0,0
"034","7am",0,0,0,0,0
"035","7am",2207.6861,0,0,0,0
"036","7am",0,0,0,0,0
"037","7am",1152.6961,0,0,0,0
"038","7am",0,0,0,0,0
"039","7am",0,0,0,0,0
"040","7am",1175.829,0,0,0,0
"041","7am",0,0,0,0,0
"042","7am",0,0,0,0,0
"043","7am",1077.5864,0,0,0,0
"044","7am",0,0,0,0,0
"045","7am",0,0,0,0,0
"046","7am",0,0,0,0,0
"047","7am",966.3428,0,0,0,0
"048","7am",0,0,0,0,0
"049","7am",0,0,0,0,0
"050","7am",0,0,0,0,0
"051","7am",0,0,0,0,0
"052","7am",0,0,0,0,0
"053","7am",0,0,0,0,0
"054","7am",1004.6307,0,0,0,0
"055","7am",0,0,0,0,0
"056","7am",0,0,0,0,0
"057","7am",0,0,0,0,0
"058","7am",0,0,0,0,0
"059","7am",879.5476,0,0,0,0
"060","7am",979.7179,1102.8369,0,0,0
"061","7am",0,0,0,0,0
"062","7am",0,0,0,0,0
"063","7am",0,0,0,0,0
"064","7am",0,0,0,0,0
"065","7am",0,0,0,0,0
"066","7am",0,0,0,0,0
"067","7am",0,0,0,0,0
"068","7am",0,0,0,0,0
"069","7am",0,0,0,0,0
"070","7am",1229.9923,0,0,0,0
"071","7am",0,0,0,0,0
"072","7am",0,0,0,0,0
"073","7am",1056.728,0,0,0,0
"074","7am",1360.2573,0,0,0,0
"075","7am",1535.4049,0,0,0,0
"076","7am",0,0,0,0,0
"077","7am",0,0,0,0,0
"078","7am",684.2695,0,0,0,0
"079","7am",0,0,0,0,0
"080","7am",0,0,0,0,0
"001","8am",2104.0067,1573.0188,0,0,0
"002","8am",1340.355,0,0,0,0
"003","8am",3776.6033,967.2409,0,0,0
"004","8am",1106.0077,0,0,0,0
"005","8am",794.3321,1143.5837,0,0,0
"006","8am",1903.3119,1638.7243,0,0,0
"007","8am",762.1681,0,0,0,0
"008","8am",0,0,0,0,0
"009","8am",5473.262,3126.8484,0,0,0
"010","8am",1181.7516,0,0,0,0
"011","8am",3177.6903,0,0,0,0
"012","8am",0,0,0,0,0
"013","8am",3628.0039,0,0,0,0
"014","8am",1525.1654,0,0,0,0
"015","8am",0,0,0,0,0
"016","8am",916.8432,0,0,0,0
"017","8am",2475.2198,1796.1459,0,0,0
"018","8am",2371.148,0,0,0,0
"019","8am",3894.1943,1534.7761,0,0,0
"020","8am",862.9275,0,0,0,0
"021","8am",0,0,0,0,0
"022","8am",5208.3569,1746.5125,0,0,0
"023","8am",4208.4455,1359.2144,0,0,0
"024","8am",1366.5732,0,0,0,0
"025","8am",3537.5196,7714.2255,0,0,0
"026","8am",1278.4546,0,0,0,0
"027","8am",7223.0273,0,0,0,0
"028","8am",4554.3528,1209.536,0,0,0
"029","8am",2473.0091,0,0,0,0
"030","8am",1118.0095,910.0343,0,0,0
"031","8am",726.3616,0,0,0,0
"032","8am",4356.4678,0,0,0,0
"033","8am",1836.8796,1106.106,0,0,0
"034","8am",1476.952,0,0,0,0
"035","8am",3214.1584,0,0,0,0
"036","8am",841.0415,0,0,0,0
"037","8am",1587.448,0,0,0,0
"038","8am",607.2911,0,0,0,0
"039","8am",680.4796,0,0,0,0
"040","8am",2669.8911,816.075,0,0,0
"041","8am",1264.5111,0,0,0,0
"042","8am",0,0,0,0,0
"043","8am",2237.4886,0,0,0,0
"044","8am",808.9668,0,0,0,0
"045","8am",0,0,0,0,0
"046","8am",0,0,0,0,0
"047","8am",1767.2018,0,0,0,0
"048","8am",0,0,0,0,0
"049","8am",0,0,0,0,0
"050","8am",0,0,0,0,0
"051","8am",0,0,0,0,0
"052","8am",720.2314,0,0,0,0
"053","8am",0,0,0,0,0
"054","8am",1125.1726,0,0,0,0
"055","8am",0,0,0,0,0
"056","8am",0,0,0,0,0
"057","8am",0,0,0,0,0
"058","8am",0,0,0,0,0
"059","8am",1465.8604,0,0,0,0
"060","8am",1575.5658,1281.8901,0,0,0
"061","8am",0,0,0,0,0
"062","8am",0,0,0,0,0
"063","8am",0,0,0,0,0
"064","8am",0,0,0,0,0
"065","8am",1119.7672,0,0,0,0
"066","8am",0,0,0,0,0
"067","8am",927.5789,0,0,0,0
"068","8am",0,0,0,0,0
"069","8am",0,0,0,0,0
"070","8am",1823.0831,0,0,0,0
"071","8am",1243.2009,0,0,0,0
"072","8am",1302.5938,0,0,0,0
"073","8am",1694.1634,0,0,0,0
"074","8am",2126.1666,0,0,0,0
"075","8am",2644.102,909.1716,0,0,0
"076","8am",0,0,0,0,0
"077","8am",0,0,0,0,0
"078","8am",2018.5893,0,0,0,0
"079","8am",0,0,0,0,0
"080","8am",0,0,0,0,0
"001","9am",3315.9213,2617.4585,0,0,0
"002","9am",2604.3703,0,0,0,0
"003","9am",4305.3666,1323.413,0,1203.7346,0
"004","9am",1109.8993,0,0,0,0
"005","9am",1043.1135,1207.2302,0,0,0
"006","9am",2461.8344,1860.9805,0,0,0
"007","9am",1033.0314,0,0,0,0
"008","9am",0,0,0,0,0
"009","9am",6155.0382,3421.6455,0,547.4606,0
"010","9am",1521.6583,0,0,0,0
"011","9am",3425.6685,0,0,574.4749,0
"012","9am",0,0,0,0,0
"013","9am",3969.6451,0,0,0,0
"014","9am",2013.4955,0,0,0,0
"015","9am",0,0,0,0,0
"016","9am",1103.1898,0,0,0,0
"017","9am",2986.7694,1930.87,0,565.5985,0
"018","9am",2645.8799,0,0,0,0
"019","9am",4298.0655,1799.7606,0,0,0
"020","9am",761.5884,0,0,0,0
"021","9am",0,0,0,0,0
"022","9am",6442.5883,1996.0126,0,468.8981,0
"023","9am",5116.5402,1560.88,0,0,0
"024","9am",1382.5689,0,0,0,0
"025","9am",4175.2024,10787.7018,0,0,0
"026","9am",1777.683,0,0,0,0
"027","9am",8902.3692,0,0,0,0
"028","9am",6628.3322,1795.6882,0,0,0
"029","9am",2776.6999,0,0,0,0
"030","9am",1045.8008,965.5454,0,0,0
"031","9am",806.4521,0,0,0,0
"032","9am",5158.1467,0,0,840.2171,0
"033","9am",2593.5289,1185.8789,500.8671,0,0
"034","9am",1496.5148,0,0,0,0
"035","9am",3255.603,0,0,689.3642,0
"036","9am",1269.6646,0,0,0,0
"037","9am",1800.9335,0,0,0,0
"038","9am",776.7341,0,0,0,0
"039","9am",822.0549,0,0,0,0
"040","9am",2780.1887,834.0339,0,506.6808,0
"041","9am",1593.8967,0,0,0,0
"042","9am",0,0,0,0,0
"043","9am",2641.8244,0,0,0,0
"044","9am",656.4853,0,0,0,0
"045","9am",0,0,0,0,0
"046","9am",0,0,0,0,0
"047","9am",2316.7674,0,0,0,0
"048","9am",0,0,0,0,0
"049","9am",0,0,0,0,0
"050","9am",0,0,0,0,0
"051","9am",0,0,0,0,0
"052","9am",807.7917,0,0,0,0
"053","9am",0,0,0,0,0
"054","9am",1412.2867,0,0,0,0
"055","9am",0,0,0,0,0
"056","9am",0,0,0,0,0
"057","9am",585.1869,0,0,0,0
"058","9am",0,0,0,0,0
"059","9am",1820.8251,0,0,701.1357,0
"060","9am",1812.5516,1281.8901,0,0,0
"061","9am",0,0,0,0,0
"062","9am",0,0,0,0,0
"063","9am",0,0,0,0,0
"064","9am",0,0,0,0,0
"065","9am",1333.4146,0,0,0,0
"066","9am",0,0,0,0,0
"067","9am",964.1738,0,0,0,0
"068","9am",0,0,0,0,0
"069","9am",0,0,0,0,0
"070","9am",2162.8795,0,0,0,0
"071","9am",1243.2009,0,0,0,0
"072","9am",1227.0612,0,0,0,0
"073","9am",2062.1337,0,0,0,0
"074","9am",2164.343,0,0,0,0
"075","9am",3479.9261,990.9879,0,0,0
"076","9am",0,0,0,0,0
"077","9am",0,0,0,0,0
"078","9am",2545.9995,0,0,0,0
"079","9am",0,0,0,0,0
"080","9am",0,0,0,0,0
"001","10am",3284.8139,2793.5222,0,684.6894,0
"002","10am",3285.6928,0,0,823.5049,0
"003","10am",4534.4311,1429.6427,0,861.2146,0
"004","10am",970.2473,0,0,0,0
"005","10am",1296.6674,1305.0723,0,0,0
"006","10am",2637.9421,1977.5299,0,0,0
"007","10am",989.8888,0,0,0,0
"008","10am",0,0,0,0,0
"009","10am",6221.1355,3708.84,0,772.3497,0
"010","10am",1412.2292,0,0,0,0
"011","10am",3583.2894,0,0,0,0
"012","10am",704.8057,0,0,0,0
"013","10am",3954.0751,0,0,0,0
"014","10am",1938.8527,0,0,0,0
"015","10am",0,0,0,0,0
"016","10am",1071.7089,0,0,0,0
"017","10am",3121.7086,1883.1536,0,794.5089,0
"018","10am",2264.8757,0,0,0,0
"019","10am",4323.5952,1773.137,0,0,0
"020","10am",952.2646,0,0,0,0
"021","10am",0,0,0,0,0
"022","10am",6428.0307,2035.2249,0,775.2155,0
"023","10am",5472.5381,1744.2931,0,0,0
"024","10am",1244.6292,0,0,0,0
"025","10am",4268.3885,12760.3335,0,0,0
"026","10am",1905.0738,0,0,0,0
"027","10am",9142.0271,0,0,0,0
"028","10am",6673.9749,1812.7119,0,666.1997,0
"029","10am",2712.0938,0,0,0,0
"030","10am",999.8989,973.3741,0,0,0
"031","10am",771.0253,0,0,0,0
"032","10am",4990.5391,0,0,950.438,0
"033","10am",3005.5406,1306.0921,0,410.8039,0
"034","10am",1586.7674,0,0,0,0
"035","10am",3125.2465,0,0,526.5798,0
"036","10am",1268.9441,0,0,0,0
"037","10am",1884.2255,0,0,0,0
"038","10am",634.0474,0,0,0,0
"039","10am",833.8219,0,0,0,0
"040","10am",3020.0024,796.4249,0,875.202,0
"041","10am",1698.6825,0,0,0,0
"042","10am",581.9556,0,0,0,0
"043","10am",2738.94,0,0,639.1288,0
"044","10am",738.4855,0,0,0,0
"045","10am",0,0,0,0,0
"046","10am",0,0,0,0,0
"047","10am",2253.3009,0,0,0,0
"048","10am",0,0,0,0,0
"049","10am",0,0,0,0,0
"050","10am",0,0,0,0,0
"051","10am",0,0,0,0,0
"052","10am",837.2492,0,0,0,0
"053","10am",0,0,0,0,0
"054","10am",1352.3352,0,0,0,0
"055","10am",0,0,0,0,0
"056","10am",768.9724,0,0,0,0
"057","10am",566.505,0,0,0,0
"058","10am",0,0,0,0,0
"059","10am",1714.9332,0,0,451.3137,0
"060","10am",1871.6539,1281.8901,0,0,0
"061","10am",0,0,0,0,0
"062","10am",0,0,0,0,0
"063","10am",0,0,0,0,0
"064","10am",0,0,0,0,0
"065","10am",1216.1761,0,0,0,0
"066","10am",0,0,0,0,0
"067","10am",813.4883,0,0,0,0
"068","10am",0,0,0,0,0
"069","10am",0,0,0,0,0
"070","10am",2200.3035,0,0,0,0
"071","10am",985.1577,0,0,0,0
"072","10am",1543.8094,0,0,0,0
"073","10am",2357.095,0,0,652.8119,0
"074","10am",2002.1589,0,0,0,0
"075","10am",3676.5854,1044.1788,0,0,0
"076","10am",0,0,0,0,0
"077","10am",0,0,0,0,0
"078","10am",2806.3409,0,0,0,0
"079","10am",0,0,0,0,0
"080","10am",0,0,0,0,0
"001","11am",3516.5377,3073.6345,0,552.4972,0
"002","11am",3465.1021,1160.6042,0,734.7387,0
"003","11am",4392.019,1130.2253,0,0,0
"004","11am",854.714,0,0,0,0
"005","11am",1347.1548,1238.7875,0,0,0
"006","11am",2985.6714,1853.2845,0,468.6634,0
"007","11am",1260.243,0,0,0,0
"008","11am",0,0,0,0,0
"009","11am",6394.0809,3477.3997,0,594.1822,0
"010","11am",1581.9297,0,0,0,0
"011","11am",3173.9045,0,0,0,0
"012","11am",763.3636,0,0,0,0
"013","11am",3590.0227,0,0,0,0
"014","11am",1990.4311,0,0,0,0
"015","11am",0,0,0,0,0
"016","11am",1064.0289,0,0,0,0
"017","11am",3006.5015,1900.6992,0,561.7965,0
"018","11am",2406.795,0,0,0,0
"019","11am",4213.2295,1893.6156,0,0,0
"020","11am",928.8427,0,0,0,0
"021","11am",0,0,0,0,0
"022","11am",6232.2976,2271.8857,0,853.6963,0
"023","11am",5325.407,1609.6955,0,0,0
"024","11am",1081.9796,0,0,0,0
"025","11am",4338.826,10904.7258,0,0,0
"026","11am",1734.0391,0,0,0,0
"027","11am",8688.3212,0,0,0,0
"028","11am",5889.2514,1751.5337,0,571.8281,0
"029","11am",2643.1557,0,0,0,0
"030","11am",967.1855,973.3741,0,0,0
"031","11am",924.8404,0,0,0,0
"032","11am",4731.5892,0,0,560.1837,0
"033","11am",2791.8329,1316.0998,0,538.7459,0
"034","11am",1543.3484,0,0,0,0
"035","11am",3521.5741,0,0,0,0
"036","11am",1207.7342,0,0,0,0
"037","11am",1835.2171,0,0,0,0
"038","11am",597.0375,0,0,0,0
"039","11am",912.5213,0,0,0,0
"040","11am",2880.1463,810.676,0,736.2806,0
"041","11am",1513.7965,0,0,0,0
"042","11am",506.1849,0,0,0,0
"043","11am",2445.195,0,0,0,0
"044","11am",973.4056,0,0,0,0
"045","11am",0,0,0,0,0
"046","11am",0,0,0,0,0
"047","11am",2412.0107,0,0,0,0
"048","11am",0,0,0,0,0
"049","11am",0,0,0,0,0
"050","11am",0,0,0,0,0
"051","11am",0,0,0,0,0
"052","11am",834.1882,0,0,0,0
"053","11am",0,0,0,0,0
"054","11am",1412.2867,0,0,0,0
"055","11am",0,0,0,0,0
"056","11am",0,0,0,0,0
"057","11am",809.6998,0,0,0,0
"058","11am",0,0,0,0,0
"059","11am",1416.4741,0,0,0,0
"060","11am",1789.9461,1196.8785,0,0,0
"061","11am",0,0,0,0,0
"062","11am",0,0,0,0,0
"063","11am",0,0,0,0,0
"064","11am",0,0,0,0,0
"065","11am",907.0038,0,0,0,0
"066","11am",0,0,0,0,0
"067","11am",766.1015,0,0,0,0
"068","11am",728.4345,0,0,0,0
"069","11am",0,0,0,0,0
"070","11am",2062.5328,0,0,0,0
"071","11am",977.4991,0,0,0,0
"072","11am",1566.9535,0,0,0,0
"073","11am",1824.113,0,0,0,0
"074","11am",2223.7625,0,0,0,0
"075","11am",3410.2464,1044.1788,0,0,0
"076","11am",0,0,0,0,0
"077","11am",0,0,0,0,0
"078","11am",2381.215,0,0,0,0
"079","11am",0,0,0,0,0
"080","11am",0,0,0,0,0
"001","12am",3098.7604,2814.4008,0,0,0
"002","12am",3947.8148,1873.1259,0,784.7931,0
"003","12am",4083.9568,1042.5547,0,0,0
"004","12am",933.4743,0,0,0,0
"005","12am",820.5838,896.1447,0,0,0
"006","12am",2260.6904,1764.6563,0,0,0
"007","12am",1125.3352,0,0,0,0
"008","12am",0,0,0,0,0
"009","12am",6389.295,3067.2392,0,696.7022,0
"010","12am",1070.6599,0,0,0,0
"011","12am",2557.1499,0,0,0,0
"012","12am",0,0,0,0,0
"013","12am",3016.2217,0,0,0,0
"014","12am",1470.8151,0,0,0,0
"015","12am",0,0,0,0,0
"016","12am",859.0851,0,0,0,0
"017","12am",2341.0103,1701.1938,0,0,0
"018","12am",2035.0314,0,0,0,0
"019","12am",3515.5216,1247.2745,0,0,0
"020","12am",716.9199,0,0,0,0
"021","12am",0,0,0,0,0
"022","12am",5861.5912,2193.2354,0,619.6708,0
"023","12am",4544.4941,1365.6583,0,0,0
"024","12am",1061.4043,0,0,0,0
"025","12am",3671.6432,9635.03,0,0,0
"026","12am",1367.7985,0,0,0,0
"027","12am",7356.603,0,0,0,0
"028","12am",5252.9665,1994.958,0,0,0
"029","12am",2015.5928,0,0,0,0
"030","12am",846.8541,857.9413,0,0,0
"031","12am",695.536,0,0,0,0
"032","12am",3561.8062,0,0,0,0
"033","12am",3114.28,1386.5256,0,455.7098,0
"034","12am",1384.6575,0,0,0,0
"035","12am",2456.1279,0,0,0,0
"036","12am",942.9671,0,0,0,0
"037","12am",1211.0462,0,0,0,0
"038","12am",704.6529,0,0,0,0
"039","12am",0,0,0,0,0
"040","12am",2542.1416,628.4952,0,0,0
"041","12am",1568.1789,0,0,0,0
"042","12am",0,0,0,0,0
"043","12am",2477.09,0,0,0,0
"044","12am",823.8988,0,0,0,0
"045","12am",0,0,0,0,0
"046","12am",0,0,0,0,0
"047","12am",1595.7096,0,0,0,0
"048","12am",0,0,0,0,0
"049","12am",0,0,0,0,0
"050","12am",0,0,0,0,0
"051","12am",0,0,0,0,0
"052","12am",0,0,0,0,0
"053","12am",0,0,0,0,0
"054","12am",1401.4425,0,0,0,0
"055","12am",0,0,0,0,0
"056","12am",0,0,0,0,0
"057","12am",579.9612,0,0,0,0
"058","12am",0,0,0,0,0
"059","12am",932.0909,0,0,0,0
"060","12am",1287.9194,1134.2151,0,0,0
"061","12am",0,0,0,0,0
"062","12am",0,0,0,0,0
"063","12am",0,0,0,0,0
"064","12am",0,0,0,0,0
"065","12am",860.913,0,0,0,0
"066","12am",0,0,0,0,0
"067","12am",0,0,0,0,0
"068","12am",0,0,0,0,0
"069","12am",0,0,0,0,0
"070","12am",1287.7243,0,0,0,0
"071","12am",852.7239,0,0,0,0
"072","12am",1288.2034,0,0,0,0
"073","12am",1035.4717,0,0,0,0
"074","12am",2151.5213,0,0,0,0
"075","12am",1827.148,765.6592,0,0,0
"076","12am",0,0,0,0,0
"077","12am",0,0,0,0,0
"078","12am",1918.6104,0,0,0,0
"079","12am",0,0,0,0,0
"080","12am",0,0,0,0,0
"001","1pm",2960.2796,2572.0352,0,0,0
"002","1pm",3947.8906,1105.1872,0,1130.6132,0
"003","1pm",4550.3721,1071.2815,0,0,0
"004","1pm",1069.7732,0,0,0,0
"005","1pm",1013.9713,1210.9595,0,0,0
"006","1pm",2124.6316,1657.6978,0,0,0
"007","1pm",958.5159,0,0,0,0
"008","1pm",0,0,0,0,0
"009","1pm",6544.9888,3293.3979,0,594.109,0
"010","1pm",1119.0061,0,0,0,0
"011","1pm",3098.6456,0,0,0,0
"012","1pm",0,0,0,0,0
"013","1pm",3551.6717,0,0,0,0
"014","1pm",1611.9911,0,0,0,0
"015","1pm",0,0,0,0,0
"016","1pm",943.813,0,0,0,0
"017","1pm",2520.7331,1655.1039,0,0,0
"018","1pm",2406.8153,0,0,0,0
"019","1pm",3605.5946,1677.0919,0,0,0
"020","1pm",973.8779,0,0,0,0
"021","1pm",0,0,0,0,0
"022","1pm",6318.4981,2014.8458,0,888.2588,0
"023","1pm",4880.0604,1567.9536,0,0,0
"024","1pm",1195.6417,0,0,0,0
"025","1pm",3795.3236,10498.9712,0,0,0
"026","1pm",1533.7497,0,0,0,0
"027","1pm",8299.7535,0,0,0,0
"028","1pm",5445.2429,2821.5661,0,714.7016,0
"029","1pm",2656.4681,0,0,0,0
"030","1pm",827.8406,963.5235,0,0,0
"031","1pm",685.6866,0,0,0,0
"032","1pm",3986.515,0,0,0,0
"033","1pm",2542.8441,1421.5724,0,616.8057,0
"034","1pm",1509.6569,0,0,0,0
"035","1pm",3226.0145,0,0,0,0
"036","1pm",1001.9143,0,0,0,0
"037","1pm",1686.1697,0,0,0,0
