"variable","CODE_SEC","RES_SEC","W_IND"
"h6","009","010",66.9685
"h6","009","014",86.60845
"h6","009","017",37.41583
"h6","009","027",109.42702
"h6","009","028",86.61594
"h6","009","031",43.92417
"h6","009","037",54.48146
"h6","009","038",39.28466
"h6","009","042",45.36764
"h6","009","049",71.64586
"h6","022","003",60.97095
"h6","022","005",12.95593
"h6","022","013",66.87162
"h6","022","017",60.15244
"h6","022","020",79.33967
"h6","022","026",72.37045
"h6","022","027",35.4595
"h6","022","029",83.67855
"h6","022","030",74.41993
"h6","022","041",93.28884
"h6","022","045",36.06718
"h6","022","047",122.82377
"h6","022","048",95.36675
"h6","022","059",143.7556
"h6","022","063",30.65608
"h6","022","066",50.34957
"h6","035","019",99.35517
"h6","035","020",61.81297
"h6","035","027",31.53803
"h6","035","031",51.01341
"h6","035","048",64.85873
"h6","035","055",35.42684
"h6","035","062",88.86561
"h6","035","072",51.08986
"h6","035","077",64.95382
"h6","035","080",64.15805
"h7","003","004",79.53133
"h7","003","005",12.95593
"h7","003","008",15.09608
"h7","003","010",23.81396
"h7","003","012",47.09582
"h7","003","013",212.71249
"h7","003","015",38.31137
"h7","003","016",68.156
"h7","003","019",32.23989
"h7","003","022",66.6253
"h7","003","023",46.09082
"h7","003","034",51.04798
"h7","003","038",60.85685
"h7","003","039",82.72099
"h7","003","041",51.4667
"h7","003","042",20.61635
"h7","003","044",27.94293
"h7","003","049",35.82293
"h7","003","050",59.17931
"h7","003","054",46.73358
"h7","003","058",53.53306
"h7","003","060",42.29204
"h7","003","074",99.56042
"h7","006","003",121.6834
"h7","006","004",43.6206
"h7","006","007",59.3548
"h7","006","011",67.41326
"h7","006","013",66.87162
"h7","006","025",53.90245
"h7","006","026",53.32697
"h7","006","038",37.6699
"h7","006","041",45.27916
"h7","006","042",24.75129
"h7","006","046",35.78451
"h7","006","053",60.70486
"h7","006","055",70.85368
"h7","006","063",21.08988
"h7","006","065",56.92761
"h7","006","066",50.34957
"h7","009","008",34.15165
"h7","009","010",66.9685
"h7","009","013",40.16138
"h7","009","014",86.60845
"h7","009","015",51.02428
"h7","009","017",37.41583
"h7","009","025",63.25118
"h7","009","026",155.86127
"h7","009","027",140.96505
"h7","009","028",86.61594
"h7","009","029",43.50838
"h7","009","031",43.92417
"h7","009","033",232.53434
"h7","009","035",65.75331
"h7","009","037",54.48146
"h7","009","038",39.28466
"h7","009","040",73.77431
"h7","009","041",30.90329
"h7","009","042",68.84658
"h7","009","044",80.98913
"h7","009","046",45.01088
"h7","009","049",35.82293
"h7","009","052",57.96194
"h7","009","053",183.72591
"h7","009","054",42.30286
"h7","009","056",53.64306
"h7","009","064",31.59028
"h7","009","080",63.69139
"h7","011","004",27.77684
"h7","011","005",52.2224
"h7","011","010",132.02605
"h7","011","013",112.44903
"h7","011","014",86.60845
"h7","011","016",82.91679
"h7","011","037",43.90732
"h7","011","038",60.85685
"h7","011","041",37.06222
"h7","011","043",39.0766
"h7","011","044",94.59978
"h7","011","054",46.73358
"h7","011","055",31.08747
"h7","011","056",44.51998
"h7","011","058",48.37958
"h7","011","067",107.9014
"h7","011","069",24.49813
"h7","011","075",70.04445
"h7","013","004",41.05452
"h7","013","012",73.96031
"h7","013","017",94.3121
"h7","013","023",96.01666
"h7","013","027",42.78683
"h7","013","031",35.79166
"h7","013","032",47.72834
"h7","013","035",63.07598
"h7","013","036",41.75859
"h7","013","037",57.65409
"h7","013","043",60.38319
"h7","013","044",18.83994
"h7","013","045",102.03133
"h7","013","046",25.77596
"h7","013","047",69.18813
"h7","013","049",35.82293
"h7","013","050",41.54461
"h7","013","051",24.41093
"h7","013","055",34.98414
"h7","013","060",42.29204
"h7","013","061",54.15303
"h7","013","070",105.9994
"h7","017","005",35.20676
"h7","017","006",154.6715
"h7","017","013",52.47557
"h7","017","014",69.08804
"h7","017","015",31.10296
"h7","017","016",20.64084
"h7","017","018",60.66872
"h7","017","019",42.26127
"h7","017","036",46.30044
"h7","017","037",80.04775
"h7","017","038",40.28394
"h7","017","042",30.94051
"h7","017","047",31.21032
"h7","017","048",32.77678
"h7","017","051",18.8188
"h7","017","060",42.29204
"h7","017","066",43.98354
"h7","017","070",125.5897
"h7","017","072",40.25747
"h7","019","002",37.38403
"h7","019","004",27.77684
"h7","019","017",33.12514
"h7","019","022",42.67212
"h7","019","023",35.26661
"h7","019","024",52.50548
"h7","019","026",92.08848
"h7","019","029",182.57413
"h7","019","038",126.126
"h7","019","039",38.70125
"h7","019","040",73.77431
"h7","019","042",24.75129
"h7","019","048",63.45126
"h7","019","049",73.7035
"h7","019","050",17.6347
"h7","019","057",19.06146
"h7","019","062",44.97476
"h7","019","063",20.15669
"h7","019","069",43.59915
"h7","022","001",60.28323
"h7","022","003",60.97095
"h7","022","004",33.30401
"h7","022","005",25.91186
"h7","022","006",154.6715
"h7","022","007",106.11109
"h7","022","013",66.87162
"h7","022","017",133.58785
"h7","022","020",79.33967
"h7","022","026",144.7409
"h7","022","027",35.4595
"h7","022","029",101.22843
"h7","022","030",74.41993
"h7","022","038",70.15955
"h7","022","039",46.2444
"h7","022","042",37.26434
"h7","022","045",36.06718
"h7","022","046",45.01088
"h7","022","047",122.82377
"h7","022","049",62.04343
"h7","022","052",76.88136
"h7","022","054",68.35165
"h7","022","055",35.99849
"h7","022","057",30.37854
"h7","022","059",143.7556
"h7","022","061",53.73994
"h7","022","063",72.0984
"h7","022","066",50.34957
"h7","022","071",46.53307
"h7","022","077",110.5288
"h7","022","078",168.27678
"h7","023","005",17.60338
"h7","023","006",87.52024
"h7","023","007",52.69198
"h7","023","009",116.40096
"h7","023","014",86.60845
"h7","023","018",76.57162
"h7","023","021",33.22805
"h7","023","024",37.23552
"h7","023","029",43.50838
"h7","023","035",40.64422
"h7","023","037",42.49162
"h7","023","038",37.6699
"h7","023","039",38.70125
"h7","023","040",78.73667
"h7","023","041",51.4667
"h7","023","047",31.42116
"h7","023","055",81.7357
"h7","023","062",88.86561
"h7","025","005",27.10908
"h7","025","010",29.47153
"h7","025","013",43.50565
"h7","025","014",207.39255
"h7","025","015",51.02428
"h7","025","017",33.49252
"h7","025","023",35.26661
"h7","025","024",117.0657
"h7","025","026",130.4708
"h7","025","027",85.57366
"h7","025","029",26.16802
"h7","025","036",34.47135
"h7","025","039",34.34919
"h7","025","042",30.94051
"h7","025","047",46.69436
"h7","025","052",35.18823
"h7","025","054",42.30286
"h7","025","057",23.59926
"h7","025","063",62.59158
"h7","025","064",45.66374
"h7","027","003",149.1316
"h7","027","005",43.88736
"h7","027","007",52.69198
"h7","027","009",72.70946
"h7","027","011",47.11557
"h7","027","016",52.88116
"h7","027","019",69.48092
"h7","027","020",26.98352
"h7","027","021",105.41035
"h7","027","028",35.98301
"h7","027","030",30.3429
"h7","027","031",169.69424
"h7","027","032",45.33591
"h7","027","038",37.6699
"h7","027","041",37.75475
"h7","027","042",48.23023
"h7","027","043",28.60028
"h7","027","045",101.2867
"h7","027","047",53.63564
"h7","027","049",37.88057
"h7","027","051",24.41093
"h7","027","052",112.06959
"h7","027","054",93.89109
"h7","027","055",35.42684
"h7","027","056",85.89352
"h7","027","060",42.55514
"h7","027","062",75.17161
"h7","027","064",38.76664
"h7","027","066",50.34957
"h7","028","006",87.52024
"h7","028","010",38.29004
"h7","028","011",124.88986
"h7","028","013",52.47557
"h7","028","014",214.27821
"h7","028","015",15.4171
"h7","028","016",30.03563
"h7","028","018",76.57162
"h7","028","020",52.139
"h7","028","021",33.32457
"h7","028","026",102.5343
"h7","028","027",54.71351
"h7","028","031",223.11496
"h7","028","032",65.33975
"h7","028","034",13.48406
"h7","028","037",42.49162
"h7","028","038",37.6699
"h7","028","042",37.69999
"h7","028","043",39.73194
"h7","028","048",32.77678
"h7","028","049",37.88057
"h7","028","051",55.505
"h7","028","057",27.44571
"h7","028","063",20.18557
"h7","029","008",26.60034
"h7","029","014",78.29791
"h7","029","021",31.21749
"h7","029","022",106.916
"h7","029","024",39.0606
"h7","029","027",111.14337
"h7","029","031",35.79166
"h7","029","033",63.25325
"h7","029","035",36.39385
"h7","029","036",34.61035
"h7","029","041",45.27916
"h7","029","042",37.26434
"h7","029","045",36.06718
"h7","029","047",122.34357
"h7","029","048",92.08178
"h7","029","051",47.85664
"h7","029","052",35.18823
"h7","029","055",31.08747
"h7","029","057",58.32189
"h7","029","061",53.73994
"h7","030","020",56.89591
"h7","030","024",81.43203
"h7","030","026",126.37739
"h7","030","029",61.05826
"h7","030","031",51.01341
"h7","030","037",76.6311
"h7","030","040",118.57602
"h7","030","041",51.4667
"h7","030","046",57.7367
"h7","032","013",43.50565
"h7","032","014",79.9689
"h7","032","015",53.91106
"h7","032","019",67.2324
"h7","032","024",78.0051
"h7","032","031",141.32405
"h7","032","037",57.65409
"h7","032","040",90.9809
"h7","032","044",248.2501
"h7","032","051",18.8188
"h7","032","055",44.24316
"h7","032","057",30.37854
"h7","032","058",124.85826
"h7","032","060",109.89723
"h7","032","061",138.2043
"h7","032","062",183.90645
"h7","032","069",72.24725
"h7","032","070",178.3792
"h7","035","003",62.67414
"h7","035","004",27.77684
"h7","035","013",44.85351
"h7","035","014",135.9803
"h7","035","015",26.12605
"h7","035","018",98.81243
"h7","035","019",129.97107
"h7","035","020",61.81297
"h7","035","027",31.53803
"h7","035","031",51.01341
"h7","035","032",41.6954
"h7","035","033",89.92434
"h7","035","034",32.39762
"h7","035","037",55.79515
"h7","035","041",35.57662
"h7","035","045",45.2982
"h7","035","046",86.59167
"h7","035","047",53.63564
"h7","035","048",139.14172
"h7","035","049",26.2205
"h7","035","055",35.42684
"h7","035","062",177.73122
"h7","035","065",59.7954
"h7","035","069",24.49813
"h7","035","072",51.08986
"h7","035","077",64.95382
"h7","035","080",64.15805
"h7","037","019",69.48092
"h7","037","031",35.79166
"h7","037","034",15.58608
"h7","037","036",46.36721
"h7","037","038",37.6699
"h7","037","041",93.28884
"h7","037","042",114.42144
"h7","037","046",33.05557
"h7","037","051",24.41093
"h7","037","053",134.72936
"h7","037","054",93.58506
"h7","037","061",95.73267
"h7","040","023",25.44392
"h7","040","024",42.37143
"h7","040","026",102.5343
"h7","040","034",11.4842
"h7","040","037",80.04775
"h7","040","052",170.03153
"h7","040","053",48.96102
"h7","040","065",36.59084
"h7","040","070",65.01489
"h7","040","072",58.65519
"h7","054","010",50.39394
"h7","054","012",47.09582
"h7","054","021",31.21749
"h7","054","036",34.47135
"h7","054","037",40.67797
"h7","054","048",32.77678
"h7","054","052",53.60421
"h7","054","055",62.17494
"h7","054","058",71.3252
"h7","054","062",62.50695
"h7","054","063",30.61222
"h7","054","080",124.3531
"h7","059","013",52.47557
"h7","059","016",51.62549
"h7","059","031",35.79166
"h7","059","040",73.49347
"h7","059","049",35.86662
"h7","059","054",60.98482
"h7","059","055",66.51431
"h7","059","056",56.12277
"h7","059","058",65.9829
"h7","059","060",281.10445
"h7","060","003",87.02483
"h7","060","037",55.79515
"h7","060","044",18.83994
"h7","060","045",40.61834
"h7","060","053",49.00833
"h7","060","054",159.5222
"h7","060","058",73.50894
"h7","060","059",214.90882
"h7","060","061",180.43034
"h7","070","005",17.60338
"h7","070","019",29.87425
"h7","070","045",51.01715
"h7","070","061",53.73994
"h7","070","067",49.84695
"h7","070","068",67.21421
"h7","070","069",22.36895
"h7","070","071",65.66786
"h7","070","072",305.52478
"h7","070","074",99.56042
"h7","070","075",72.6525
"h7","070","076",44.19321
"h7","074","006",79.16171
"h7","074","033",90.65995
"h7","074","038",60.85685
"h7","074","066",48.17498
"h7","074","067",166.7496
"h7","074","068",147.9884
"h7","074","072",221.66799
"h7","074","073",71.20057
"h7","074","075",359.07412
"h7","075","023",31.74037
"h7","075","044",80.47339
"h7","075","067",111.0348
"h7","075","070",65.01489
"h7","075","071",212.35446
"h7","075","072",98.91266
"h7","075","074",533.38451
"h8","001","002",109.53645
"h8","001","003",186.94315
"h8","001","005",59.48467
"h8","001","007",150.10334
"h8","001","009",79.59189
"h8","001","010",50.39394
"h8","001","011",47.74214
"h8","001","017",80.8398
"h8","001","020",41.40053
"h8","001","021",54.51063
"h8","001","022",42.67212
"h8","001","023",35.26661
"h8","001","024",42.37143
"h8","001","027",31.53803
"h8","001","038",52.66445
"h8","001","039",83.27363
"h8","001","040",236.09612
"h8","001","043",57.46315
"h8","001","046",57.7367
"h8","001","050",17.81157
"h8","001","051",60.56514
"h8","001","052",35.18823
"h8","001","053",120.63942
"h8","001","054",46.73358
"h8","001","060",59.38991
"h8","001","078",76.61134
"h8","002","003",69.10185
"h8","002","004",27.77684
"h8","002","010",66.9685
"h8","002","012",61.21404
"h8","002","013",40.16138
"h8","002","018",65.95986
"h8","002","023",25.44392
"h8","002","025",32.18544
"h8","002","027",121.9852
"h8","002","028",35.98301
"h8","002","029",43.50838
"h8","002","030",70.18598
"h8","002","036",46.30044
"h8","002","039",38.70125
"h8","002","051",18.8188
"h8","002","053",48.96102
"h8","002","059",143.7556
"h8","003","004",112.83534
"h8","003","005",30.55931
"h8","003","006",63.01476
"h8","003","008",36.94248
"h8","003","009",39.15198
"h8","003","010",127.49339
"h8","003","011",117.50755
"h8","003","012",103.45443
"h8","003","013",238.46488
"h8","003","014",100.6669
"h8","003","015",38.31137
"h8","003","016",68.156
"h8","003","017",59.45268
"h8","003","019",32.23989
"h8","003","020",19.10282
"h8","003","022",66.6253
"h8","003","023",31.74037
"h8","003","025",38.051
"h8","003","026",102.5343
"h8","003","027",42.78683
"h8","003","028",168.83745
"h8","003","029",87.19504
"h8","003","030",20.42586
"h8","003","033",132.08217
"h8","003","034",74.24163
"h8","003","036",72.4874
"h8","003","038",60.85685
"h8","003","039",82.72099
"h8","003","041",51.4667
"h8","003","042",89.25685
"h8","003","043",59.09632
"h8","003","044",55.88586
"h8","003","045",48.06012
"h8","003","049",71.68955
"h8","003","050",59.17931
"h8","003","053",48.96102
"h8","003","054",46.73358
"h8","003","060",42.55514
"h8","003","065",59.7954
"h8","003","069",136.459
"h8","003","072",26.92785
"h8","003","074",99.56042
"h8","003","077",45.50758
"h8","004","002",59.02267
"h8","004","008",20.40738
"h8","004","011",101.11109
"h8","004","013",41.40562
"h8","004","014",223.49106
"h8","004","016",30.03563
"h8","004","019",30.6159
"h8","004","031",85.95604
"h8","004","035",65.75331
"h8","004","039",38.70125
"h8","004","040",59.28801
"h8","004","047",31.21032
"h8","004","048",74.28299
