"variable","CODE_SEC","RES_SEC","W_IND"
"h7","009","008",34.68477
"h7","009","015",26.14454
"h7","009","021",20.8422
"h7","009","025",104.5391
"h7","009","026",203.58015
"h7","009","029",43.50838
"h7","009","030",78.60021
"h7","009","033",208.63944
"h7","009","040",73.77431
"h7","009","042",23.47894
"h7","009","044",27.94293
"h7","009","054",71.13016
"h7","022","001",60.28323
"h7","022","002",47.87942
"h7","022","003",60.97095
"h7","022","004",33.30401
"h7","022","005",12.95593
"h7","022","006",154.6715
"h7","022","026",72.37045
"h7","022","030",19.85232
"h7","022","046",45.01088
"h7","022","052",76.88136
"h7","022","057",52.18073
"h7","025","004",43.3867
"h7","025","015",51.02428
"h7","025","023",35.26661
"h7","025","024",110.09619
"h7","025","027",42.78683
"h7","025","039",34.34919
"h7","025","047",46.69436
"h7","025","052",35.18823
"h7","025","057",45.40145
"h7","025","064",45.66374
"h8","001","002",50.51378
"h8","001","003",186.94315
"h8","001","005",46.81461
"h8","001","007",47.12774
"h8","001","017",47.71466
"h8","001","021",24.43651
"h8","001","025",53.90245
"h8","001","032",95.93293
"h8","001","039",41.16813
"h8","001","045",42.16247
"h8","001","046",57.7367
"h8","001","054",46.73358
"h8","001","061",76.46108
"h8","003","004",36.14856
"h8","003","005",34.61902
"h8","003","008",15.09608
"h8","003","009",92.50859
"h8","003","011",54.06002
"h8","003","013",70.71862
"h8","003","016",21.14288
"h8","003","025",26.04719
"h8","003","028",117.3955
"h8","003","035",110.1579
"h8","003","043",59.09632
"h8","003","046",52.09525
"h8","003","053",48.96102
"h8","003","054",46.73358
"h8","009","001",71.97633
"h8","009","003",52.58155
"h8","009","006",162.27572
"h8","009","007",30.26244
"h8","009","008",34.68477
"h8","009","015",26.14454
"h8","009","016",75.12311
"h8","009","021",20.8422
"h8","009","025",160.05303
"h8","009","026",136.20804
"h8","009","028",53.56276
"h8","009","029",43.50838
"h8","009","030",169.27171
"h8","009","033",118.7151
"h8","009","039",87.90561
"h8","009","040",73.77431
"h8","009","042",28.60831
"h8","009","044",27.94293
"h8","009","046",57.7367
"h8","009","049",35.86662
"h8","009","051",98.18424
"h8","009","052",34.2395
"h8","009","054",139.48181
"h8","009","063",30.61222
"h8","017","005",52.2224
"h8","017","006",201.17522
"h8","017","015",41.4239
"h8","017","016",27.15165
"h8","017","026",65.93698
"h8","017","033",63.25325
"h8","017","042",23.47894
"h8","017","047",53.63564
"h8","017","049",25.00939
"h8","017","057",78.09495
"h8","019","005",24.01974
"h8","019","012",73.96031
"h8","019","015",26.14454
"h8","019","016",52.88116
"h8","019","023",35.26661
"h8","019","026",53.32697
"h8","019","029",95.37909
"h8","019","034",40.67894
"h8","019","039",79.86938
"h8","019","042",30.94051
"h8","019","048",32.77678
"h8","019","049",35.86662
"h8","019","050",41.54461
"h8","019","055",50.64823
"h8","019","061",96.46856
"h8","019","062",126.5419
"h8","019","080",63.69139
"h8","022","001",60.28323
"h8","022","002",47.87942
"h8","022","003",259.6708
"h8","022","004",33.30401
"h8","022","005",25.91186
"h8","022","006",217.68626
"h8","022","025",136.08173
"h8","022","026",72.37045
"h8","022","029",38.556
"h8","022","039",135.63377
"h8","022","040",95.58945
"h8","022","041",89.54946
"h8","022","043",59.09632
"h8","022","046",45.01088
"h8","022","052",76.88136
"h8","022","053",49.00833
"h8","022","057",52.18073
