"variable","CODE_SEC","RES_SEC","W_IND"
"h7","003","010",23.81396
"h7","003","012",47.09582
"h7","003","013",43.50565
"h7","003","014",140.51362
"h7","003","015",38.31137
"h7","003","022",66.6253
"h7","003","024",90.71771
"h7","003","026",46.50221
"h7","003","027",45.3437
"h7","003","034",31.47787
"h7","003","035",194.10795
"h7","003","038",60.85685
"h7","003","041",51.4667
"h7","003","042",20.61635
"h7","003","044",27.94293
"h7","003","049",35.82293
"h7","003","050",59.17931
"h7","003","058",53.53306
"h7","003","074",99.56042
"h7","006","002",19.63369
"h7","006","011",34.93357
"h7","006","025",53.90245
"h7","006","037",117.5361
"h7","006","038",66.70137
"h7","006","039",30.8699
"h7","006","042",24.75129
"h7","006","046",35.78451
"h7","006","055",90.77615
"h7","006","060",53.49477
"h7","006","065",56.92761
"h7","006","066",50.34957
"h7","009","006",70.59719
"h7","009","008",50.21884
"h7","009","010",53.11253
"h7","009","013",40.16138
"h7","009","014",139.53251
"h7","009","017",112.26386
"h7","009","024",43.13703
"h7","009","025",86.7782
"h7","009","026",35.16219
"h7","009","027",31.53803
"h7","009","028",47.64195
"h7","009","029",38.556
"h7","009","030",28.54069
"h7","009","031",43.92417
"h7","009","033",142.61
"h7","009","034",23.57009
"h7","009","035",65.75331
"h7","009","037",54.48146
"h7","009","038",40.28394
"h7","009","042",48.96968
"h7","009","044",53.0462
"h7","009","048",40.40793
"h7","009","049",35.82293
"h7","009","053",85.80387
"h7","009","063",27.11861
"h7","009","064",31.59028
"h7","009","078",103.4789
"h7","009","080",63.69139
"h7","011","010",31.18977
"h7","011","013",43.50565
"h7","011","014",121.09946
"h7","011","016",30.03563
"h7","011","028",128.22372
"h7","011","029",64.55819
"h7","011","038",60.85685
"h7","011","044",53.0462
"h7","011","054",46.73358
"h7","013","017",33.49252
"h7","013","023",62.49073
"h7","013","029",40.17017
"h7","013","037",57.65409
"h7","013","043",132.64831
"h7","013","045",102.03133
"h7","013","046",25.77596
"h7","013","050",41.54461
"h7","013","051",24.41093
"h7","013","055",34.98414
"h7","017","005",17.60338
"h7","017","014",69.08804
"h7","017","015",31.10296
"h7","017","016",20.64084
"h7","017","018",60.66872
"h7","017","034",32.39762
"h7","017","041",23.15952
"h7","017","048",21.85929
"h7","017","049",36.1309
"h7","017","051",18.8188
"h7","017","055",55.34931
"h7","017","060",42.29204
"h7","017","072",40.25747
"h7","019","002",37.38403
"h7","019","014",77.80946
"h7","019","015",23.47329
"h7","019","016",57.1343
"h7","019","020",146.19114
"h7","019","026",92.08848
"h7","019","033",188.269
"h7","019","038",48.15804
"h7","019","048",21.85929
"h7","019","049",35.82293
"h7","019","069",43.59915
"h7","022","006",73.91516
"h7","022","007",97.14378
"h7","022","023",46.09082
"h7","022","027",35.4595
"h7","022","028",72.92888
"h7","022","029",61.05826
"h7","022","038",37.56068
