"district","hour","resarea1","resarea2","resarea3"
"001","6am",0,0,0
"002","6am",0,0,0
"003","6am",0,0,0
"004","6am",0,0,0
"005","6am",0,0,0
"006","6am",0,0,0
"007","6am",0,0,0
"008","6am",0,0,0
"009","6am",0,0,0
"010","6am",0,0,0
"011","6am",0,0,0
"012","6am",0,0,0
"013","6am",0,0,0
"014","6am",0,0,0
"015","6am",0,0,0
"016","6am",0,0,0
"017","6am",0,0,0
"018","6am",0,0,0
"019","6am",0,0,0
"020","6am",0,0,0
"021","6am",0,0,0
"022","6am",0,0,842.2785
"023","6am",0,0,0
"024","6am",0,0,0
"025","6am",0,0,0
"026","6am",0,0,0
"027","6am",0,0,0
"028","6am",0,0,0
"029","6am",0,0,0
"030","6am",0,0,0
"031","6am",0,0,0
"032","6am",0,0,0
"033","6am",0,0,0
"034","6am",0,0,0
"035","6am",0,0,0
"036","6am",0,0,0
"037","6am",0,0,0
"038","6am",0,0,0
"039","6am",0,0,0
"040","6am",0,0,0
"041","6am",0,0,0
"042","6am",0,0,0
"043","6am",0,0,0
"044","6am",0,0,0
"045","6am",0,0,0
"046","6am",0,0,0
"047","6am",0,0,0
"048","6am",0,0,0
"049","6am",0,0,0
"050","6am",0,0,0
"051","6am",0,0,0
"052","6am",0,0,0
"053","6am",0,0,0
"054","6am",0,0,0
"055","6am",0,0,0
"056","6am",0,0,0
"057","6am",0,0,0
"058","6am",0,0,0
"059","6am",0,0,0
"060","6am",0,0,0
"061","6am",0,0,0
"062","6am",0,0,0
"063","6am",0,0,0
"064","6am",0,0,0
"065","6am",0,0,0
"066","6am",0,0,0
"067","6am",0,0,0
"068","6am",0,0,0
"069","6am",0,0,0
"070","6am",0,0,0
"071","6am",0,0,0
"072","6am",0,0,0
"073","6am",0,0,0
"074","6am",0,0,0
"075","6am",0,0,0
"076","6am",0,0,0
"077","6am",0,0,0
"078","6am",0,0,0
"079","6am",0,0,0
"080","6am",0,0,0
"001","7am",0,0,1198.1619
"002","7am",0,0,0
"003","7am",0,995.0245,1499.2289
"004","7am",0,0,0
"005","7am",0,0,656.013
"006","7am",0,0,1629.2522
"007","7am",0,0,0
"008","7am",0,0,0
"009","7am",1214.3193,1330.965,2246.8157
"010","7am",0,0,0
"011","7am",0,0,948.1556
"012","7am",0,0,0
"013","7am",0,874.5907,793.178
"014","7am",0,0,0
"015","7am",0,0,0
"016","7am",0,0,0
"017","7am",0,665.3192,1512.8679
"018","7am",0,0,0
"019","7am",601.6652,828.9989,1056.5161
"020","7am",0,0,0
"021","7am",0,0,0
"022","7am",907.56,1114.2061,1757.6278
"023","7am",0,698.7505,1401.6951
"024","7am",0,0,0
"025","7am",918.2006,728.0286,4623.5178
"026","7am",0,0,584.4105
"027","7am",808.6935,703.7325,1007.796
"028","7am",0,581.7197,1466.0052
"029","7am",0,616.6439,685.5924
"030","7am",0,0,0
"031","7am",0,0,0
"032","7am",1104.9056,822.6163,0
"033","7am",0,0,0
"034","7am",0,0,0
"035","7am",751.0882,707.8286,1008.1251
"036","7am",0,0,0
"037","7am",0,432.0621,0
"038","7am",0,0,0
"039","7am",0,0,0
"040","7am",0,0,0
"041","7am",0,0,0
"042","7am",0,0,0
"043","7am",0,0,0
"044","7am",0,0,0
"045","7am",0,0,0
"046","7am",0,0,0
"047","7am",0,0,0
"048","7am",0,0,0
"049","7am",0,0,0
"050","7am",0,0,0
"051","7am",0,0,0
"052","7am",0,0,0
"053","7am",0,0,0
"054","7am",0,0,0
"055","7am",0,0,0
"056","7am",0,0,0
"057","7am",0,0,0
"058","7am",0,0,0
"059","7am",0,0,0
"060","7am",1051.3087,887.9789,0
"061","7am",0,0,0
"062","7am",0,0,0
"063","7am",0,0,0
"064","7am",0,0,0
"065","7am",0,0,0
"066","7am",0,0,0
"067","7am",0,0,0
"068","7am",0,0,0
"069","7am",0,0,0
"070","7am",0,1114.9555,0
"071","7am",0,0,0
"072","7am",0,0,0
"073","7am",0,1256.5261,0
"074","7am",0,983.9557,0
"075","7am",0,1544.0459,0
"076","7am",0,0,0
"077","7am",0,0,0
"078","7am",1095.3782,0,0
"079","7am",0,0,0
"080","7am",0,0,0
"001","8am",0,986.7136,2622.3805
"002","8am",0,0,1073.4144
"003","8am",704.6456,1715.0416,3494.7913
"004","8am",0,0,732.0239
"005","8am",0,589.2238,1085.5259
"006","8am",0,886.9289,2496.8424
"007","8am",0,0,708.0104
"008","8am",0,0,0
"009","8am",2037.3832,2803.6805,3956.3224
"010","8am",0,0,744.1458
"011","8am",851.7692,810.706,1966.8255
"012","8am",0,0,0
"013","8am",686.0698,1323.4518,1712.6499
"014","8am",0,0,1209.2621
"015","8am",0,0,0
"016","8am",0,0,0
"017","8am",792.7772,951.0073,2758.7945
"018","8am",758.987,795.1742,1039.0105
"019","8am",1533.2704,1669.1312,3059.2503
"020","8am",0,0,971.8264
"021","8am",0,0,0
"022","8am",2133.6998,1881.631,3412.3327
"023","8am",1165.7201,1834.771,2781.7014
"024","8am",0,0,825.3808
"025","8am",1297.6325,1594.7388,8644.0788
"026","8am",0,0,897.9714
"027","8am",1845.7445,3000.7417,3375.7026
"028","8am",1177.9439,1783.1678,3083.0664
"029","8am",0,1250.7371,1519.7726
"030","8am",0,914.6726,0
"031","8am",0,0,0
"032","8am",1538.1873,1691.2485,1443.4245
"033","8am",701.2176,1303.4051,1135.3706
"034","8am",0,0,0
"035","8am",1040.983,1016.7792,1691.044
"036","8am",0,575.4929,0
"037","8am",604.1114,560.2972,0
"038","8am",0,0,0
"039","8am",0,0,0
"040","8am",1308.7552,1169.0248,1232.0746
"041","8am",0,0,713.3178
"042","8am",0,0,0
"043","8am",0,1045.5322,1119.7087
"044","8am",0,0,0
"045","8am",0,0,0
"046","8am",0,0,0
"047","8am",0,0,0
"048","8am",0,0,0
"049","8am",0,0,0
"050","8am",0,0,0
"051","8am",0,0,0
"052","8am",0,0,0
"053","8am",0,0,0
"054","8am",0,596.4717,0
"055","8am",0,0,0
"056","8am",0,0,0
"057","8am",0,0,0
"058","8am",0,0,0
"059","8am",0,986.4558,0
"060","8am",1345.9069,1324.7762,0
"061","8am",0,0,0
"062","8am",0,0,0
"063","8am",0,0,0
"064","8am",0,0,0
"065","8am",1169.7184,0,0
"066","8am",0,0,0
"067","8am",0,0,0
"068","8am",0,0,0
"069","8am",0,0,0
"070","8am",813.4834,1415.9286,0
"071","8am",0,985.4713,0
"072","8am",0,1435.0123,0
"073","8am",0,2263.6555,0
"074","8am",0,1794.6663,0
"075","8am",1254.7065,2674.3461,0
"076","8am",0,0,0
"077","8am",0,0,0
"078","8am",2443.0024,0,0
"079","8am",873.0672,0,0
"080","8am",0,0,0
"001","9am",0,1767.3585,4224.6385
"002","9am",0,991.2084,2201.0687
"003","9am",934.1524,1734.6068,4989.9277
"004","9am",0,0,592.5254
"005","9am",0,651.5678,1659.3524
"006","9am",766.1077,1162.079,2945.4761
"007","9am",0,0,863.9439
"008","9am",0,0,0
"009","9am",2140.9505,3103.9674,5027.6132
"010","9am",0,758.9553,1188.1821
"011","9am",929.1567,872.8136,2674.0794
"012","9am",0,0,0
"013","9am",797.1385,1554.9235,1887.0645
"014","9am",0,0,1291.5007
"015","9am",0,0,0
"016","9am",0,682.2922,0
"017","9am",1115.0079,1413.9611,3356.204
"018","9am",1044.778,795.1742,1245.1139
"019","9am",1759.8392,1772.2238,3508.9403
"020","9am",0,0,857.6137
"021","9am",0,0,0
"022","9am",2289.5778,2685.6096,4198.769
"023","9am",1228.7199,2421.8628,3596.2351
"024","9am",0,0,1312.9538
"025","9am",1690.1153,2363.0716,11223.3054
"026","9am",0,0,1429.7735
"027","9am",2576.0136,3424.702,4049.2745
"028","9am",1850.4672,2653.0724,4521.0631
"029","9am",0,1397.5121,1840.2087
"030","9am",872.0291,839.0152,0
"031","9am",0,0,0
"032","9am",2781.3162,2378.987,1714.8786
"033","9am",1386.3332,1735.2541,1465.4958
"034","9am",0,0,0
"035","9am",1193.0526,1223.2026,1968.9298
"036","9am",0,632.1083,0
"037","9am",753.8543,821.9487,0
"038","9am",0,0,689.8342
"039","9am",0,0,0
"040","9am",1669.9979,1361.0556,1333.721
"041","9am",788.6923,0,801.7089
"042","9am",0,0,0
"043","9am",991.7108,1249.9246,1160.6818
"044","9am",0,0,0
"045","9am",0,0,0
"046","9am",0,0,0
"047","9am",1149.9098,627.3965,864.6323
"048","9am",0,0,0
"049","9am",0,0,0
"050","9am",0,0,0
"051","9am",0,0,0
"052","9am",0,0,0
"053","9am",0,0,0
"054","9am",658.8215,664.8791,0
"055","9am",0,0,0
"056","9am",0,0,0
"057","9am",0,0,0
"058","9am",0,0,0
"059","9am",747.3209,1969.0038,0
"060","9am",1519.6711,1667.4013,0
"061","9am",0,0,0
"062","9am",0,0,0
"063","9am",0,0,0
"064","9am",0,0,0
"065","9am",1382.4468,0,0
"066","9am",0,0,0
"067","9am",0,0,0
"068","9am",0,0,0
"069","9am",0,0,0
"070","9am",1065.2656,1819.6207,0
"071","9am",0,1146.8104,0
"072","9am",0,2045.7797,0
"073","9am",0,2951.5527,0
"074","9am",0,1701.8546,0
"075","9am",1355.951,3833.3258,0
"076","9am",0,0,0
"077","9am",0,0,0
"078","9am",3182.3506,0,0
"079","9am",1126.3807,0,0
"080","9am",0,0,0
"001","10am",636.3809,1793.1103,4687.4204
"002","10am",975.6739,1258.1569,2919.2123
"003","10am",996.8465,1731.4801,5241.8241
"004","10am",0,0,0
"005","10am",0,651.5678,1701.9894
"006","10am",813.5019,1314.851,3403.0028
"007","10am",0,0,938.5713
"008","10am",0,0,0
"009","10am",2479.1089,3337.3111,5673.8278
"010","10am",0,728.7619,915.9086
"011","10am",1072.4846,941.7848,2595.7756
"012","10am",0,0,674.1182
"013","10am",889.5038,1633.678,1876.4477
"014","10am",0,0,1295.784
"015","10am",0,0,0
"016","10am",0,0,0
"017","10am",1150.6666,1472.5986,3801.9642
"018","10am",840.0985,721.7275,1232.9521
"019","10am",1708.3208,1760.4116,3715.7583
"020","10am",0,0,1012.1098
"021","10am",0,0,0
"022","10am",2368.2739,2888.2107,4454.8916
"023","10am",1332.5741,2458.5861,3858.8743
"024","10am",0,0,924.856
"025","10am",1829.582,2573.9516,12838.2707
"026","10am",0,0,1601.8416
"027","10am",2614.7803,3460.3805,4217.9351
"028","10am",1884.65,3165.6501,4724.9155
"029","10am",0,1436.5235,1754.1876
"030","10am",907.2427,1114.2805,0
"031","10am",0,0,0
"032","10am",2866.8222,2317.1331,1884.7361
"033","10am",1828.5717,1804.8392,1774.883
"034","10am",748.8159,0,0
"035","10am",1164.9929,1161.0429,2112.5811
"036","10am",0,739.6906,0
"037","10am",816.8577,795.2475,0
"038","10am",0,0,0
"039","10am",0,0,0
"040","10am",1799.1793,1536.5462,1543.5782
"041","10am",796.0046,547.8449,802.7598
"042","10am",0,682.0393,0
"043","10am",880.8041,1527.2882,1484.9068
"044","10am",0,0,0
"045","10am",0,0,0
"046","10am",0,0,0
"047","10am",1169.4701,642.8381,904.4121
"048","10am",0,0,0
"049","10am",0,0,0
"050","10am",0,0,0
"051","10am",0,0,0
"052","10am",0,0,0
"053","10am",0,0,0
"054","10am",596.3537,583.4699,0
"055","10am",0,0,0
"056","10am",0,0,0
"057","10am",0,0,0
"058","10am",0,0,0
"059","10am",638.1083,1628.9307,0
"060","10am",1856.3716,1540.322,0
"061","10am",0,0,0
"062","10am",0,0,0
"063","10am",0,0,0
"064","10am",0,0,0
"065","10am",1176.5236,0,0
"066","10am",0,0,0
"067","10am",0,0,0
"068","10am",0,0,0
"069","10am",0,0,0
"070","10am",999.6468,2190.3077,0
"071","10am",0,1040.811,0
"072","10am",0,1589.7915,0
"073","10am",0,3336.1922,0
"074","10am",0,1672.0895,0
"075","10am",1355.951,4022.8403,0
"076","10am",0,0,0
"077","10am",0,0,0
"078","10am",3727.2506,0,0
"079","10am",1176.7529,0,0
"080","10am",0,0,0
"001","11am",902.5699,1633.1185,4823.8754
"002","11am",889.9354,1431.0406,3377.0735
"003","11am",678.2035,1885.4741,3857.5519
"004","11am",0,0,0
"005","11am",0,781.9102,1985.7652
"006","11am",989.3507,1187.2683,3522.6502
"007","11am",0,0,1184.8645
"008","11am",0,0,0
"009","11am",2306.3312,3629.429,5125.0818
"010","11am",0,819.4796,985.8698
"011","11am",762.6417,894.772,2033.4898
"012","11am",0,0,680.5006
"013","11am",641.1584,1455.5015,1721.0171
"014","11am",0,0,1470.7142
"015","11am",0,0,0
"016","11am",0,661.0096,0
"017","11am",982.3659,1411.6072,3469.2714
"018","11am",867.6867,770.7178,1137.5677
"019","11am",1761.1337,1698.5513,3298.468
"020","11am",0,0,1085.3068
"021","11am",0,0,0
"022","11am",2538.4757,2750.273,4463.4798
"023","11am",1267.9815,2383.0573,3821.5105
"024","11am",0,0,930.9125
"025","11am",1662.6299,2380.7721,11547.9379
"026","11am",0,0,1569.5003
"027","11am",2440.4789,3122.414,4178.1995
"028","11am",1702.2842,2762.4403,4173.8664
"029","11am",0,1306.628,1734.9355
"030","11am",838.5827,848.5462,0
"031","11am",557.7933,0,0
"032","11am",1931.0209,1996.3811,1734.3292
"033","11am",1794.9647,1646.8787,1766.9623
"034","11am",0,0,0
"035","11am",1301.5572,1195.5592,2282.3379
"036","11am",0,0,0
"037","11am",639.0702,855.7878,0
"038","11am",0,0,0
"039","11am",0,0,0
"040","11am",1671.3453,1436.0951,1494.7542
"041","11am",762.7716,0,802.7598
"042","11am",0,410.6192,0
"043","11am",0,1308.6364,1404.0557
"044","11am",0,0,0
"045","11am",0,0,0
"046","11am",0,0,0
"047","11am",1294.3664,612.8061,847.2594
"048","11am",0,0,0
"049","11am",0,0,0
"050","11am",0,0,0
"051","11am",0,0,0
"052","11am",0,0,0
"053","11am",0,0,0
"054","11am",0,574.9508,0
"055","11am",0,0,0
"056","11am",0,0,0
"057","11am",0,0,0
"058","11am",0,0,0
"059","11am",0,1098.155,0
"060","11am",1411.837,1462.3019,0
"061","11am",0,0,0
"062","11am",0,0,0
"063","11am",0,0,0
"064","11am",0,0,0
"065","11am",0,0,0
"066","11am",0,0,0
"067","11am",0,0,0
"068","11am",0,0,0
"069","11am",0,0,0
"070","11am",0,2056.8663,0
"071","11am",0,935.0701,0
"072","11am",0,1473.335,0
"073","11am",0,2593.6744,0
"074","11am",0,1995.7968,0
"075","11am",1227.244,3582.1633,0
"076","11am",0,0,0
"077","11am",0,0,0
"078","11am",3043.434,0,0
"079","11am",982.6118,0,0
"080","11am",0,0,0
"001","12am",0,1535.0725,4238.2437
"002","12am",857.7949,1918.1006,4137.0169
"003","12am",800.5954,1623.0008,3258.746
"004","12am",0,0,0
"005","12am",0,0,1173.4754
"006","12am",841.9977,809.6823,3114.1445
"007","12am",0,0,1084.8249
"008","12am",0,0,0
"009","12am",2409.5465,3615.4187,4473.5025
"010","12am",0,0,597.7805
"011","12am",864.0938,611.2161,1443.8343
"012","12am",0,0,0
"013","12am",0,1406.9638,1392.2142
"014","12am",0,0,958.8333
"015","12am",0,0,0
"016","12am",0,0,0
"017","12am",543.2063,1344.8978,2750.499
"018","12am",687.1309,0,1034.1118
"019","12am",1547.0949,1244.6298,2382.0795
"020","12am",0,0,552.4196
"021","12am",0,0,0
"022","12am",2387.625,2327.1579,4031.09
"023","12am",1170.545,1988.4775,3345.1629
"024","12am",0,0,749.2254
"025","12am",1473.8159,2137.222,9919.9346
"026","12am",0,0,941.1305
"027","12am",1973.8619,2795.9909,3611.1635
"028","12am",1399.5049,2533.4186,3972.626
"029","12am",0,998.3337,1266.0252
"030","12am",0,686.8074,0
"031","12am",0,0,0
"032","12am",1035.7511,1555.2984,1462.9238
"033","12am",1958.2369,1720.5952,1543.8571
"034","12am",0,0,0
"035","12am",914.3357,762.1617,1597.5316
"036","12am",760.4257,0,0
"037","12am",0,0,0
"038","12am",0,0,0
"039","12am",0,0,0
"040","12am",1334.4605,902.3939,1324.0079
"041","12am",749.6688,0,761.1848
"042","12am",0,0,0
"043","12am",699.3435,1213.0128,1383.0899
"044","12am",0,0,0
"045","12am",0,0,0
"046","12am",0,0,0
"047","12am",0,0,756.6597
"048","12am",0,0,0
"049","12am",0,0,0
"050","12am",0,0,0
"051","12am",0,0,0
"052","12am",0,0,0
"053","12am",0,0,0
"054","12am",0,0,590.9164
"055","12am",0,0,0
"056","12am",0,0,0
"057","12am",0,0,0
"058","12am",0,0,0
"059","12am",0,0,0
"060","12am",1140.9013,1172.7444,0
"061","12am",0,0,0
"062","12am",0,0,0
"063","12am",0,0,0
"064","12am",0,0,0
"065","12am",0,0,0
"066","12am",0,0,0
"067","12am",0,0,0
"068","12am",0,0,0
"069","12am",0,0,0
"070","12am",0,1382.5142,0
"071","12am",0,0,0
"072","12am",0,1144.7237,0
"073","12am",0,1629.1511,0
"074","12am",0,1643.777,0
"075","12am",0,1613.9948,0
"076","12am",0,0,0
"077","12am",0,0,0
"078","12am",2185.0931,0,0
"079","12am",1088.0247,0,0
"080","12am",0,0,0
"001","1pm",678.9252,1272.1117,4119.4453
"002","1pm",0,1983.2556,3950.337
"003","1pm",803.6016,2279.2674,3527.904
"004","1pm",0,0,702.2033
"005","1pm",0,561.1983,1450.3723
"006","1pm",944.1788,768.6682,2748.1073
"007","1pm",0,0,912.9426
"008","1pm",0,0,0
"009","1pm",2354.1003,3508.0706,5123.421
"010","1pm",0,0,749.9639
"011","1pm",781.411,983.1296,1953.9675
"012","1pm",0,0,0
"013","1pm",632.5353,1600.2764,1653.7715
"014","1pm",0,0,1104.446
"015","1pm",0,0,0
"016","1pm",0,638.4022,0
"017","1pm",738.3243,1280.5332,2816.5131
"018","1pm",720.3475,894.7866,1192.8982
"019","1pm",1593.644,1317.4535,2927.26
"020","1pm",0,0,956.6569
"021","1pm",0,0,0
"022","1pm",2388.7032,2882.2618,4068.5126
"023","1pm",1034.8177,2114.5687,4004.3341
"024","1pm",0,0,786.0656
"025","1pm",1756.4655,2389.5106,10394.4201
"026","1pm",0,0,1461.1183
"027","1pm",2498.7135,3101.2872,4025.3423
"028","1pm",2307.7958,2567.1495,4484.2547
"029","1pm",0,1509.0162,1504.2724
"030","1pm",886.7477,874.2418,0
"031","1pm",0,0,0
"032","1pm",1416.3209,1947.5661,1411.6583
"033","1pm",1776.9749,1595.0674,1688.3599
"034","1pm",0,0,0
"035","1pm",1258.4051,1074.9996,1813.1564
"036","1pm",0,619.7083,0
"037","1pm",706.4086,758.4521,0
"038","1pm",0,0,0
"039","1pm",0,0,0
"040","1pm",1395.1643,892.9415,998.4225
"041","1pm",0,0,698.6484
"042","1pm",0,0,0
"043","1pm",1310.9889,1469.6107,1243.694
"044","1pm",612.8521,0,650.0563
"045","1pm",0,0,0
"046","1pm",0,0,0
"047","1pm",0,0,655.7676
"048","1pm",0,0,0
"049","1pm",0,0,0
"050","1pm",0,0,0
"051","1pm",0,0,0
"052","1pm",0,0,0
"053","1pm",0,0,0
"054","1pm",588.121,0,590.9164
"055","1pm",0,0,0
"056","1pm",0,0,0
"057","1pm",0,0,0
"058","1pm",0,0,0
"059","1pm",0,926.1345,0
"060","1pm",1203.7669,1317.0856,0
"061","1pm",0,0,0
"062","1pm",0,0,0
"063","1pm",0,0,0
"064","1pm",0,0,0
"065","1pm",882.9463,0,0
"066","1pm",0,0,0
"067","1pm",0,0,0
"068","1pm",0,0,0
"069","1pm",0,0,0
"070","1pm",1141.9258,1235.0143,0
"071","1pm",0,927.7471,0
"072","1pm",0,1244.0129,0
"073","1pm",0,1914.4249,0
"074","1pm",0,1677.8959,0
"075","1pm",1209.2416,2542.1307,0
"076","1pm",0,0,0
"077","1pm",0,0,0
"078","1pm",2816.3951,0,0
"079","1pm",1130.3222,0,0
"080","1pm",0,0,0
"001","2pm",694.2327,1088.364,4333.0722
"002","2pm",836.1625,1941.1738,3974.6915
"003","2pm",942.4613,2129.0788,3334.5319
"004","2pm",0,0,691.1719
"005","2pm",0,657.7405,1617.5775
"006","2pm",954.1803,1030.4348,2862.9253
"007","2pm",0,0,1314.6267
"008","2pm",0,0,0
"009","2pm",2462.0031,3375.4706,6202.4578
"010","2pm",0,0,888.1349
"011","2pm",865.1202,923.7397,2451.6893
"012","2pm",0,0,0
"013","2pm",749.0708,1636.2728,2000.3893
"014","2pm",0,0,1836.3574
"015","2pm",0,0,0
"016","2pm",0,0,0
"017","2pm",893.0661,1138.9623,3149.9892
"018","2pm",848.7974,874.4125,1090.5912
"019","2pm",1575.9287,1478.4618,3165.753
"020","2pm",0,0,1330.1232
"021","2pm",0,0,0
"022","2pm",2165.5933,2662.3471,3950.3144
"023","2pm",944.8798,2440.1905,4124.0985
"024","2pm",0,0,1177.2121
"025","2pm",1625.3917,2433.7547,12034.1617
"026","2pm",0,0,1431.1807
"027","2pm",2592.6467,3108.6907,3867.6276
"028","2pm",2532.3028,3379.6393,5196.9957
"029","2pm",0,1648.7741,1617.9295
"030","2pm",828.7857,974.3592,815.0435
"031","2pm",0,0,0
"032","2pm",1719.12,2152.1045,1690.0967
"033","2pm",1559.8997,1694.1238,2194.4085
"034","2pm",0,681.1059,0
"035","2pm",1762.4568,1271.6825,2027.1372
"036","2pm",0,698.193,0
"037","2pm",749.7937,974.5712,0
"038","2pm",0,0,0
"039","2pm",0,0,0
"040","2pm",1310.6178,703.3986,1083.6114
"041","2pm",677.6034,724.7094,853.5163
"042","2pm",0,457.503,0
"043","2pm",1327.4193,1708.079,1757.9589
"044","2pm",0,643.7575,0
"045","2pm",0,0,0
"046","2pm",0,0,0
"047","2pm",0,0,989.6298
"048","2pm",0,0,0
"049","2pm",0,0,0
"050","2pm",0,0,0
"051","2pm",0,0,0
"052","2pm",0,0,0
"053","2pm",0,0,0
"054","2pm",0,0,689.7812
"055","2pm",0,0,0
"056","2pm",0,0,0
"057","2pm",0,0,0
"058","2pm",0,0,0
"059","2pm",0,1139.8459,0
"060","2pm",1219.8564,1311.9321,0
"061","2pm",0,0,0
"062","2pm",0,0,0
"063","2pm",0,0,0
"064","2pm",0,0,0
"065","2pm",936.1498,0,0
"066","2pm",0,0,0
"067","2pm",0,0,0
"068","2pm",0,0,0
"069","2pm",0,0,0
"070","2pm",1153.5099,1696.177,0
"071","2pm",0,1010.9225,0
"072","2pm",0,1249.6834,0
"073","2pm",0,2900.067,0
"074","2pm",0,1666.3819,0
"075","2pm",1211.8671,3485.8938,0
"076","2pm",0,0,0
"077","2pm",0,0,0
"078","2pm",3209.6208,0,0
"079","2pm",1218.2893,0,0
"080","2pm",0,0,0
"001","3pm",0,942.0377,4253.7589
"002","3pm",630.8814,2328.2179,4988.7422
"003","3pm",716.5795,1948.0871,3571.6752
"004","3pm",0,0,0
"005","3pm",0,0,2041.5335
"006","3pm",975.5548,896.0334,2689.4545
"007","3pm",0,0,1225.8515
"008","3pm",0,0,0
"009","3pm",2267.3593,3472.403,6579.7267
"010","3pm",0,0,1080.1944
"011","3pm",751.7528,1009.2396,2589.1163
"012","3pm",0,528.4103,650.313
"013","3pm",708.8394,1842.4159,1816.936
"014","3pm",0,0,1370.2201
"015","3pm",0,0,0
"016","3pm",0,0,0
"017","3pm",810.4865,1176.6322,3011.4394
"018","3pm",901.2071,856.3683,1254.1055
"019","3pm",1388.9565,1223.9529,2747.2862
"020","3pm",0,0,1386.722
"021","3pm",0,0,0
"022","3pm",1997.4011,2941.6753,3580.5178
"023","3pm",957.6781,2503.0301,4130.8264
"024","3pm",0,0,1216.3052
"025","3pm",1434.2115,2387.7214,11819.3841
"026","3pm",0,0,1393.7203
"027","3pm",2634.7075,3201.0425,3761.1629
"028","3pm",2109.5412,3963.2872,5782.0186
"029","3pm",0,1527.3579,1938.0788
"030","3pm",826.7333,825.4629,0
"031","3pm",0,0,0
"032","3pm",1708.5182,2725.9675,1757.086
"033","3pm",1675.2268,1821.3979,2297.0357
"034","3pm",745.3507,0,0
"035","3pm",1156.0812,1347.5855,2270.8378
