"district","hour","cs1","cs2","cs3","cs4","cs5"
"078","4am",0,0,0,0,0
"079","4am",0,0,0,0,0
"080","4am",0,0,0,0,0
"001","5am",0,0,0,0,0
"002","5am",0,0,0,0,0
"003","5am",0,0,0,0,0
"004","5am",0,0,0,0,0
"005","5am",0,0,0,0,0
"006","5am",0,0,0,0,0
"007","5am",0,0,0,0,0
"008","5am",0,0,0,0,0
"009","5am",0,0,0,0,0
"010","5am",0,0,0,0,0
"011","5am",0,0,0,0,0
"012","5am",0,0,0,0,0
"013","5am",0,0,0,0,0
"014","5am",0,0,0,0,0
"015","5am",0,0,0,0,0
"016","5am",0,0,0,0,0
"017","5am",0,0,0,0,0
"018","5am",0,0,0,0,0
"019","5am",0,0,0,0,0
"020","5am",0,0,0,0,0
"021","5am",0,0,0,0,0
"022","5am",0,0,0,0,0
"023","5am",0,0,0,0,0
"024","5am",0,0,0,0,0
"025","5am",0,0,0,0,0
"026","5am",0,0,0,0,0
"027","5am",0,0,0,0,0
"028","5am",0,0,0,0,0
"029","5am",0,0,0,0,0
"030","5am",0,0,0,0,0
"031","5am",0,0,0,0,0
"032","5am",0,0,0,0,0
"033","5am",0,0,0,0,0
"034","5am",0,0,0,0,0
"035","5am",0,0,0,0,0
"036","5am",0,0,0,0,0
"037","5am",0,0,0,0,0
"038","5am",0,0,0,0,0
"039","5am",0,0,0,0,0
"040","5am",0,0,0,0,0
"041","5am",0,0,0,0,0
"042","5am",0,0,0,0,0
"043","5am",0,0,0,0,0
"044","5am",0,0,0,0,0
"045","5am",0,0,0,0,0
"046","5am",0,0,0,0,0
"047","5am",0,0,0,0,0
"048","5am",0,0,0,0,0
"049","5am",0,0,0,0,0
"050","5am",0,0,0,0,0
"051","5am",0,0,0,0,0
"052","5am",0,0,0,0,0
"053","5am",0,0,0,0,0
"054","5am",0,0,0,0,0
"055","5am",0,0,0,0,0
"056","5am",0,0,0,0,0
"057","5am",0,0,0,0,0
"058","5am",0,0,0,0,0
"059","5am",0,0,0,0,0
"060","5am",0,0,0,0,0
"061","5am",0,0,0,0,0
"062","5am",0,0,0,0,0
"063","5am",0,0,0,0,0
"064","5am",0,0,0,0,0
"065","5am",0,0,0,0,0
"066","5am",0,0,0,0,0
"067","5am",0,0,0,0,0
"068","5am",0,0,0,0,0
"069","5am",0,0,0,0,0
"070","5am",0,0,0,0,0
"071","5am",0,0,0,0,0
"072","5am",0,0,0,0,0
"073","5am",0,0,0,0,0
"074","5am",0,0,0,0,0
"075","5am",0,0,0,0,0
"076","5am",0,0,0,0,0
"077","5am",0,0,0,0,0
"078","5am",0,0,0,0,0
"079","5am",0,0,0,0,0
"080","5am",0,0,0,0,0
"001","6am",0,0,0,0,0
"002","6am",0,0,0,0,0
"003","6am",0,0,0,0,0
"004","6am",0,0,0,0,0
"005","6am",0,0,0,0,0
"006","6am",0,0,0,0,0
"007","6am",0,0,0,0,0
"008","6am",0,0,0,0,0
"009","6am",0,0,0,0,0
"010","6am",0,0,0,0,0
"011","6am",0,0,0,0,0
"012","6am",0,0,0,0,0
"013","6am",0,0,0,0,0
"014","6am",0,0,0,0,0
"015","6am",0,0,0,0,0
"016","6am",0,0,0,0,0
"017","6am",0,0,0,0,0
"018","6am",0,0,0,0,0
"019","6am",0,0,0,0,0
"020","6am",0,0,0,0,0
"021","6am",0,0,0,0,0
"022","6am",0,0,0,0,0
"023","6am",0,0,0,0,0
"024","6am",0,0,0,0,0
"025","6am",0,0,0,0,0
"026","6am",0,0,0,0,0
"027","6am",0,0,0,0,0
"028","6am",0,0,0,0,0
"029","6am",0,0,0,0,0
"030","6am",0,0,0,0,0
"031","6am",0,0,0,0,0
"032","6am",0,0,0,0,0
"033","6am",0,0,0,0,0
"034","6am",0,0,0,0,0
"035","6am",0,0,0,0,0
"036","6am",0,0,0,0,0
"037","6am",0,0,0,0,0
"038","6am",0,0,0,0,0
"039","6am",0,0,0,0,0
"040","6am",0,0,0,0,0
"041","6am",0,0,0,0,0
"042","6am",0,0,0,0,0
"043","6am",0,0,0,0,0
"044","6am",0,0,0,0,0
"045","6am",0,0,0,0,0
"046","6am",0,0,0,0,0
"047","6am",0,0,0,0,0
"048","6am",0,0,0,0,0
"049","6am",0,0,0,0,0
"050","6am",0,0,0,0,0
"051","6am",0,0,0,0,0
"052","6am",0,0,0,0,0
"053","6am",0,0,0,0,0
"054","6am",0,0,0,0,0
"055","6am",0,0,0,0,0
"056","6am",0,0,0,0,0
"057","6am",0,0,0,0,0
"058","6am",0,0,0,0,0
"059","6am",0,0,0,0,0
"060","6am",0,0,0,0,0
"061","6am",0,0,0,0,0
"062","6am",0,0,0,0,0
"063","6am",0,0,0,0,0
"064","6am",0,0,0,0,0
"065","6am",0,0,0,0,0
"066","6am",0,0,0,0,0
"067","6am",0,0,0,0,0
"068","6am",0,0,0,0,0
"069","6am",0,0,0,0,0
"070","6am",0,0,0,0,0
"071","6am",0,0,0,0,0
"072","6am",0,0,0,0,0
"073","6am",0,0,0,0,0
"074","6am",0,0,0,0,0
"075","6am",0,0,0,0,0
"076","6am",0,0,0,0,0
"077","6am",0,0,0,0,0
"078","6am",0,0,0,0,0
"079","6am",0,0,0,0,0
"080","6am",0,0,0,0,0
"001","7am",0,0,0,0,0
"002","7am",0,0,0,0,0
"003","7am",0,0,690.0499,801.0457,0
"004","7am",0,0,0,0,0
"005","7am",0,0,0,0,0
"006","7am",0,0,0,747.4812,0
"007","7am",0,0,0,0,0
"008","7am",0,0,0,0,0
"009","7am",0,0,949.9721,644.4674,635.0154
"010","7am",0,0,0,0,0
"011","7am",0,0,575.5405,529.3731,0
"012","7am",0,0,0,0,0
"013","7am",0,0,0,690.9246,0
"014","7am",0,0,0,0,0
"015","7am",0,0,0,0,0
"016","7am",0,0,0,0,0
"017","7am",0,0,0,628.3287,0
"018","7am",0,0,0,0,0
"019","7am",0,0,0,0,0
"020","7am",0,0,0,0,0
"021","7am",0,0,0,0,0
"022","7am",0,0,961.6601,934.3078,792.9867
"023","7am",0,0,838.3509,0,0
"024","7am",0,0,0,0,0
"025","7am",0,0,0,0,556.7106
"026","7am",0,0,0,0,0
"027","7am",0,0,0,0,747.8189
"028","7am",0,0,894.9086,0,0
"029","7am",0,0,0,0,0
"030","7am",0,0,0,0,0
"031","7am",0,0,0,0,0
"032","7am",0,0,0,919.9838,0
"033","7am",0,0,0,0,0
"034","7am",0,0,0,0,0
"035","7am",0,921.5004,0,628.6939,0
"036","7am",0,0,0,0,0
"037","7am",0,0,0,0,0
"038","7am",0,0,0,0,0
"039","7am",0,0,0,0,0
"040","7am",0,0,0,0,0
"041","7am",0,0,0,0,0
"042","7am",0,0,0,0,0
"043","7am",0,0,0,0,0
"044","7am",0,0,0,0,0
"045","7am",0,0,0,0,0
"046","7am",0,0,0,0,0
"047","7am",0,0,0,0,0
"048","7am",0,0,0,0,0
"049","7am",0,0,0,0,0
"050","7am",0,0,0,0,0
"051","7am",0,0,0,0,0
"052","7am",0,0,0,0,0
"053","7am",0,0,0,0,0
"054","7am",0,0,0,0,0
"055","7am",0,0,0,0,0
"056","7am",0,0,0,0,0
"057","7am",0,0,0,0,0
"058","7am",0,0,0,0,0
"059","7am",0,0,0,0,0
"060","7am",0,0,0,0,0
"061","7am",0,0,0,0,0
"062","7am",0,0,0,0,0
"063","7am",0,0,0,0,0
"064","7am",0,0,0,0,0
"065","7am",0,0,0,0,0
"066","7am",0,0,0,0,0
"067","7am",0,0,0,0,0
"068","7am",0,0,0,0,0
"069","7am",0,0,0,0,0
"070","7am",0,0,0,0,0
"071","7am",0,0,0,0,0
"072","7am",0,0,0,0,0
"073","7am",0,0,0,0,0
"074","7am",0,0,0,0,0
"075","7am",0,0,0,0,0
"076","7am",0,0,0,0,0
"077","7am",0,0,0,0,0
"078","7am",0,0,0,0,0
"079","7am",0,0,0,0,0
"080","7am",0,0,0,0,0
"001","8am",0,0,0,886.7351,907.0519
"002","8am",0,0,718.9035,0,0
"003","8am",0,619.1366,1335.0783,1537.1924,1155.6521
"004","8am",0,0,0,0,0
"005","8am",0,0,0,0,0
"006","8am",0,0,641.4755,1091.4682,511.1287
"007","8am",0,0,0,0,0
"008","8am",0,0,0,0,0
"009","8am",0,0,1842.4772,1933.5542,1610.0001
"010","8am",0,0,0,0,0
"011","8am",0,0,1150.5316,1093.5466,0
"012","8am",0,0,0,0,0
"013","8am",0,846.0731,750.1622,1191.2747,887.0803
"014","8am",0,0,875.1082,0,0
"015","8am",0,0,0,0,0
"016","8am",0,0,0,0,0
"017","8am",0,0,550.1357,998.2305,812.5985
"018","8am",0,0,655.908,1174.1597,607.495
"019","8am",0,0,1235.5929,1411.3089,1600.5067
"020","8am",0,0,0,0,0
"021","8am",0,0,0,0,0
"022","8am",0,0,1537.5519,1799.1623,1941.9539
"023","8am",0,0,1562.8277,1000.8727,1594.0481
"024","8am",0,0,0,763.0271,0
"025","8am",0,0,708.3687,970.4499,1978.4951
"026","8am",0,0,0,0,0
"027","8am",0,0,1165.2819,2294.216,3231.0624
"028","8am",0,0,2225.1478,938.8523,1494.1802
"029","8am",0,0,0,910.4083,910.3079
"030","8am",0,0,649.8619,0,0
"031","8am",0,0,0,0,0
"032","8am",0,926.5131,0,1532.4472,1259.6176
"033","8am",0,0,937.7289,633.5441,0
"034","8am",0,0,0,0,0
"035","8am",0,843.6083,657.6416,1512.641,0
"036","8am",0,0,0,0,0
"037","8am",0,0,0,642.4411,0
"038","8am",0,0,0,0,0
"039","8am",0,0,0,0,0
"040","8am",0,0,860.7787,876.6026,780.5965
"041","8am",0,0,0,0,0
"042","8am",0,0,0,0,0
"043","8am",0,0,630.9929,797.9885,967.8476
"044","8am",0,0,0,0,0
"045","8am",0,0,0,0,0
"046","8am",0,0,0,0,0
"047","8am",0,0,0,987.5087,0
"048","8am",0,0,0,0,0
"049","8am",0,0,0,0,0
"050","8am",0,0,0,0,0
"051","8am",0,0,0,0,0
"052","8am",0,0,0,0,0
"053","8am",0,0,0,0,0
"054","8am",0,0,0,0,0
"055","8am",0,0,0,0,0
"056","8am",0,0,0,0,0
"057","8am",0,0,0,0,0
"058","8am",0,0,0,0,0
"059","8am",0,0,0,707.0562,0
"060","8am",0,0,0,0,0
"061","8am",0,0,0,0,0
"062","8am",0,0,0,0,0
"063","8am",0,0,0,0,0
"064","8am",0,0,0,0,0
"065","8am",0,0,0,0,0
"066","8am",0,0,0,0,0
"067","8am",0,0,0,0,0
"068","8am",0,0,0,0,0
"069","8am",0,0,0,0,0
"070","8am",0,0,0,957.2147,0
"071","8am",0,0,0,877.2322,0
"072","8am",0,0,0,0,0
"073","8am",0,0,0,875.3785,0
"074","8am",0,0,0,0,0
"075","8am",0,0,0,0,0
"076","8am",0,0,0,0,0
"077","8am",0,0,0,0,0
"078","8am",0,0,915.8444,0,0
"079","8am",0,0,0,0,0
"080","8am",0,0,0,0,0
"001","9am",0,0,842.4655,1479.7571,1482.6054
"002","9am",0,0,1074.4283,823.3016,872.9802
"003","9am",0,667.6206,2123.3557,1985.337,1351.8827
"004","9am",0,0,0,0,0
"005","9am",0,0,0,0,0
"006","9am",0,0,711.5387,998.0203,961.0152
"007","9am",0,0,669.3328,0,0
"008","9am",0,0,0,0,0
"009","9am",0,0,2440.3825,2427.9851,1698.0119
"010","9am",0,0,743.8534,0,0
"011","9am",0,0,1620.9907,1348.6244,814.1959
"012","9am",0,0,0,0,0
"013","9am",0,1050.5336,977.8879,1172.7595,990.3642
"014","9am",0,0,1148.8879,615.5506,0
"015","9am",0,0,0,0,0
"016","9am",0,0,0,0,0
"017","9am",0,0,719.1475,1294.9799,1225.0026
"018","9am",0,0,721.5474,1357.0247,746.6802
"019","9am",0,0,1174.6138,1696.4658,1808.9354
"020","9am",0,0,0,0,0
"021","9am",0,0,0,0,0
"022","9am",0,581.6273,1935.6413,2130.7837,2600.1452
"023","9am",0,0,1601.083,1411.2537,2102.6946
"024","9am",0,0,0,755.1343,0
"025","9am",0,0,913.3434,1092.0401,2477.5412
"026","9am",0,0,0,0,986.0789
"027","9am",0,0,1405.1311,2716.1988,4455.7511
"028","9am",0,0,2792.8888,1924.3059,2209.9665
"029","9am",0,0,731.2819,1089.1854,1086.6324
"030","9am",0,0,0,0,0
"031","9am",0,0,0,0,0
"032","9am",0,1198.3598,1466.3769,2357.5126,1611.0946
"033","9am",0,0,1382.3715,1242.9113,607.5647
"034","9am",0,0,0,0,0
"035","9am",0,809.3003,1068.018,1722.9223,0
"036","9am",0,0,0,672.2036,0
"037","9am",0,0,0,685.1701,0
"038","9am",0,0,0,0,0
"039","9am",0,0,0,0,0
"040","9am",0,0,1067.453,971.533,1040.9269
"041","9am",0,0,0,0,731.449
"042","9am",0,0,0,0,0
"043","9am",0,0,1011.2779,1013.9952,999.4969
"044","9am",0,0,0,0,0
"045","9am",0,0,0,0,0
"046","9am",0,0,0,0,0
"047","9am",0,0,0,1292.6087,0
"048","9am",0,0,0,0,0
"049","9am",0,0,0,0,0
"050","9am",0,0,0,0,0
"051","9am",0,0,0,0,0
"052","9am",0,0,0,0,0
"053","9am",0,0,0,0,0
"054","9am",0,0,0,695.1797,0
"055","9am",0,0,0,0,0
"056","9am",0,0,0,0,0
"057","9am",0,0,0,0,0
"058","9am",0,0,0,0,0
"059","9am",0,0,1046.7327,922.5534,0
"060","9am",0,0,841.126,909.5145,0
"061","9am",0,0,0,0,0
"062","9am",0,0,0,0,0
"063","9am",0,0,0,0,0
"064","9am",0,0,0,0,0
"065","9am",0,0,0,0,0
"066","9am",0,0,0,0,0
"067","9am",0,0,0,0,0
"068","9am",0,0,0,0,0
"069","9am",0,0,0,0,0
"070","9am",0,0,663.178,1075.8812,0
"071","9am",0,0,0,899.6011,0
"072","9am",0,0,0,0,0
"073","9am",0,0,0,1186.3437,0
"074","9am",0,0,0,0,0
"075","9am",0,1284.4508,1218.8997,1161.4798,857.414
"076","9am",0,0,0,0,0
"077","9am",0,0,0,0,0
"078","9am",0,0,1234.2752,1149.2127,0
"079","9am",0,0,0,0,0
"080","9am",0,0,0,0,0
"001","10am",0,0,821.5555,1538.2918,1518.4552
"002","10am",0,0,1125.4256,1724.6807,1169.629
"003","10am",0,739.6922,2166.9909,1933.8615,1449.4988
"004","10am",0,0,0,0,0
"005","10am",0,0,0,0,0
"006","10am",0,0,843.1082,1387.0615,1015.6803
"007","10am",0,0,773.4809,0,0
"008","10am",0,0,0,0,0
"009","10am",0,0,2783.9689,2603.964,1816.2928
"010","10am",0,0,0,0,0
"011","10am",0,0,1868.4534,1264.0966,0
"012","10am",0,0,0,0,0
"013","10am",0,1050.5336,956.4114,1239.6957,1026.1559
"014","10am",0,0,1138.8782,0,0
"015","10am",0,0,0,0,0
"016","10am",0,0,0,0,0
"017","10am",0,0,1058.1998,1412.8138,1280.8031
"018","10am",0,0,753.4353,1214.4884,0
"019","10am",0,523.5048,1138.62,1641.1901,1822.094
"020","10am",0,0,0,0,0
"021","10am",0,0,0,0,0
"022","10am",0,677.4834,2091.7705,2257.8627,2630.8468
"023","10am",0,0,1628.0665,1616.6836,2180.1631
"024","10am",0,0,626.6598,0,0
"025","10am",0,0,918.8791,1062.1288,2548.118
"026","10am",0,0,0,0,1107.233
"027","10am",0,832.8144,1436.5615,2865.4234,4402.5618
"028","10am",0,0,2961.3167,2278.9993,2419.1012
"029","10am",0,0,668.6481,1200.3712,867.1719
"030","10am",0,0,0,682.3139,0
"031","10am",0,0,0,0,0
"032","10am",0,1368.5561,1300.5203,2308.7275,1754.027
"033","10am",0,0,1486.7569,1398.9151,787.9676
"034","10am",0,0,771.4608,0,0
"035","10am",0,855.8894,1106.1239,1446.0155,554.2989
"036","10am",0,0,492.054,559.0154,0
"037","10am",0,0,0,654.9814,0
"038","10am",0,0,0,0,0
"039","10am",0,0,0,0,0
"040","10am",0,0,1169.6009,1455.264,1005.2706
"041","10am",0,0,0,0,856.0804
"042","10am",0,0,0,391.0892,0
"043","10am",0,0,1179.7904,1122.5733,1149.5869
"044","10am",0,0,0,635.9258,0
"045","10am",0,0,0,0,0
"046","10am",0,0,0,0,0
"047","10am",0,0,0,1292.9838,0
"048","10am",0,0,0,0,0
"049","10am",0,0,0,0,0
"050","10am",0,0,0,0,0
"051","10am",0,0,0,0,0
"052","10am",0,0,0,0,0
"053","10am",0,0,0,0,0
"054","10am",0,0,0,0,0
"055","10am",0,0,0,0,0
"056","10am",0,0,0,0,0
"057","10am",0,0,0,0,0
"058","10am",0,0,0,0,0
"059","10am",0,0,808.1557,927.7816,0
"060","10am",0,0,0,1019.0196,0
"061","10am",0,0,0,0,0
"062","10am",0,0,0,0,0
"063","10am",0,0,0,0,0
"064","10am",0,0,0,0,0
"065","10am",0,0,0,0,0
"066","10am",0,0,0,0,0
"067","10am",0,0,0,0,0
"068","10am",0,0,0,0,0
"069","10am",0,0,0,0,0
"070","10am",0,862.4589,699.4974,1196.4586,0
"071","10am",0,0,0,0,0
"072","10am",0,0,0,0,0
"073","10am",0,0,0,1263.4813,0
"074","10am",0,0,0,0,0
"075","10am",0,1242.6863,1263.6619,1267.4792,838.1505
"076","10am",0,0,0,0,0
"077","10am",0,0,0,0,0
"078","10am",0,0,1175.3919,1444.0457,0
"079","10am",0,0,0,0,0
"080","10am",0,0,0,0,0
"001","11am",0,0,931.5323,1535.9336,1543.6766
"002","11am",0,0,1388.6827,1710.6476,1020.766
"003","11am",0,537.0774,1559.8274,1707.0396,1487.0598
"004","11am",0,0,0,0,0
"005","11am",0,0,0,0,0
"006","11am",0,0,1068.2117,1472.7073,954.7186
"007","11am",0,0,806.6002,0,0
"008","11am",0,0,0,0,0
"009","11am",0,0,2550.8891,2267.0507,2436.7074
"010","11am",0,0,0,0,0
"011","11am",0,0,1391.9926,1002.2998,0
"012","11am",0,0,0,0,0
"013","11am",0,0,1058.9919,1078.2939,1025.6572
"014","11am",0,0,1067.342,0,0
"015","11am",0,0,0,0,0
"016","11am",0,0,0,0,0
"017","11am",0,0,769.5159,1350.86,1172.0662
"018","11am",0,0,691.7927,1237.2591,612.8681
"019","11am",0,0,1163.0712,1718.4591,1651.8454
"020","11am",0,0,0,0,0
"021","11am",0,0,0,0,0
"022","11am",0,0,2061.1327,2150.7944,2620.8046
"023","11am",0,0,1624.373,1635.1013,2087.0757
"024","11am",0,0,0,0,0
"025","11am",0,0,965.8889,1031.9134,2575.7498
"026","11am",0,0,0,0,1011.6054
"027","11am",0,712.5962,1250.7133,2957.8563,4070.5901
"028","11am",0,0,2619.7956,1912.0652,2141.0062
"029","11am",0,0,0,1175.792,867.1913
"030","11am",0,0,0,0,0
"031","11am",0,0,0,0,0
"032","11am",0,1023.4944,1267.3943,1932.7265,1158.2538
"033","11am",0,0,1427.9681,1193.457,850.4009
"034","11am",0,0,0,0,0
"035","11am",0,997.928,1044.0874,1598.2009,605.9505
"036","11am",0,0,0,0,0
"037","11am",0,0,0,632.9529,0
"038","11am",0,0,0,0,0
"039","11am",0,0,0,0,0
"040","11am",0,0,966.6663,1446.1836,953.899
"041","11am",0,0,0,0,905.0414
"042","11am",0,0,0,0,0
"043","11am",0,0,725.5485,860.5554,1202.3064
"044","11am",0,0,0,926.1671,0
"045","11am",0,0,0,0,0
"046","11am",0,0,0,0,0
"047","11am",0,0,0,1267.5999,0
"048","11am",0,0,0,0,0
"049","11am",0,0,0,0,0
"050","11am",0,0,0,0,0
"051","11am",0,0,0,0,0
"052","11am",0,0,0,0,0
"053","11am",0,0,0,0,0
"054","11am",0,0,0,0,0
"055","11am",0,0,0,0,0
"056","11am",0,0,0,0,0
"057","11am",0,0,0,0,0
"058","11am",0,0,0,0,0
"059","11am",0,0,684.7098,700.5245,0
"060","11am",0,0,0,0,0
"061","11am",0,0,0,0,0
"062","11am",0,0,0,0,0
"063","11am",0,0,0,0,0
"064","11am",0,0,0,0,0
"065","11am",0,0,0,0,0
"066","11am",0,0,0,0,0
"067","11am",0,0,0,0,0
"068","11am",0,0,0,0,0
"069","11am",0,0,0,0,0
"070","11am",0,0,741.0188,1139.2586,0
"071","11am",0,0,0,0,0
"072","11am",0,0,0,0,0
"073","11am",0,0,0,1061.1325,0
"074","11am",0,0,0,0,0
"075","11am",0,1096.8176,0,1168.0269,790.7297
"076","11am",0,0,0,0,0
"077","11am",0,0,0,0,0
"078","11am",0,0,1006.2544,1203.2112,0
"079","11am",0,0,0,0,0
"080","11am",0,0,0,0,0
"001","12am",0,0,785.4863,1277.263,1360.2928
"002","12am",0,0,1923.0872,1620.4645,1000.1263
"003","12am",0,0,1467.2732,1786.2456,809.1108
"004","12am",0,0,0,677.0611,0
"005","12am",0,0,0,0,0
"006","12am",0,0,863.9792,1014.6528,855.5344
"007","12am",0,0,648.1921,0,0
"008","12am",0,0,0,0,0
"009","12am",0,0,2509.4809,2098.4345,2571.6285
"010","12am",0,0,0,0,0
"011","12am",0,0,1072.3205,953.4453,0
"012","12am",0,0,0,0,0
"013","12am",0,0,715.7761,1076.9315,916.3959
"014","12am",0,0,653.5829,0,0
"015","12am",0,0,0,0,0
"016","12am",0,0,0,0,0
"017","12am",0,0,569.4187,967.1595,809.5114
"018","12am",0,0,642.4641,749.5895,0
"019","12am",0,0,802.3517,1186.3633,1632.4057
"020","12am",0,0,0,0,0
"021","12am",0,0,0,0,0
"022","12am",0,0,1734.0316,1972.8899,2449.6135
"023","12am",0,0,1309.881,1607.1985,1740.2368
"024","12am",0,0,0,0,0
"025","12am",0,0,709.5539,1027.1212,2171.7737
"026","12am",0,0,0,0,809.6882
"027","12am",0,754.6997,1194.0368,2591.3587,3119.9425
"028","12am",0,0,2321.0132,1427.7078,1852.0647
"029","12am",0,0,0,767.2302,552.8334
"030","12am",0,0,0,0,0
"031","12am",0,0,0,0,0
"032","12am",0,0,1249.8697,1208.5733,841.1757
"033","12am",0,0,1480.4644,1108.9194,1135.2111
"034","12am",0,0,0,0,0
"035","12am",0,844.972,588.3192,888.5485,0
"036","12am",0,0,0,0,0
"037","12am",0,0,0,0,0
"038","12am",0,0,0,0,0
"039","12am",0,0,0,0,0
"040","12am",0,0,0,921.0524,1097.2021
"041","12am",0,0,0,0,0
"042","12am",0,0,0,0,0
"043","12am",0,0,840.8539,754.2131,1130.3037
"044","12am",0,0,0,0,0
"045","12am",0,0,0,0,0
"046","12am",0,0,0,0,0
"047","12am",0,0,0,1020.9,0
"048","12am",0,0,0,0,0
"049","12am",0,0,0,0,0
"050","12am",0,0,0,0,0
"051","12am",0,0,0,0,0
"052","12am",0,0,0,0,0
"053","12am",0,0,0,0,0
"054","12am",0,0,0,0,0
"055","12am",0,0,0,0,0
"056","12am",0,0,0,0,0
"057","12am",0,0,0,0,0
"058","12am",0,0,0,0,0
"059","12am",0,0,0,0,0
"060","12am",0,0,0,0,0
"061","12am",0,0,0,0,0
"062","12am",0,0,0,0,0
"063","12am",0,0,0,0,0
"064","12am",0,0,0,0,0
"065","12am",0,0,0,0,0
"066","12am",0,0,0,0,0
"067","12am",0,0,0,0,0
"068","12am",0,0,0,0,0
"069","12am",0,0,0,0,0
"070","12am",0,0,0,0,0
"071","12am",0,0,0,0,0
"072","12am",0,0,0,0,0
"073","12am",0,0,0,616.6064,0
"074","12am",0,0,0,0,0
"075","12am",0,0,0,0,0
"076","12am",0,0,0,0,0
"077","12am",0,0,0,0,0
"078","12am",0,0,0,0,0
"079","12am",0,0,0,0,0
"080","12am",0,0,0,0,0
"001","1pm",0,0,680.3767,1360.505,1287.8264
"002","1pm",0,0,1890.645,1817.7271,1284.1552
"003","1pm",0,499.8548,1554.2004,1924.2972,1268.3166
"004","1pm",0,0,0,653.7781,0
"005","1pm",0,0,0,0,0
"006","1pm",0,0,947.1248,837.2389,735.9591
"007","1pm",0,0,798.7294,0,0
"008","1pm",0,0,0,0,0
"009","1pm",0,0,3013.3464,1837.1355,2431.8087
"010","1pm",0,0,580.2782,0,0
"011","1pm",0,0,1239.5406,1163.7092,0
"012","1pm",0,0,0,0,0
"013","1pm",0,655.3698,1012.8925,1006.1547,1024.448
"014","1pm",0,0,784.577,0,0
"015","1pm",0,0,0,0,0
"016","1pm",0,0,0,0,0
"017","1pm",0,0,0,1122.7958,865.7335
"018","1pm",0,0,739.8035,1060.1076,681.4934
"019","1pm",0,0,830.6356,1316.2313,1789.3897
"020","1pm",0,0,0,0,0
"021","1pm",0,0,0,0,0
"022","1pm",0,0,2014.9498,2405.3086,2508.2709
"023","1pm",0,0,1353.0342,1501.8632,2136.9104
"024","1pm",0,0,0,0,0
"025","1pm",0,0,757.7484,1088.8588,2242.4171
"026","1pm",0,0,0,0,878.3979
"027","1pm",0,652.3945,1147.7412,2957.7675,4135.513
"028","1pm",0,0,2431.9053,1679.7977,1889.8554
"029","1pm",0,0,0,1181.7721,1084.2924
"030","1pm",0,0,0,0,0
"031","1pm",0,0,0,0,0
"032","1pm",0,632.7988,952.448,1734.4789,1154.9597
"033","1pm",0,0,1444.32,1009.6153,873.6127
"034","1pm",0,0,0,0,0
"035","1pm",0,785.628,748.1586,1481.2584,0
"036","1pm",0,0,0,0,0
"037","1pm",0,0,0,0,0
"038","1pm",0,0,0,0,0
"039","1pm",0,0,0,0,0
"040","1pm",0,0,614.6683,888.1215,980.1106
"041","1pm",0,0,0,0,725.7003
