"variable","CODE_SEC","RES_SEC","W_IND"
"h8","003","001",30.21404
"h8","003","006",63.01476
"h8","003","009",53.35661
"h8","003","010",50.39394
"h8","003","011",140.02588
"h8","003","012",208.20595
"h8","003","013",86.25913
"h8","003","014",100.6669
"h8","003","018",198.38909
"h8","003","027",36.78717
"h8","003","036",150.2124
"h8","003","039",33.28845
"h8","022","001",122.14793
"h8","022","007",46.116
"h8","022","008",20.40738
"h8","022","013",66.87162
"h8","022","019",29.87425
"h8","022","025",96.47729
"h8","022","044",31.67055
"h8","022","048",36.72776
"h8","022","050",39.78475
"h8","022","057",21.80219
"h8","022","063",38.24246
"h9","001","002",37.38403
"h9","001","005",87.34111
"h9","001","006",81.71971
"h9","001","008",27.52326
"h9","001","009",134.95699
"h9","001","010",51.93924
"h9","001","011",47.74214
"h9","001","020",41.40053
"h9","001","023",40.13961
"h9","001","025",47.58125
"h9","001","039",75.39395
"h9","001","040",70.21752
"h9","001","056",42.55292
"h9","001","057",27.44571
"h9","001","074",87.78898
"h9","002","001",46.37829
"h9","002","003",68.92238
"h9","002","005",40.06501
"h9","002","007",44.11397
"h9","002","012",50.61578
"h9","002","014",79.47003
"h9","002","015",43.76752
"h9","002","017",60.11206
"h9","002","025",92.41196
"h9","002","026",47.71888
"h9","002","030",15.7089
"h9","002","032",41.6954
"h9","002","045",36.06718
"h9","002","053",48.96102
"h9","003","001",30.21404
"h9","003","002",19.38204
"h9","003","004",22.89444
"h9","003","005",39.11341
"h9","003","006",73.9289
"h9","003","007",51.02778
"h9","003","008",34.84876
"h9","003","009",108.97478
"h9","003","010",131.46035
"h9","003","011",76.57835
"h9","003","012",157.59017
"h9","003","013",86.25913
"h9","003","014",215.2125
"h9","003","015",38.31137
"h9","003","016",38.10069
"h9","003","017",58.28349
"h9","003","018",198.38909
"h9","003","019",45.60779
"h9","003","022",47.58125
"h9","003","027",36.78717
"h9","003","032",45.33591
"h9","003","039",58.65706
"h9","003","040",65.70001
"h9","003","042",18.7823
"h9","003","053",34.53285
"h9","006","007",51.02778
"h9","006","019",69.48092
"h9","006","022",95.58936
"h9","006","023",49.9326
"h9","006","025",41.24449
"h9","006","028",72.92888
"h9","006","038",29.69656
"h9","006","040",70.38721
"h9","006","046",47.23652
"h9","006","050",23.2884
"h9","006","053",50.54137
"h9","006","060",106.6588
"h9","006","066",43.98354
"h9","009","008",19.05557
"h9","009","012",64.57153
"h9","009","015",48.27878
"h9","009","017",66.27672
"h9","009","021",31.21749
"h9","009","022",47.58125
"h9","009","030",71.82015
"h9","009","034",42.32626
"h9","009","043",50.85609
"h9","009","051",18.8188
"h9","009","057",73.48827
"h9","014","004",70.38962
"h9","014","011",37.66741
"h9","014","012",81.92225
"h9","014","015",59.66083
"h9","014","016",26.18325
"h9","014","029",29.64449
"h9","014","032",80.07518
"h9","014","050",55.04049
"h9","014","060",63.4912
"h9","014","063",16.92149
"h9","017","010",53.11253
"h9","017","018",245.26862
"h9","017","021",41.7162
"h9","017","030",30.17713
"h9","017","033",54.47304
"h9","017","036",150.2124
"h9","017","038",67.25724
"h9","017","046",33.05557
"h9","017","069",32.6048
"h9","017","073",71.20057
"h9","019","011",54.06002
"h9","019","014",125.2529
"h9","019","018",68.5564
"h9","019","020",131.40953
"h9","019","024",40.96904
"h9","019","035",75.06543
"h9","019","038",32.50435
"h9","019","044",27.94293
"h9","019","050",17.6347
"h9","019","065",59.7954
"h9","022","001",122.14793
"h9","022","007",46.116
"h9","022","008",20.40738
"h9","022","011",45.60628
"h9","022","013",66.87162
"h9","022","018",174.61774
"h9","022","019",29.87425
"h9","022","020",48.03706
"h9","022","021",30.07412
"h9","022","023",34.31737
"h9","022","025",58.42629
"h9","022","033",39.48045
"h9","022","034",10.91357
"h9","022","038",29.69656
"h9","022","039",43.32933
"h9","022","043",57.46315
"h9","022","044",31.67055
"h9","022","045",48.06012
"h9","022","048",36.72776
"h9","022","050",48.64241
"h9","022","057",63.26612
"h9","022","063",38.24246
"h9","022","075",51.03987
"h9","028","004",36.14856
"h9","028","009",48.61359
"h9","028","011",63.44753
"h9","028","016",29.27661
"h9","028","019",35.89496
"h9","028","020",60.74
"h9","028","025",26.04719
"h9","028","027",85.57366
"h9","028","033",58.04989
"h9","028","037",42.49162
"h9","028","038",37.56068
"h9","028","044",26.61602
"h9","028","047",50.56362
"h9","028","048",32.08195
"h9","028","051",29.03784
"h9","028","055",48.56968
"h9","040","008",31.06513
"h9","040","009",56.28144
"h9","040","024",34.87454
"h9","040","026",102.5343
"h9","040","027",80.42715
"h9","040","039",33.28845
"h9","040","052",22.14009
"h9","040","062",151.80387
"h9","040","063",66.14674
"h9","059","013",41.40562
"h9","059","032",54.41388
"h9","059","053",127.66041
"h9","059","054",32.42591
"h9","059","055",44.44442
"h9","059","056",96.66559
"h9","059","058",219.61025
"h9","059","060",145.30737
"h9","059","061",95.73267
"h10","001","003",95.57754
"h10","001","005",63.32137
"h10","001","006",81.71971
"h10","001","008",43.03054
"h10","001","009",68.7482
"h10","001","010",103.87848
"h10","001","011",47.74214
"h10","001","017",97.56827
"h10","001","018",75.84791
"h10","001","019",65.66948
"h10","001","023",40.13961
"h10","001","025",47.58125
"h10","001","029",45.50685
"h10","001","032",80.07518
"h10","001","039",75.39395
"h10","001","040",70.21752
"h10","001","055",20.04602
"h10","001","057",27.44571
"h10","001","074",87.78898
"h10","002","001",83.83869
"h10","002","003",121.50393
"h10","002","004",66.47092
"h10","002","005",40.06501
"h10","002","006",47.58125
"h10","002","007",44.11397
"h10","002","013",28.9848
"h10","002","014",79.47003
"h10","002","015",43.76752
"h10","002","016",30.03563
"h10","002","017",60.11206
"h10","002","020",37.93914
"h10","002","025",55.51393
"h10","002","026",60.72036
"h10","002","028",53.56276
"h10","002","030",15.7089
"h10","002","032",41.6954
"h10","002","039",39.89681
"h10","002","044",110.3314
"h10","002","045",36.06718
"h10","003","002",19.38204
"h10","003","004",29.32423
"h10","003","006",73.9289
"h10","003","007",51.02778
"h10","003","008",34.84876
"h10","003","009",148.12676
"h10","003","010",111.00341
"h10","003","011",143.99161
"h10","003","012",100.54905
"h10","003","013",86.25913
"h10","003","014",114.5456
"h10","003","016",38.10069
"h10","003","017",58.28349
"h10","003","018",284.28261
"h10","003","019",78.64805
"h10","003","022",47.58125
"h10","003","024",42.37143
"h10","003","027",36.78717
"h10","003","037",42.49162
"h10","003","040",65.70001
"h10","003","042",42.26124
"h10","003","048",32.08195
"h10","003","053",34.53285
"h10","006","007",51.02778
"h10","006","009",37.72981
"h10","006","011",67.41326
"h10","006","013",85.29925
"h10","006","015",29.00978
"h10","006","019",69.48092
"h10","006","022",95.58936
