"district","hour","rev1","rev2","rev3","rev4"
"7510","7am",0,0,0,0
"7511","7am",0,0,0,0
"7512","7am",0,0,0,0
"7513","7am",0,0,0,0
"7514","7am",0,0,0,0
"7701","7am",0,0,0,0
"7702","7am",0,0,0,0
"7703","7am",0,0,0,0
"7704","7am",0,0,0,0
"7705","7am",0,0,0,0
"7706","7am",0,0,0,0
"7707","7am",0,0,0,0
"7708","7am",0,0,0,0
"7709","7am",0,0,0,0
"7710","7am",0,0,0,0
"7711","7am",0,0,0,0
"7712","7am",0,0,0,0
"7713","7am",0,0,0,0
"7714","7am",0,0,0,0
"7715","7am",0,0,0,0
"7716","7am",0,0,0,0
"7801","7am",0,0,0,0
"7802","7am",0,0,0,0
"7803","7am",0,4985.731,4665.634,0
"7804","7am",0,0,0,0
"7805","7am",0,0,0,0
"7806","7am",0,0,0,0
"7807","7am",0,0,0,0
"7808","7am",0,0,0,0
"7809","7am",0,0,0,0
"7810","7am",0,0,0,0
"7811","7am",0,0,0,0
"7812","7am",0,0,0,0
"7813","7am",0,0,0,0
"7814","7am",0,0,0,0
"7815","7am",0,0,0,0
"7816","7am",0,0,0,0
"9101","7am",0,0,0,0
"9102","7am",0,0,0,0
"9103","7am",0,0,0,0
"9104","7am",0,0,0,0
"9105","7am",0,0,0,0
"9106","7am",0,0,0,0
"9107","7am",0,0,0,0
"9108","7am",0,0,0,0
"9109","7am",0,0,0,0
"9110","7am",0,0,0,0
"9111","7am",0,2960.538,0,0
"9112","7am",0,0,0,0
"9113","7am",5524.587,5882.228,0,0
"9114","7am",0,0,0,0
"9201","7am",0,4691.905,0,0
"9202","7am",0,0,0,0
"9203","7am",0,0,0,0
"9204","7am",0,0,0,0
"9205","7am",0,0,0,0
"9206","7am",0,0,0,0
"9207","7am",0,0,0,0
"9208","7am",0,0,0,0
"9209","7am",0,0,0,0
"9210","7am",0,0,0,0
"9211","7am",0,0,0,0
"9212","7am",0,0,0,0
"9302","7am",0,0,0,0
"9303","7am",0,0,0,0
"9304","7am",0,0,0,0
"9305","7am",0,0,0,0
"9306","7am",0,0,0,0
"9307","7am",0,0,0,0
"9308","7am",0,0,0,0
"9309","7am",0,0,0,0
"9310","7am",0,0,0,0
"9311","7am",0,0,0,0
"9312","7am",0,4866.693,0,0
"9402","7am",0,0,0,0
"9403","7am",0,0,0,0
"9404","7am",0,0,0,0
"9405","7am",0,0,0,0
"9406","7am",0,0,0,0
"9407","7am",0,0,0,0
"9408","7am",0,0,0,0
"9409","7am",0,0,0,0
"9410","7am",0,0,0,0
"9411","7am",0,0,0,0
"9412","7am",0,0,0,0
"9413","7am",0,0,0,0
"9414","7am",0,0,0,0
"9501","7am",0,0,0,0
"9502","7am",0,0,0,0
"9503","7am",0,0,0,0
"9504","7am",0,0,0,0
"9505","7am",0,0,0,0
"9506","7am",0,0,0,0
"9507","7am",0,0,0,0
"9508","7am",0,0,0,0
"9509","7am",0,0,0,0
"9510","7am",0,0,0,0
"9511","7am",0,0,0,0
"9512","7am",0,0,0,0
"9513","7am",0,0,0,0
"7501","8am",0,9605.843,8152.677,0
"7502","8am",0,7561.268,10492.326,8373.987
"7503","8am",8959.972,14388.586,8344.822,4915.773
"7504","8am",0,12508.597,4426.819,0
"7505","8am",0,0,0,0
"7506","8am",0,9642.796,7134.779,0
"7507","8am",0,11663.714,5312.523,4137.975
"7508","8am",0,0,4674.251,0
"7509","8am",3493.955,8147.117,7626.342,5125.928
"7510","8am",0,9154.168,3295.257,0
"7511","8am",0,5003.431,7339.261,0
"7512","8am",0,4491.171,0,0
"7513","8am",0,5378.838,0,0
"7514","8am",0,0,0,0
"7701","8am",5197.495,6900.965,2509.114,0
"7702","8am",0,3345.262,3175.841,0
"7703","8am",0,4534.937,0,0
"7704","8am",0,0,0,0
"7705","8am",0,0,0,0
"7706","8am",0,0,0,0
"7707","8am",0,0,0,0
"7708","8am",0,0,0,0
"7709","8am",0,0,0,0
"7710","8am",0,0,0,0
"7711","8am",0,3358.005,4526.199,0
"7712","8am",0,0,0,0
"7713","8am",0,0,0,0
"7714","8am",0,0,0,0
"7715","8am",0,0,0,0
"7716","8am",0,0,0,0
"7801","8am",0,0,0,0
"7802","8am",0,0,0,0
"7803","8am",0,5687.082,7206.869,0
"7804","8am",0,0,0,0
"7805","8am",0,0,0,0
"7806","8am",0,0,0,0
"7807","8am",0,0,0,0
"7808","8am",0,0,0,0
"7809","8am",0,0,0,0
"7810","8am",0,0,0,0
"7811","8am",0,0,0,0
"7812","8am",0,9009.923,10146.808,5602.848
"7813","8am",0,0,0,0
"7814","8am",0,0,0,0
"7815","8am",0,0,0,0
"7816","8am",0,3849.69,7677.487,2574.567
"9101","8am",0,4414.895,0,0
"9102","8am",0,0,0,0
"9103","8am",0,0,0,0
"9104","8am",0,0,0,0
"9105","8am",0,4855.455,0,0
"9106","8am",0,0,0,0
"9107","8am",0,0,0,0
"9108","8am",0,0,0,0
"9109","8am",0,0,0,0
"9110","8am",0,0,0,0
"9111","8am",0,5656.129,2013.158,0
"9112","8am",0,0,0,0
"9113","8am",5625.598,6708.102,6335.9,0
"9114","8am",0,0,0,0
"9201","8am",3681.941,7090.04,3536.476,0
"9202","8am",0,0,0,0
"9203","8am",5897.303,6224.601,4997.72,0
"9204","8am",5138.138,8011.618,7589.521,0
"9205","8am",0,7353.69,0,9107.891
"9206","8am",0,5819.024,4490.448,0
"9207","8am",0,0,0,0
"9208","8am",0,0,0,0
"9209","8am",0,5050.861,0,4661.896
"9210","8am",0,4319.903,0,0
"9211","8am",0,6149.79,0,0
"9212","8am",0,0,0,0
"9302","8am",0,0,0,0
"9303","8am",4374.626,5885.871,0,0
"9304","8am",0,0,0,0
"9305","8am",0,0,0,0
"9306","8am",0,3923.011,0,0
"9307","8am",0,0,0,0
"9308","8am",0,0,0,0
"9309","8am",0,6330.686,0,0
"9310","8am",0,5345.057,0,0
"9311","8am",4622.444,0,0,0
"9312","8am",6515.438,10716.627,6258.31,3539.954
"9402","8am",0,7857.244,0,0
"9403","8am",0,5316.285,2716.325,0
"9404","8am",0,5005.858,0,0
"9405","8am",4728.206,4301.899,0,0
"9406","8am",0,6154.425,0,0
"9407","8am",0,4054.436,0,0
"9408","8am",0,5707.208,0,0
"9409","8am",0,5661.358,3839.778,0
"9410","8am",0,0,0,0
"9411","8am",0,4653.228,0,0
"9412","8am",0,0,0,0
"9413","8am",0,0,0,0
"9414","8am",0,0,0,0
"9501","8am",0,0,0,0
"9502","8am",2902.046,3404.295,0,0
"9503","8am",0,0,0,0
"9504","8am",0,0,0,0
"9505","8am",0,3561.384,0,0
"9506","8am",0,0,0,0
"9507","8am",0,0,0,0
"9508","8am",0,0,0,0
"9509","8am",0,0,0,0
"9510","8am",0,0,0,0
"9511","8am",0,0,0,0
"9512","8am",0,0,0,0
"9513","8am",0,0,0,0
"7501","9am",11095.294,23382.753,26821.866,21657.177
"7502","9am",9908.18,26051.983,24800.412,25757.051
"7503","9am",16813.749,32601.389,31941.969,35336.744
"7504","9am",8002.712,20098.289,8732.312,0
"7505","9am",5943.179,7899.792,9104.138,0
"7506","9am",7534.11,18230.836,18946.587,8354.589
"7507","9am",5923.45,22454.63,17203.318,10948.555
"7508","9am",3672.119,10947.536,8879.897,5595.605
"7509","9am",7970.921,17100.577,18221.022,18107.228
"7510","9am",5037.079,17693.483,9107.844,10615.042
"7511","9am",6607.495,14188.587,15741.84,7738.08
"7512","9am",6716.141,9848.893,4632.261,0
"7513","9am",0,10285.797,10223.352,4854.566
"7514","9am",4509.208,7464.822,6990.129,4023.817
"7701","9am",5838.613,13865.147,8941.475,0
"7702","9am",5036.434,9134.587,13494.83,6873.278
"7703","9am",0,7065.703,7077.073,0
"7704","9am",0,4533.535,0,0
"7705","9am",0,0,0,0
"7706","9am",0,0,0,0
"7707","9am",0,0,0,0
"7708","9am",0,0,0,0
"7709","9am",0,5287.669,0,0
"7710","9am",0,0,0,0
"7711","9am",4604.907,4891.674,7542.031,0
"7712","9am",0,0,0,0
"7713","9am",0,0,0,0
"7714","9am",0,1786.174,0,0
"7715","9am",0,0,0,0
"7716","9am",0,10679.497,5117.058,0
"7801","9am",0,0,0,0
"7802","9am",0,0,0,0
"7803","9am",3156.56,7876.097,9405.007,0
"7804","9am",0,0,0,0
"7805","9am",0,4953.364,0,0
"7806","9am",0,4558.756,5586.473,0
"7807","9am",0,0,0,0
"7808","9am",0,0,0,0
"7809","9am",0,2928.58,3297.063,0
"7810","9am",0,0,0,0
"7811","9am",0,0,3377.219,0
"7812","9am",3497.086,15994.868,16927.562,12570.415
"7813","9am",0,0,0,0
"7814","9am",0,0,0,0
"7815","9am",0,0,0,0
"7816","9am",0,10602.009,13370.081,11630.828
"9101","9am",3608.62,10850.452,6721.011,3905.229
"9102","9am",0,0,0,0
"9103","9am",0,0,0,0
"9104","9am",0,0,0,0
"9105","9am",0,7509.246,3669.706,0
"9106","9am",0,4317.224,4922.371,0
"9107","9am",0,0,0,0
"9108","9am",0,4100.387,0,0
"9109","9am",0,3596.381,3447.73,3693.71
"9110","9am",0,0,0,0
"9111","9am",3761.402,11031.263,6181.564,4978.564
"9112","9am",0,5115.579,0,0
"9113","9am",7310.23,9015.185,13331.433,5260.676
"9114","9am",0,0,5151.651,0
"9201","9am",5459.965,10925.029,6878.622,0
"9202","9am",0,5733.845,0,6796.502
"9203","9am",10573.949,15820.347,12504.042,9026.078
"9204","9am",8641.604,15116.355,20830.906,12328.743
"9205","9am",4866.572,17649.569,18502.643,27640.356
"9206","9am",0,10674.54,10952.711,9101.88
"9207","9am",0,6054.252,3232.058,7781.329
"9208","9am",0,4718.687,5441.729,5179.654
"9209","9am",0,8505.5,12804.163,13169.015
"9210","9am",0,8893.438,8024.468,3766.01
"9211","9am",0,8178.107,4050.851,4723.478
"9212","9am",0,5308.443,6338.788,5131.145
"9302","9am",0,0,0,0
"9303","9am",8258.99,8847.547,9905.592,0
"9304","9am",5224.012,8244.537,9520.019,5878.593
"9305","9am",0,4929.486,0,0
"9306","9am",0,7570.523,0,0
"9307","9am",0,0,0,0
"9308","9am",0,0,0,0
"9309","9am",3919.957,11838.051,6804.016,5130.582
"9310","9am",0,6533.262,0,0
"9311","9am",7139.762,7261.935,4752.84,0
"9312","9am",9227.855,17742.934,14627.058,13336.241
"9402","9am",0,13077.642,5670.784,0
"9403","9am",6381.378,13164.334,8895.663,4736.954
"9404","9am",0,6851.209,3245.969,0
"9405","9am",5909.739,7847.848,6406.366,6555.638
"9406","9am",5247.68,9579.207,6309.456,5309.794
"9407","9am",0,7146.714,5739.637,0
"9408","9am",0,7949.165,0,0
"9409","9am",0,10668.915,9835.695,4138.572
"9410","9am",0,4871.617,0,0
"9411","9am",0,7389.181,0,0
"9412","9am",0,4148.403,0,0
"9413","9am",0,0,0,0
"9414","9am",0,0,0,0
"9501","9am",3672.051,3712.221,5847.777,3461.049
"9502","9am",3397.044,8677.088,4349.492,0
"9503","9am",0,5615.755,0,0
"9504","9am",0,0,0,0
"9505","9am",0,6541.384,5180.018,0
"9506","9am",0,4858.238,0,0
"9507","9am",0,3261.145,0,0
"9508","9am",0,5092.834,0,0
"9509","9am",0,0,0,0
"9510","9am",0,0,0,0
"9511","9am",0,5096.031,0,0
"9512","9am",0,0,0,0
"9513","9am",0,0,0,0
"7501","10am",16200.231,38949.375,42022.959,37640.704
"7502","10am",14993.871,41693.616,40164.567,38341.265
"7503","10am",23924.269,52582.122,54495.301,61333.437
"7504","10am",15275.685,29465.847,14013.012,11706.508
"7505","10am",7789.775,11982.111,13318.324,9542.979
"7506","10am",10787.518,29742.3,22080.936,14522.236
"7507","10am",10551.833,24388.733,25683.891,18743.292
"7508","10am",5018.744,15831.249,15117.436,11366.56
"7509","10am",10579.041,26154.178,25777.19,27656.765
"7510","10am",8140.602,22400.3,17642.891,20927.682
"7511","10am",9255.988,19296.627,25534.247,14940.527
"7512","10am",12228.004,14884.298,8286.299,0
"7513","10am",12943.1,12510.912,13742.166,7605.229
"7514","10am",5479.801,10937.714,9916.32,6149.343
"7701","10am",8722.588,17290.277,11020.574,0
"7702","10am",6098.437,11520.982,18062.465,9147.568
"7703","10am",4034.442,8385.381,8826.235,0
"7704","10am",0,5008.432,0,0
"7705","10am",0,0,0,0
"7706","10am",0,0,0,0
"7707","10am",0,0,0,0
"7708","10am",0,3410.723,0,0
"7709","10am",0,5800.419,0,0
"7710","10am",0,0,0,0
"7711","10am",4802.861,5726.321,8116.685,0
"7712","10am",0,0,0,0
"7713","10am",0,0,0,0
"7714","10am",0,1921.279,2223.201,0
"7715","10am",0,0,0,0
"7716","10am",0,11815.78,6337.936,4030.212
"7801","10am",0,3643.36,0,0
"7802","10am",0,0,0,0
"7803","10am",3156.56,8568.683,11847.024,0
"7804","10am",0,0,0,0
"7805","10am",0,5962.152,5881.617,0
"7806","10am",0,6211.903,6424.022,0
"7807","10am",0,4904.972,0,0
"7808","10am",0,0,0,0
"7809","10am",0,2990.583,4369.973,0
"7810","10am",0,0,0,0
"7811","10am",0,0,5457.189,0
"7812","10am",3755.743,20931.484,24926.235,18343.282
"7813","10am",0,2487.399,0,0
"7814","10am",0,0,0,0
"7815","10am",0,0,1551.119,0
"7816","10am",2797.916,13991.993,19209.551,15187.751
"9101","10am",4761.827,14283.792,10781.274,7877.869
"9102","10am",0,0,4183.759,0
"9103","10am",0,0,0,0
"9104","10am",0,0,0,0
"9105","10am",0,8834.553,5770.255,3534.077
"9106","10am",0,4820.313,4973.653,0
"9107","10am",0,2799.656,0,0
"9108","10am",0,4135.685,0,0
"9109","10am",0,4509.246,4797.89,4796.786
"9110","10am",0,2750.743,0,0
"9111","10am",2996.058,12701.565,8041.931,6544.753
"9112","10am",0,5661.645,3774.335,0
"9113","10am",7438.651,10838.764,18349.231,9479.59
"9114","10am",0,0,6970.218,0
"9201","10am",7594.699,13972.772,6698.79,7684.776
"9202","10am",0,5912.043,3969.753,10949.99
"9203","10am",13544.199,20455.294,21838.211,17337.345
"9204","10am",9213.817,20456.947,32648.629,17888.321
"9205","10am",7731.658,24369.238,34342.168,51189.785
"9206","10am",3887.496,13831.715,16630.829,11869.681
"9207","10am",0,7283.525,8277.622,12042.738
"9208","10am",5574.186,7631.228,10463.23,7405.668
"9209","10am",4177.33,14187.629,19324.553,18354.944
"9210","10am",5166.685,10730.816,14202.22,6101.692
"9211","10am",0,9163.02,6336.359,5827.31
"9212","10am",0,7681.705,7001.296,6154.565
"9302","10am",0,0,0,0
"9303","10am",10859.448,11290.09,11881.367,0
"9304","10am",7308.987,13700.838,14267.104,9158.013
"9305","10am",0,6053.661,0,0
"9306","10am",4272.815,9323.989,0,0
"9307","10am",0,0,0,0
"9308","10am",0,5277.509,0,0
"9309","10am",6271.343,14542.506,7477.361,6062.571
"9310","10am",0,6187.467,0,0
"9311","10am",10528.15,10075.237,7939.588,0
"9312","10am",14397.986,26346.408,26080.464,22455.187
"9402","10am",6527.206,15473.928,6261.391,4957.645
"9403","10am",6708.076,17143.275,12920.011,7102.413
"9404","10am",0,8263.197,3966.91,0
"9405","10am",5637.026,8506.932,7206.045,8604.55
"9406","10am",5908.291,12873.894,9102.684,8196.357
"9407","10am",0,9468.016,10257.57,5022.996
"9408","10am",0,9556.654,5119.354,0
"9409","10am",5598.575,12977.252,11802.548,6445.779
"9410","10am",0,5869.118,2810.422,0
"9411","10am",0,7389.181,0,0
"9412","10am",0,5563.842,0,0
"9413","10am",0,0,0,0
"9414","10am",0,0,0,0
"9501","10am",4053.84,5195.544,7548.549,3908.81
"9502","10am",3516.048,10531.006,7078.723,3730.418
"9503","10am",0,5314.171,0,0
"9504","10am",0,0,0,0
"9505","10am",0,7284.957,5688.565,0
"9506","10am",0,5378.7,4604.876,0
"9507","10am",5070.673,4544.896,0,0
"9508","10am",0,7201.259,6032.509,4113.803
"9509","10am",0,0,0,0
"9510","10am",0,5445.034,0,0
"9511","10am",0,8045.679,3180.065,0
"9512","10am",0,0,0,0
"9513","10am",0,0,0,0
"7501","11am",19381.356,46373.764,48045.429,44145.925
"7502","11am",18045.01,49574.813,43270.768,44939.222
"7503","11am",26853.234,55355.967,60504.547,64636.919
"7504","11am",15018.479,29382.189,15263.009,14729.257
"7505","11am",8074.004,14090.694,15459.221,12193.24
"7506","11am",12268.473,30134.907,21037.707,16528.697
"7507","11am",12628.609,26358.921,28712.406,18740.525
"7508","11am",6254.289,16386.51,15709.403,12996.629
"7509","11am",13335.063,27663.842,30549.465,30644.918
"7510","11am",7695.657,22702.602,21320.527,20635.692
"7511","11am",9866.007,21166.689,26913.35,15967.086
"7512","11am",13372.343,17609.399,9419.72,0
"7513","11am",11412.551,13161.605,12780.885,9027.137
"7514","11am",5635.609,12813.553,11447.471,6519.898
"7701","11am",9031.004,18500.436,11984.954,0
"7702","11am",5804.461,12207.132,19130.276,9239.98
"7703","11am",5472.257,10209.919,11290.313,0
"7704","11am",0,6144.821,0,0
"7705","11am",0,0,0,0
"7706","11am",0,0,0,0
"7707","11am",0,0,0,0
"7708","11am",0,4665.86,0,0
"7709","11am",0,6630.306,2706.021,0
"7710","11am",0,2324.054,2841.338,0
"7711","11am",5143.402,6185.475,7937.554,0
"7712","11am",0,0,3942.882,0
"7713","11am",0,0,0,0
"7714","11am",0,2042.591,3232.61,0
"7715","11am",0,0,0,0
"7716","11am",0,12078.787,6536.548,0
"7801","11am",0,3698.941,0,0
"7802","11am",0,0,0,0
"7803","11am",3436.482,8468.806,13048.214,3332.016
"7804","11am",0,0,0,0
"7805","11am",0,5840.6,6699.694,0
