"district","hour","dep1","dep2","dep3","dep4","dep5"
"9503","4am",0,0,0,0,0
"9504","4am",0,0,0,0,0
"9505","4am",0,0,0,0,0
"9506","4am",0,0,0,0,0
"9507","4am",0,0,0,0,0
"9508","4am",0,0,0,0,0
"9509","4am",0,0,0,0,0
"9510","4am",0,0,0,0,0
"9511","4am",0,0,0,0,0
"9512","4am",0,0,0,0,0
"9513","4am",0,0,0,0,0
"7501","5am",0,0,0,0,0
"7502","5am",0,0,0,0,0
"7503","5am",0,0,0,0,0
"7504","5am",0,0,0,0,0
"7505","5am",0,0,0,0,0
"7506","5am",0,0,0,0,0
"7507","5am",0,0,0,0,0
"7508","5am",0,0,0,0,0
"7509","5am",0,0,0,0,0
"7510","5am",0,0,0,0,0
"7511","5am",0,0,0,0,0
"7512","5am",0,0,0,0,0
"7513","5am",0,0,0,0,0
"7514","5am",0,0,0,0,0
"7701","5am",0,0,0,0,0
"7702","5am",0,0,0,0,0
"7703","5am",0,0,0,0,0
"7704","5am",0,0,0,0,0
"7705","5am",0,0,0,0,0
"7706","5am",0,0,0,0,0
"7707","5am",0,0,0,0,0
"7708","5am",0,0,0,0,0
"7709","5am",0,0,0,0,0
"7710","5am",0,0,0,0,0
"7711","5am",0,0,0,0,0
"7712","5am",0,0,0,0,0
"7713","5am",0,0,0,0,0
"7714","5am",0,0,0,0,0
"7715","5am",0,0,0,0,0
"7716","5am",0,0,0,0,0
"7801","5am",0,0,0,0,0
"7802","5am",0,0,0,0,0
"7803","5am",0,0,0,0,10557.58
"7804","5am",0,0,0,0,0
"7805","5am",0,0,0,0,0
"7806","5am",0,0,0,0,0
"7807","5am",0,0,0,0,0
"7808","5am",0,0,0,0,0
"7809","5am",0,0,0,0,0
"7810","5am",0,0,0,0,0
"7811","5am",0,0,0,0,0
"7812","5am",0,0,0,0,0
"7813","5am",0,0,0,0,0
"7814","5am",0,0,0,0,0
"7815","5am",0,0,0,0,0
"7816","5am",0,0,0,0,0
"9101","5am",0,0,0,0,0
"9102","5am",0,0,0,0,0
"9103","5am",0,0,0,0,0
"9104","5am",0,0,0,0,0
"9105","5am",0,0,0,0,0
"9106","5am",0,0,0,0,0
"9107","5am",0,0,0,0,0
"9108","5am",0,0,0,0,0
"9109","5am",0,0,0,0,0
"9110","5am",0,0,0,0,0
"9111","5am",0,0,0,0,0
"9112","5am",0,0,0,0,0
"9113","5am",0,0,0,0,15904.35
"9114","5am",0,0,0,0,0
"9201","5am",0,0,0,0,0
"9202","5am",0,0,0,0,0
"9203","5am",0,0,0,0,0
"9204","5am",0,0,0,0,0
"9205","5am",0,0,0,0,0
"9206","5am",0,0,0,0,0
"9207","5am",0,0,0,0,0
"9208","5am",0,0,0,0,0
"9209","5am",0,0,0,0,0
"9210","5am",0,0,0,0,0
"9211","5am",0,0,0,0,0
"9212","5am",0,0,0,0,0
"9302","5am",0,0,0,0,0
"9303","5am",0,0,0,0,0
"9304","5am",0,0,0,0,0
"9305","5am",0,0,0,0,0
"9306","5am",0,0,0,0,0
"9307","5am",0,0,0,0,0
"9308","5am",0,0,0,0,0
"9309","5am",0,0,0,0,0
"9310","5am",0,0,0,0,0
"9311","5am",0,0,0,0,0
"9312","5am",0,0,0,0,0
"9402","5am",0,0,0,0,0
"9403","5am",0,0,0,0,0
"9404","5am",0,0,0,0,0
"9405","5am",0,0,0,0,0
"9406","5am",0,0,0,0,0
"9407","5am",0,0,0,0,0
"9408","5am",0,0,0,0,0
"9409","5am",0,0,0,0,0
"9410","5am",0,0,0,0,0
"9411","5am",0,0,0,0,0
"9412","5am",0,0,0,0,0
"9413","5am",0,0,0,0,0
"9414","5am",0,0,0,0,0
"9501","5am",0,0,0,0,0
"9502","5am",0,0,0,0,0
"9503","5am",0,0,0,0,0
"9504","5am",0,0,0,0,0
"9505","5am",0,0,0,0,0
"9506","5am",0,0,0,0,0
"9507","5am",0,0,0,0,0
"9508","5am",0,0,0,0,0
"9509","5am",0,0,0,0,0
"9510","5am",0,0,0,0,0
"9511","5am",0,0,0,0,0
"9512","5am",0,0,0,0,0
"9513","5am",0,0,0,0,0
"7501","6am",0,0,0,0,0
"7502","6am",0,0,0,0,0
"7503","6am",0,0,0,0,0
"7504","6am",0,0,0,0,0
"7505","6am",0,0,0,0,0
"7506","6am",0,0,0,0,0
"7507","6am",0,0,0,0,0
"7508","6am",0,0,0,0,0
"7509","6am",0,0,0,0,0
"7510","6am",0,0,0,0,0
"7511","6am",0,0,0,0,0
"7512","6am",0,0,0,0,0
"7513","6am",0,0,0,0,0
"7514","6am",0,0,0,0,0
"7701","6am",0,0,0,0,0
"7702","6am",0,0,0,0,0
"7703","6am",0,0,0,0,0
"7704","6am",0,0,0,0,0
"7705","6am",0,0,0,0,0
"7706","6am",0,0,0,0,0
"7707","6am",0,0,0,0,0
"7708","6am",0,0,0,0,0
"7709","6am",0,0,0,0,0
"7710","6am",0,0,0,0,0
"7711","6am",0,0,0,0,0
"7712","6am",0,0,0,0,0
"7713","6am",0,0,0,0,0
"7714","6am",0,0,0,0,0
"7715","6am",0,0,0,0,0
"7716","6am",0,0,0,0,0
"7801","6am",0,0,0,0,0
"7802","6am",0,0,0,0,0
"7803","6am",0,0,0,0,11313.429
"7804","6am",0,0,0,0,0
"7805","6am",0,0,0,0,0
"7806","6am",0,0,0,0,0
"7807","6am",0,0,0,0,0
"7808","6am",0,0,0,0,0
"7809","6am",0,0,0,0,0
"7810","6am",0,0,0,0,0
"7811","6am",0,0,0,0,0
"7812","6am",0,0,0,0,0
"7813","6am",0,0,0,0,0
"7814","6am",0,0,0,0,0
"7815","6am",0,0,0,0,0
"7816","6am",0,0,0,0,0
"9101","6am",0,0,0,0,0
"9102","6am",0,0,0,0,0
"9103","6am",0,0,0,0,0
"9104","6am",0,0,0,0,0
"9105","6am",0,0,0,0,0
"9106","6am",0,0,0,0,0
"9107","6am",0,0,0,0,0
"9108","6am",0,0,0,0,0
"9109","6am",0,0,0,0,0
"9110","6am",0,0,0,0,0
"9111","6am",0,0,0,0,0
"9112","6am",0,0,0,0,0
"9113","6am",0,0,0,0,15398.252
"9114","6am",0,0,0,0,0
"9201","6am",0,3012.63,0,0,0
"9202","6am",0,0,0,0,0
"9203","6am",0,0,0,0,0
"9204","6am",0,0,0,0,0
"9205","6am",0,0,0,0,0
"9206","6am",0,0,0,0,0
"9207","6am",0,0,0,0,0
"9208","6am",0,0,0,0,0
"9209","6am",0,0,0,0,0
"9210","6am",0,0,0,0,0
"9211","6am",0,0,0,0,0
"9212","6am",0,0,0,0,0
"9302","6am",0,0,0,0,0
"9303","6am",0,0,0,0,0
"9304","6am",0,0,0,0,0
"9305","6am",0,0,0,0,0
"9306","6am",0,0,0,0,0
"9307","6am",0,0,0,0,0
"9308","6am",0,0,0,0,0
"9309","6am",0,0,0,0,0
"9310","6am",0,0,0,0,0
"9311","6am",0,0,0,0,0
"9312","6am",0,0,0,0,0
"9402","6am",0,0,0,0,0
"9403","6am",0,0,0,0,0
"9404","6am",0,0,0,0,0
"9405","6am",0,0,0,0,4238.912
"9406","6am",0,0,0,0,0
"9407","6am",0,0,0,0,0
"9408","6am",0,0,0,0,0
"9409","6am",0,0,0,0,0
"9410","6am",0,0,0,0,0
"9411","6am",0,0,0,0,0
"9412","6am",0,0,0,0,0
"9413","6am",0,0,0,0,0
"9414","6am",0,0,0,0,0
"9501","6am",0,0,0,0,0
"9502","6am",0,0,0,0,0
"9503","6am",0,0,0,0,0
"9504","6am",0,0,0,0,0
"9505","6am",0,0,0,0,0
"9506","6am",0,0,0,0,0
"9507","6am",0,0,0,0,0
"9508","6am",0,0,0,0,0
"9509","6am",0,0,0,0,0
"9510","6am",0,0,0,0,0
"9511","6am",0,0,0,0,0
"9512","6am",0,0,0,0,0
"9513","6am",0,0,0,0,0
"7501","7am",0,0,0,0,0
"7502","7am",0,0,0,0,0
"7503","7am",0,0,0,0,4707.122
"7504","7am",0,0,0,0,0
"7505","7am",0,0,0,0,0
"7506","7am",0,0,0,0,4071.309
"7507","7am",0,0,0,0,4902.968
"7508","7am",0,0,0,0,2657.107
"7509","7am",0,0,0,0,0
"7510","7am",0,0,0,0,0
"7511","7am",0,0,0,0,0
"7512","7am",0,0,0,0,0
"7513","7am",0,0,0,0,0
"7514","7am",0,0,0,0,0
"7701","7am",0,0,0,0,5373.567
"7702","7am",0,0,0,0,0
"7703","7am",0,0,0,0,0
"7704","7am",0,0,0,0,0
"7705","7am",0,0,0,0,0
"7706","7am",0,0,0,0,0
"7707","7am",0,0,0,0,0
"7708","7am",0,0,0,0,0
"7709","7am",0,0,0,0,0
"7710","7am",0,0,0,0,0
"7711","7am",0,0,0,0,3374.619
"7712","7am",0,0,0,0,0
"7713","7am",0,0,0,0,0
"7714","7am",0,0,0,0,0
"7715","7am",0,0,0,0,0
"7716","7am",0,0,0,0,3320.805
"7801","7am",0,0,0,0,0
"7802","7am",0,0,0,0,0
"7803","7am",0,0,0,0,11454.601
"7804","7am",0,0,0,0,0
"7805","7am",0,0,0,0,0
"7806","7am",0,0,0,0,0
"7807","7am",0,0,0,0,0
"7808","7am",0,0,0,0,0
"7809","7am",0,0,0,0,0
"7810","7am",0,0,0,0,0
"7811","7am",0,0,0,0,0
"7812","7am",0,0,0,0,3121.134
"7813","7am",0,0,0,0,0
"7814","7am",0,0,0,0,0
"7815","7am",0,0,0,0,0
"7816","7am",0,0,0,0,4313.479
"9101","7am",0,0,0,0,4313.001
"9102","7am",0,0,0,0,0
"9103","7am",0,0,0,0,0
"9104","7am",0,0,0,0,0
"9105","7am",0,0,0,0,0
"9106","7am",0,0,0,0,0
"9107","7am",0,0,0,0,0
"9108","7am",0,0,0,0,0
"9109","7am",0,0,0,0,0
"9110","7am",0,0,0,0,0
"9111","7am",0,0,0,0,4596.741
"9112","7am",0,0,0,0,0
"9113","7am",0,0,0,0,14585.033
"9114","7am",0,0,0,0,0
"9201","7am",0,3960.725,0,0,4348.632
"9202","7am",0,0,0,0,0
"9203","7am",0,0,0,0,0
"9204","7am",0,0,0,0,0
"9205","7am",0,0,0,0,0
"9206","7am",0,0,0,0,0
"9207","7am",0,0,0,0,0
"9208","7am",0,0,0,0,0
"9209","7am",0,0,0,0,0
"9210","7am",0,0,0,0,0
"9211","7am",0,0,0,0,0
"9212","7am",0,0,0,0,0
"9302","7am",0,0,0,0,0
"9303","7am",0,0,0,0,0
"9304","7am",0,0,0,0,0
"9305","7am",0,0,0,0,0
"9306","7am",0,0,0,0,0
"9307","7am",0,0,0,0,0
"9308","7am",0,0,0,0,0
"9309","7am",0,0,0,0,3386.484
"9310","7am",0,0,0,0,0
"9311","7am",0,0,0,0,0
"9312","7am",0,0,0,0,6026.281
"9402","7am",0,0,0,0,0
"9403","7am",0,0,0,0,0
"9404","7am",0,0,0,0,0
"9405","7am",0,0,0,0,5341.73
"9406","7am",0,0,0,0,0
"9407","7am",0,0,0,0,0
"9408","7am",0,0,0,0,0
"9409","7am",0,0,0,0,0
"9410","7am",0,0,0,0,0
"9411","7am",0,0,0,0,0
"9412","7am",0,0,0,0,0
"9413","7am",0,0,0,0,0
"9414","7am",0,0,0,0,0
"9501","7am",0,0,0,0,0
"9502","7am",0,0,0,0,0
"9503","7am",0,0,0,0,0
"9504","7am",0,0,0,0,0
"9505","7am",0,0,0,0,0
"9506","7am",0,0,0,0,0
"9507","7am",0,0,0,0,0
"9508","7am",0,0,0,0,0
"9509","7am",0,0,0,0,0
"9510","7am",0,0,0,0,0
"9511","7am",0,0,0,0,0
"9512","7am",0,0,0,0,0
"9513","7am",0,0,0,0,0
"7501","8am",7739.374,3116.676,0,0,9510.617
"7502","8am",5133.815,0,4483.814,7555.799,10640.338
"7503","8am",11049.042,5757.664,4015.416,3310.482,13718.85
"7504","8am",9796.662,5143.362,0,0,7036.58
"7505","8am",0,0,0,0,0
"7506","8am",7641.001,4155.686,4860.565,0,7336.519
"7507","8am",0,0,7616.948,0,8120.147
"7508","8am",0,0,0,0,3941.753
"7509","8am",0,0,0,7465.26,7939.504
"7510","8am",0,0,0,3087.914,6493.32
"7511","8am",0,0,0,0,8779.281
"7512","8am",0,0,0,0,3858.123
"7513","8am",0,0,0,0,7220.185
"7514","8am",0,0,0,0,0
"7701","8am",0,0,0,0,11459.725
"7702","8am",0,0,2922.239,0,5697.255
"7703","8am",0,4172.031,0,0,7147.863
"7704","8am",0,0,0,0,2913.265
"7705","8am",0,0,0,0,0
"7706","8am",0,0,0,0,0
"7707","8am",0,0,0,0,0
"7708","8am",0,0,0,0,0
"7709","8am",0,0,0,0,5123.51
"7710","8am",0,0,0,0,0
"7711","8am",0,0,0,0,8175.127
"7712","8am",0,0,0,0,3738.385
"7713","8am",0,0,0,0,0
"7714","8am",0,0,0,0,2977.412
"7715","8am",0,0,0,0,0
"7716","8am",0,0,0,0,5877.901
"7801","8am",0,0,0,0,0
"7802","8am",0,0,0,0,0
"7803","8am",0,0,0,0,14930.293
"7804","8am",0,0,0,0,0
"7805","8am",0,0,0,0,4956.876
"7806","8am",0,0,0,0,6681.078
"7807","8am",0,0,0,0,0
"7808","8am",0,0,0,0,0
"7809","8am",0,0,0,0,3128.9
"7810","8am",0,0,0,0,0
"7811","8am",0,0,0,0,0
"7812","8am",0,0,0,5086.534,19536.91
"7813","8am",0,0,0,0,0
"7814","8am",0,0,0,0,0
"7815","8am",0,0,0,0,0
"7816","8am",0,0,0,0,12712.148
"9101","8am",0,0,0,0,7528.518
"9102","8am",0,0,0,0,3631.023
"9103","8am",0,0,0,0,0
"9104","8am",0,0,0,0,2788.872
"9105","8am",0,0,0,0,5772.467
"9106","8am",0,0,0,0,7307.658
"9107","8am",0,0,0,0,2256.67
"9108","8am",0,0,0,0,0
"9109","8am",0,0,0,0,5226.952
"9110","8am",0,0,0,0,3156.375
"9111","8am",0,0,0,0,8353.327
"9112","8am",0,0,0,0,3619.844
"9113","8am",0,0,0,0,18220.633
"9114","8am",0,0,0,0,0
"9201","8am",0,6435.575,0,0,6764.571
"9202","8am",0,0,0,0,4679.174
"9203","8am",0,4330.768,0,7633.111,6087.956
"9204","8am",0,0,0,7414.791,9963.38
"9205","8am",0,0,0,5360.697,7284.076
"9206","8am",0,0,0,3970.624,7182.376
"9207","8am",0,0,0,0,0
"9208","8am",0,0,0,0,0
"9209","8am",0,0,0,0,7484.622
"9210","8am",0,0,0,0,5868.037
"9211","8am",0,0,0,0,0
"9212","8am",0,0,0,0,3749.823
"9302","8am",0,0,0,0,0
"9303","8am",0,10247.605,0,0,0
"9304","8am",0,3253.878,0,0,0
"9305","8am",0,0,0,0,0
"9306","8am",0,0,0,0,0
"9307","8am",0,0,0,0,0
"9308","8am",0,0,0,0,0
"9309","8am",0,6216.186,0,0,6367.783
"9310","8am",0,4742.962,0,0,0
"9311","8am",0,4749.035,0,0,0
"9312","8am",0,6961.443,0,0,14147.134
"9402","8am",0,0,4562.714,0,4216.294
"9403","8am",0,0,4388.504,0,2484.922
"9404","8am",0,0,6037.955,0,5066.759
"9405","8am",0,0,4399.474,0,9383.599
"9406","8am",0,0,4662.236,0,0
"9407","8am",0,0,2965.763,0,0
"9408","8am",0,0,6354.166,0,0
"9409","8am",0,4403.723,5256.55,0,3803.644
"9410","8am",0,0,3332.175,0,0
"9411","8am",0,0,0,0,3902.469
"9412","8am",0,0,0,0,0
"9413","8am",0,0,0,0,0
"9414","8am",0,0,0,0,0
"9501","8am",0,0,0,0,4223.485
"9502","8am",0,0,0,0,7870.141
"9503","8am",0,0,0,0,3717.734
"9504","8am",0,0,0,0,0
"9505","8am",0,0,0,0,3865.948
"9506","8am",0,0,0,0,3392.287
"9507","8am",0,0,0,0,0
"9508","8am",0,0,0,0,6142.796
"9509","8am",0,0,0,0,0
"9510","8am",0,0,0,0,0
"9511","8am",0,0,0,0,3353.674
"9512","8am",0,0,0,0,0
"9513","8am",0,0,0,0,0
"7501","9am",34316.096,10378.469,10049.824,11940.735,20696.189
"7502","9am",28241.397,9473.899,10881.817,14582.606,27216.461
"7503","9am",42611.549,10607.498,13414.119,22873.619,37891.563
"7504","9am",17747.36,8635.694,0,0,13668.812
"7505","9am",12996.155,0,5424.899,0,6806.31
"7506","9am",18266.248,7242.772,8773.734,5673.615,16065.818
"7507","9am",15424.106,6118.799,12278.992,7627.752,18578.678
"7508","9am",11477.125,2914.212,3552.988,5726.645,7877.534
"7509","9am",16500.757,5908.362,5594.777,19216.031,18711.11
"7510","9am",12267.108,5222.643,5771.105,10799.27,11652.157
"7511","9am",12275.054,7356.452,4244.954,5480.31,18349.234
"7512","9am",0,5576.375,0,0,6195.802
"7513","9am",11823.679,4885.051,0,0,11222.73
"7514","9am",7619.416,5569.95,0,0,6696.333
"7701","9am",0,7162.226,4430.654,0,23025.341
"7702","9am",5979.923,3969.534,8328.705,0,17318.469
"7703","9am",0,7380.947,0,0,10794.555
"7704","9am",0,0,0,0,8323.632
"7705","9am",0,0,0,0,3993.782
"7706","9am",0,0,0,0,0
"7707","9am",0,0,0,0,0
"7708","9am",0,0,0,0,3295.45
"7709","9am",0,0,0,0,9448.464
"7710","9am",0,0,0,0,5694.771
"7711","9am",0,0,0,0,15969.945
"7712","9am",0,0,0,0,6423.478
"7713","9am",0,0,0,0,2304.622
"7714","9am",0,0,0,0,6950.656
"7715","9am",0,0,0,0,0
"7716","9am",0,0,0,0,17444.612
"7801","9am",0,0,0,0,5318.652
"7802","9am",0,0,0,0,4579.368
"7803","9am",0,0,0,0,17096.145
"7804","9am",0,0,0,0,5732.792
"7805","9am",0,0,0,0,10649.958
"7806","9am",0,0,0,0,11062.214
"7807","9am",0,0,0,0,5162.895
"7808","9am",0,0,0,0,4937.282
"7809","9am",0,0,0,0,7743.697
"7810","9am",0,0,0,0,0
"7811","9am",0,0,0,0,6540.543
"7812","9am",0,0,0,8837.593,35224.437
"7813","9am",0,0,0,0,5757.333
"7814","9am",0,0,0,0,0
"7815","9am",0,0,0,0,2331.096
"7816","9am",0,0,0,5624.08,28699.779
"9101","9am",0,0,0,0,20300.8
"9102","9am",0,0,0,0,5481.627
"9103","9am",0,0,0,0,4689.531
"9104","9am",0,0,0,0,4020.332
"9105","9am",0,0,0,0,11792.309
"9106","9am",0,0,0,0,12295.848
"9107","9am",0,0,0,0,3256.289
"9108","9am",0,0,0,0,5626.055
"9109","9am",0,0,0,0,10344.611
"9110","9am",0,0,0,0,6272.109
"9111","9am",0,0,0,0,18274.207
"9112","9am",0,0,0,0,8332.601
"9113","9am",0,0,0,7440.461,26720.735
"9114","9am",0,0,0,0,5154.411
"9201","9am",0,8380.662,0,5265.712,12959.404
"9202","9am",0,0,0,5996.976,7438.861
"9203","9am",10077.412,8183.801,3789.889,16369.146,13696.924
"9204","9am",0,0,5140.687,21665.017,22930.992
"9205","9am",18299.946,6433.061,0,19659.805,26550.588
"9206","9am",5636.075,0,0,13072.597,11623.465
"9207","9am",0,0,0,7154.104,5398.343
"9208","9am",5998.509,0,0,8037.654,4862.244
"9209","9am",8586.387,0,5854.896,7070.067,15212.981
"9210","9am",0,0,3199.13,6159.317,11840.363
"9211","9am",0,3787.896,0,6036.375,0
"9212","9am",0,0,0,6388.503,7187.856
"9302","9am",0,0,0,0,0
"9303","9am",4945.985,15131.505,0,0,5490.658
"9304","9am",7988.808,8204.082,4351.436,0,7630.362
"9305","9am",0,7515.251,0,0,0
"9306","9am",0,9786.848,0,0,0
"9307","9am",0,4417.256,0,0,0
"9308","9am",0,4675.262,0,0,0
"9309","9am",0,11579.06,0,0,11780.407
"9310","9am",0,8200.134,0,0,0
"9311","9am",0,8042.629,0,0,7261.345
"9312","9am",15091.962,11294.09,3728.235,6622.424,22058.881
"9402","9am",0,0,10165.015,0,6627.811
"9403","9am",0,4746.211,9310.26,5897.445,7834.623
"9404","9am",0,0,9354.782,0,6898.469
"9405","9am",0,0,8957.643,0,11611.998
"9406","9am",0,0,13574.63,0,6011.182
"9407","9am",0,0,6882.414,0,5054.705
"9408","9am",0,0,11343.405,0,0
"9409","9am",7407.615,7030.472,9472.502,0,5423.291
"9410","9am",0,0,4866.912,0,0
"9411","9am",0,0,4452.532,0,7126.986
"9412","9am",0,0,2218.579,0,0
"9413","9am",0,0,4407.66,0,0
"9414","9am",0,0,3682.371,0,0
"9501","9am",0,0,0,0,14731.033
"9502","9am",0,0,0,0,19753.691
"9503","9am",0,0,0,0,7305.416
"9504","9am",0,0,0,0,0
"9505","9am",0,0,0,0,7250.018
"9506","9am",0,0,0,0,8219.476
"9507","9am",0,0,0,0,4358.891
"9508","9am",0,0,0,0,10921.757
"9509","9am",0,0,0,0,4779.356
"9510","9am",0,0,0,0,7814.641
"9511","9am",0,0,0,0,7477.285
"9512","9am",0,0,0,0,3424.476
"9513","9am",0,0,0,0,0
"7501","10am",56899.189,16370.742,14653.117,18375.943,39004.66
"7502","10am",48945.131,15472.783,15875.086,22574.951,38395.629
"7503","10am",71810.219,15736.716,21051.028,36384.617,61705.585
"7504","10am",29681.074,12686.868,5803.864,5508.443,19862.118
"7505","10am",21761.429,3983.3,6281.249,5304.801,8831.393
"7506","10am",25967.886,9191.326,15666.906,6663.942,22814.968
"7507","10am",24201.246,7269.581,16621.474,11283.501,26418.666
"7508","10am",19039.646,4069.325,6667.172,8888.49,12153.821
"7509","10am",26076.734,7955.353,11119.046,27165.802,25738.578
"7510","10am",19834.776,6510.471,9856.867,15881.47,21511.412
"7511","10am",22564.514,11440.741,4810.848,10013.942,26553.922
"7512","10am",14251.959,9244.935,0,6080.347,7911.915
"7513","10am",16487.021,9197.752,0,6947.656,16043.149
"7514","10am",12819.015,6984.785,0,0,7832.489
"7701","10am",0,8752.457,6137.309,0,28394.124
"7702","10am",8183.25,4423.786,11704.084,0,21346.294
"7703","10am",0,9474.989,0,0,14562.973
"7704","10am",0,0,0,0,9042.986
"7705","10am",0,0,0,0,3757.701
"7706","10am",0,0,0,0,0
"7707","10am",0,0,0,0,3332.719
"7708","10am",0,0,0,0,5973.905
"7709","10am",0,0,0,0,9781.851
"7710","10am",0,0,1534.017,0,6434.18
"7711","10am",0,0,0,0,17397.172
"7712","10am",0,0,0,0,8455.544
"7713","10am",0,0,0,0,2274.23
"7714","10am",0,0,0,0,7844.022
"7715","10am",0,0,0,0,0
"7716","10am",0,0,2685.53,0,20460.835
"7801","10am",0,0,0,0,6513.552
"7802","10am",0,0,0,0,5779.656
"7803","10am",0,0,0,0,21371.651
"7804","10am",0,0,0,0,4738.947
"7805","10am",0,0,0,0,13995.463
"7806","10am",0,0,0,0,12337.86
"7807","10am",0,0,0,0,7946.379
"7808","10am",0,0,0,0,4847.355
"7809","10am",0,0,0,0,8411.455
"7810","10am",0,0,0,0,0
"7811","10am",0,0,0,0,9130.101
"7812","10am",7043.116,0,0,12428.164,49415.069
"7813","10am",0,0,0,0,5452.627
"7814","10am",0,0,0,0,4046.83
"7815","10am",0,0,0,0,3626.364
"7816","10am",6035.526,0,0,9002.232,38129.653
"9101","10am",0,0,3647.801,0,30793.136
"9102","10am",0,0,0,0,6920.112
"9103","10am",0,0,0,0,5463.137
"9104","10am",0,0,0,0,5845.589
"9105","10am",0,0,0,0,15695.226
"9106","10am",0,0,0,0,13350.174
"9107","10am",0,0,0,0,5072.781
"9108","10am",0,0,0,0,7640.505
"9109","10am",0,0,0,0,13011.527
"9110","10am",0,0,0,0,7841.41
"9111","10am",0,0,0,0,21170.373
"9112","10am",0,0,0,0,10228.373
"9113","10am",0,0,0,10425.432,32214.74
"9114","10am",0,0,0,0,6298.878
"9201","10am",0,9170.314,0,9599.314,15400.128
"9202","10am",0,0,0,6347.937,9462.607
"9203","10am",19717.101,8557.219,6641.426,24672.819,20674.422
"9204","10am",12789.213,4834.872,6105.804,27202.201,31477.971
"9205","10am",39318.481,9084.924,6496.531,29482.208,43288.289
"9206","10am",7505.42,2920.171,0,18132.966,16432.094
"9207","10am",7929.736,0,0,11421.722,7948.573
"9208","10am",10021.893,0,0,12056.384,4995.039
"9209","10am",14591.301,0,7237.728,12568.995,20481.427
"9210","10am",9460.085,0,4304.938,9730.749,17192.542
"9211","10am",6652.065,3966.777,4585.281,6716.3,3125.111
"9212","10am",0,0,0,7556.043,8895.426
"9302","10am",0,0,0,0,0
"9303","10am",7474.317,19316.908,4085.545,0,6564.23
"9304","10am",11757.199,10872.096,7669.208,0,12404.348
"9305","10am",0,7980.807,0,0,0
