"district","hour","age1","age2","age3","age4"
"7509","7am",0,0,5554.571,0
"7510","7am",0,0,4201.192,0
"7511","7am",0,0,4361.429,0
"7512","7am",0,0,0,0
"7513","7am",0,0,0,0
"7514","7am",0,0,0,0
"7701","7am",0,0,7062.782,0
"7702","7am",0,0,0,0
"7703","7am",0,0,4016.345,0
"7704","7am",0,0,0,0
"7705","7am",0,0,0,0
"7706","7am",0,0,0,0
"7707","7am",0,0,0,0
"7708","7am",0,0,0,0
"7709","7am",0,0,0,0
"7710","7am",0,0,0,0
"7711","7am",0,0,3774.62,0
"7712","7am",0,0,0,0
"7713","7am",0,0,0,0
"7714","7am",0,0,0,0
"7715","7am",0,0,0,0
"7716","7am",0,0,0,0
"7801","7am",0,0,0,0
"7802","7am",0,0,0,0
"7803","7am",0,2440.423,8559.24,0
"7804","7am",0,0,0,0
"7805","7am",0,0,0,0
"7806","7am",0,0,0,0
"7807","7am",0,0,0,0
"7808","7am",0,0,0,0
"7809","7am",0,0,0,0
"7810","7am",0,0,0,0
"7811","7am",0,0,0,0
"7812","7am",0,0,0,0
"7813","7am",0,0,0,0
"7814","7am",0,0,0,0
"7815","7am",0,0,0,0
"7816","7am",0,0,0,0
"9101","7am",0,0,0,0
"9102","7am",0,0,0,0
"9103","7am",0,0,0,0
"9104","7am",0,0,0,0
"9105","7am",0,0,0,0
"9106","7am",0,0,0,0
"9107","7am",0,0,0,0
"9108","7am",0,0,0,0
"9109","7am",0,0,0,0
"9110","7am",0,0,0,0
"9111","7am",0,0,4926.111,0
"9112","7am",0,0,0,0
"9113","7am",0,3389.216,9235.377,0
"9114","7am",0,0,0,0
"9201","7am",0,0,7566.33,0
"9202","7am",0,0,0,0
"9203","7am",0,0,6472.552,0
"9204","7am",0,0,6498.691,0
"9205","7am",0,0,0,0
"9206","7am",0,0,0,0
"9207","7am",0,0,0,0
"9208","7am",0,0,0,0
"9209","7am",0,0,0,0
"9210","7am",0,0,0,0
"9211","7am",0,0,0,0
"9212","7am",0,0,0,0
"9302","7am",0,0,0,0
"9303","7am",0,0,0,0
"9304","7am",0,0,0,0
"9305","7am",0,0,0,0
"9306","7am",0,0,0,0
"9307","7am",0,0,0,0
"9308","7am",0,0,0,0
"9309","7am",0,0,5662.569,0
"9310","7am",0,0,0,0
"9311","7am",0,0,0,0
"9312","7am",0,0,6220.702,0
"9402","7am",0,0,0,0
"9403","7am",0,0,0,0
"9404","7am",0,0,0,0
"9405","7am",0,0,8180.156,0
"9406","7am",0,0,2083.5,0
"9407","7am",0,0,0,0
"9408","7am",0,0,0,0
"9409","7am",0,0,3960.211,0
"9410","7am",0,0,0,0
"9411","7am",0,0,0,0
"9412","7am",0,0,0,0
"9413","7am",0,0,0,0
"9414","7am",0,0,0,0
"9501","7am",0,0,0,0
"9502","7am",0,0,0,0
"9503","7am",0,0,0,0
"9504","7am",0,0,0,0
"9505","7am",0,0,4972.604,0
"9506","7am",0,0,0,0
"9507","7am",0,0,0,0
"9508","7am",0,0,0,0
"9509","7am",0,0,0,0
"9510","7am",0,0,0,0
"9511","7am",0,0,0,0
"9512","7am",0,0,0,0
"9513","7am",0,0,0,0
"7501","8am",0,4673.695,18063.071,0
"7502","8am",7785.117,6099.332,17873.23,0
"7503","8am",3931.358,8900.605,24329.67,0
"7504","8am",0,8032.841,13839.524,0
"7505","8am",0,0,6018.953,0
"7506","8am",0,7470.206,17954.839,0
"7507","8am",0,3871.423,13953.757,0
"7508","8am",0,3341.364,8760.997,0
"7509","8am",0,3013.686,19602.288,0
"7510","8am",0,0,11930.283,0
"7511","8am",0,0,15456.213,0
"7512","8am",0,0,7735.179,0
"7513","8am",0,0,11080.78,0
"7514","8am",0,0,0,0
"7701","8am",0,2445.266,13375.162,0
"7702","8am",2714.643,0,6435.934,0
"7703","8am",0,0,8942.361,0
"7704","8am",0,0,0,0
"7705","8am",0,0,0,0
"7706","8am",0,0,0,0
"7707","8am",0,0,0,0
"7708","8am",0,0,0,0
"7709","8am",0,0,5024.308,0
"7710","8am",0,0,0,0
"7711","8am",0,0,7915.98,0
"7712","8am",0,0,0,0
"7713","8am",0,0,0,0
"7714","8am",0,0,2107.28,0
"7715","8am",0,0,0,0
"7716","8am",0,0,4988.957,0
"7801","8am",0,0,0,0
"7802","8am",0,0,0,0
"7803","8am",0,0,12663.429,0
"7804","8am",0,0,0,0
"7805","8am",0,0,4501.326,0
"7806","8am",0,0,5975.346,0
"7807","8am",0,0,3720.893,0
"7808","8am",0,0,0,0
"7809","8am",0,0,0,0
"7810","8am",0,0,0,0
"7811","8am",0,0,0,0
"7812","8am",6115.127,6905.283,15058.945,0
"7813","8am",0,0,0,0
"7814","8am",0,0,0,0
"7815","8am",0,0,0,0
"7816","8am",0,3916.742,11407.565,0
"9101","8am",0,0,5562.024,0
"9102","8am",0,0,0,0
"9103","8am",0,0,0,0
"9104","8am",0,0,0,0
"9105","8am",0,0,5152.214,0
"9106","8am",0,0,7120.871,0
"9107","8am",0,0,0,0
"9108","8am",0,0,0,0
"9109","8am",0,0,5691.576,0
"9110","8am",0,0,0,0
"9111","8am",0,0,8529.044,0
"9112","8am",0,0,3050.934,0
"9113","8am",0,4681.719,12646.041,0
"9114","8am",0,0,0,0
"9201","8am",0,0,12299.922,0
"9202","8am",0,0,6177.705,0
"9203","8am",3500.23,4908.354,14985.021,0
"9204","8am",0,4131.247,16824.598,0
"9205","8am",0,0,16039.053,0
"9206","8am",0,0,11547.957,0
"9207","8am",0,0,4145.878,0
"9208","8am",0,0,4154.133,0
"9209","8am",0,0,9515.553,0
"9210","8am",0,3685.842,7387.883,0
"9211","8am",0,0,6334.009,0
"9212","8am",0,0,5654.016,0
"9302","8am",0,0,0,0
"9303","8am",0,0,11923.691,0
"9304","8am",0,0,9207.837,0
"9305","8am",0,0,0,0
"9306","8am",0,0,2508.395,0
"9307","8am",0,0,0,0
"9308","8am",0,0,5157.997,0
"9309","8am",0,0,11014.744,0
"9310","8am",0,0,6985.842,0
"9311","8am",0,0,6967.671,0
"9312","8am",0,4776.494,21456.282,0
"9402","8am",0,0,11175.316,0
"9403","8am",0,0,10575.202,0
"9404","8am",0,0,7946.113,0
"9405","8am",0,0,12600.053,0
"9406","8am",0,0,5895.451,0
"9407","8am",0,0,4551.686,0
"9408","8am",0,0,0,0
"9409","8am",0,0,9311.469,0
"9410","8am",0,0,0,0
"9411","8am",0,0,4920.427,0
"9412","8am",0,0,0,0
"9413","8am",0,0,0,0
"9414","8am",0,0,0,0
"9501","8am",0,0,4114.595,0
"9502","8am",0,0,4866.693,0
"9503","8am",0,0,0,0
"9504","8am",0,0,0,0
"9505","8am",0,0,7808.197,0
"9506","8am",0,0,3535.41,0
"9507","8am",0,0,0,0
"9508","8am",0,0,6487.696,0
"9509","8am",0,0,0,0
"9510","8am",0,0,0,0
"9511","8am",0,0,0,0
"9512","8am",0,0,0,0
"9513","8am",0,0,0,0
"7501","9am",6479.146,16039.772,62774.943,0
"7502","9am",22004.065,18540.322,47690.33,0
"7503","9am",9189.384,26108.276,89523.765,0
"7504","9am",5596.374,12440.6,26415.462,0
"7505","9am",4164.661,10172.099,16463.672,0
"7506","9am",5325.041,15713.59,33642.36,0
"7507","9am",12911.108,11552.601,34138.203,0
"7508","9am",0,6123.473,21707.806,0
"7509","9am",9150.485,12903.366,42845.446,0
"7510","9am",3485.366,7819.354,31308.831,0
"7511","9am",6817.479,7721.56,33040.529,0
"7512","9am",3962.407,5453.375,15503.848,0
"7513","9am",0,8104.247,19860.352,0
"7514","9am",0,6380.814,13179.91,0
"7701","9am",0,6687.298,26277.154,0
"7702","9am",9960.052,6058.395,20592.193,0
"7703","9am",0,3365.622,14553.81,0
"7704","9am",0,0,5112.79,0
"7705","9am",0,0,3933.742,0
"7706","9am",0,0,0,0
"7707","9am",0,0,0,0
"7708","9am",0,0,0,0
"7709","9am",0,0,7143.915,0
"7710","9am",0,0,0,0
"7711","9am",2645.979,4456.325,11144.66,0
"7712","9am",0,0,6327.943,0
"7713","9am",0,0,0,0
"7714","9am",3451.448,0,3185.402,0
"7715","9am",0,0,0,0
"7716","9am",0,3762.522,16624.131,0
"7801","9am",0,0,0,0
"7802","9am",0,0,4966.268,0
"7803","9am",0,3012.756,15455.892,0
"7804","9am",0,0,5167.854,0
"7805","9am",0,3956.163,7422.295,0
"7806","9am",0,0,9771.522,0
"7807","9am",0,0,4420.279,0
"7808","9am",0,0,3484.561,0
"7809","9am",0,0,5784.244,0
"7810","9am",0,0,0,0
"7811","9am",0,0,5724.355,0
"7812","9am",9528.467,13755.284,27713.01,0
"7813","9am",0,0,5045.698,0
"7814","9am",0,0,0,0
"7815","9am",0,0,1914.907,0
"7816","9am",4619.343,6843.624,27858.283,0
"9101","9am",0,6488.381,16952.224,0
"9102","9am",0,0,4205.686,0
"9103","9am",0,0,3999.522,0
"9104","9am",0,0,3083.781,0
"9105","9am",0,4503.974,10121.077,0
"9106","9am",0,0,11494.215,0
"9107","9am",0,0,3676.471,0
"9108","9am",0,0,4007.413,0
"9109","9am",0,2958.298,8321.65,0
"9110","9am",0,0,4747.185,0
"9111","9am",0,4755.641,20456.617,0
"9112","9am",0,0,6283.108,0
"9113","9am",5060.544,9134.399,22044.224,0
"9114","9am",0,0,3446.068,0
"9201","9am",4192.389,5919.432,18242.507,0
"9202","9am",0,0,10827.187,0
"9203","9am",6572.444,11866.496,33678.231,0
"9204","9am",7700.921,11812.463,37953.122,0
"9205","9am",6607.367,18330.023,48529.189,0
"9206","9am",0,6753.977,23173.302,0
"9207","9am",0,3491.957,11972.734,0
"9208","9am",0,7161.059,10345.591,0
"9209","9am",0,8109.88,27485.199,0
"9210","9am",4902.165,4531.787,17531.008,0
"9211","9am",0,6351.873,12356.053,0
"9212","9am",0,5140.732,12056.275,0
"9302","9am",0,0,4497.751,0
"9303","9am",4756.425,6437.708,19789.533,0
"9304","9am",0,6125.686,22121.696,0
"9305","9am",0,0,5066.377,0
"9306","9am",0,3966.491,8239.133,0
"9307","9am",0,0,7787.333,0
"9308","9am",0,0,7187.413,0
"9309","9am",0,7801.302,19370.253,0
"9310","9am",0,0,11125.347,0
"9311","9am",4000.8,5172.394,11943.744,0
"9312","9am",7064.838,13411.862,37996.511,0
"9402","9am",0,5451.522,16952.89,0
"9403","9am",0,8437.265,24102.346,0
"9404","9am",0,0,12612.386,0
"9405","9am",0,6895.35,20721.369,0
"9406","9am",5287.104,6459.676,15498.3,0
"9407","9am",0,5916.394,9248.675,0
"9408","9am",5994.009,4630.183,5667.492,0
"9409","9am",3598.543,7428.882,19838.028,0
"9410","9am",0,0,5629.392,0
"9411","9am",0,0,7851.333,0
"9412","9am",0,0,0,0
"9413","9am",0,0,6549.434,0
"9414","9am",0,0,4527.203,0
"9501","9am",3486.838,4508.038,9754.323,0
"9502","9am",3726.073,3837.41,12570.565,0
"9503","9am",0,0,5964.974,0
"9504","9am",0,0,4110.129,0
"9505","9am",0,3203.584,12323.677,0
"9506","9am",0,0,7536.774,0
"9507","9am",0,0,5429.189,0
"9508","9am",0,0,10753.724,0
"9509","9am",0,0,3262.771,0
"9510","9am",0,0,4482.915,0
"9511","9am",0,0,5624.284,0
"9512","9am",0,0,0,0
"9513","9am",0,0,0,0
"7501","10am",13036.438,26113.704,101269.354,4884.156
"7502","10am",28116.751,32708.922,75239.99,5197.916
"7503","10am",16805.299,50138.053,131456.885,8287.928
"7504","10am",12420.386,16783.589,42784.525,0
"7505","10am",8542.477,12079.59,23885.134,0
"7506","10am",7527.656,24683.506,45046.16,0
"7507","10am",14770.595,17137.226,52155.177,0
"7508","10am",5109.615,11137.279,33382.118,0
"7509","10am",13165.225,19857.23,60735.726,4297.332
"7510","10am",8664.575,13605.529,46526.183,4798.708
"7511","10am",7830.298,15740.293,49304.227,0
"7512","10am",4567.103,9955.821,23577.309,0
"7513","10am",10173.795,11423.159,26169.134,0
"7514","10am",5665.389,7870.236,20185.732,0
"7701","10am",4584.247,7993.635,32855.688,0
"7702","10am",10972.342,9828.093,26161.103,0
"7703","10am",0,4010.102,17312.816,0
"7704","10am",0,0,5565.522,0
"7705","10am",0,0,0,0
"7706","10am",0,0,0,0
"7707","10am",0,0,0,0
"7708","10am",0,0,5366.143,0
"7709","10am",0,4119.393,7482.334,0
"7710","10am",0,0,4946.046,0
"7711","10am",2673.11,5372.96,11930.011,0
"7712","10am",0,0,7983.573,0
"7713","10am",0,0,0,0
"7714","10am",3451.448,0,4078.769,0
"7715","10am",0,0,0,0
"7716","10am",0,5420.381,17163.615,0
"7801","10am",0,0,4263.017,0
"7802","10am",0,0,6258.317,0
"7803","10am",3519.423,3453.482,18242.128,0
"7804","10am",0,0,4414.782,0
"7805","10am",0,4889.291,9118.248,0
"7806","10am",0,0,11028.921,0
"7807","10am",0,0,6090.823,0
"7808","10am",0,0,3848.908,0
"7809","10am",0,0,7002.254,0
"7810","10am",0,0,0,0
"7811","10am",0,0,7855.413,0
"7812","10am",11049.367,18135.766,40914.747,0
"7813","10am",0,0,4805.499,0
"7814","10am",0,0,3390.828,0
"7815","10am",0,0,2528.218,0
"7816","10am",5008.343,13632.706,35559.009,0
"9101","10am",6102.48,7912.906,24497.674,0
"9102","10am",0,0,5124.592,0
"9103","10am",0,0,3659.4,0
"9104","10am",0,0,4252.492,0
"9105","10am",0,6241.227,12114.432,0
"9106","10am",0,3406.775,12949.51,0
"9107","10am",0,2894.922,4840.611,0
"9108","10am",0,0,6049.953,0
"9109","10am",2855.751,3791.235,10915.916,0
"9110","10am",0,0,5293.899,0
"9111","10am",0,6376.727,22696.721,0
"9112","10am",0,0,8538.046,0
"9113","10am",5431.396,11251.548,31081.398,0
"9114","10am",0,3190.718,5321.12,0
"9201","10am",6108.078,7531.615,25125.436,0
"9202","10am",0,3998.235,17076.376,0
"9203","10am",8533.709,19416.913,51280.596,0
"9204","10am",10194.377,20391.426,51231.655,0
"9205","10am",11416.755,36325.186,79178.976,0
"9206","10am",4762.6,10035.211,31320.892,0
"9207","10am",4803.351,7301.905,17899.279,0
"9208","10am",5006.299,9208.566,15746.784,0
"9209","10am",3533.351,13969.567,39569.937,0
"9210","10am",7991.41,7557.073,24728.354,0
"9211","10am",0,8442.288,14019.686,0
"9212","10am",0,7219.384,13865.885,0
"9302","10am",0,0,4822.301,0
"9303","10am",5849.179,9562.239,24156.326,0
"9304","10am",0,9213.503,32864.335,0
"9305","10am",0,3468.237,7249.253,0
"9306","10am",0,3840.903,12013.772,0
"9307","10am",0,0,8610.825,0
"9308","10am",0,0,8272.516,0
"9309","10am",0,9013.028,24195.17,0
"9310","10am",0,0,11650.968,0
"9311","10am",5858.398,6142.342,17463.631,0
"9312","10am",10765.331,22369.31,61634.868,0
"9402","10am",0,7099.014,22736.251,0
"9403","10am",3485.92,12346.788,30413.365,0
"9404","10am",0,0,13365.849,0
"9405","10am",0,7993.325,22677.024,0
"9406","10am",6028.629,7582.348,22976.722,0
"9407","10am",0,7870.27,17608.1,0
"9408","10am",6395.993,5315.566,10546.028,0
"9409","10am",3598.543,12050.238,23163.92,0
"9410","10am",0,0,7861.171,0
"9411","10am",0,0,8783.525,0
"9412","10am",0,0,3698.759,0
"9413","10am",2447.181,0,6549.356,0
"9414","10am",0,0,5082.476,0
"9501","10am",4169.878,5003.381,13117.532,0
"9502","10am",3995.952,5682.753,16379.915,0
"9503","10am",0,0,7715.571,0
"9504","10am",0,0,4134.651,0
"9505","10am",0,3767.109,13811.907,0
"9506","10am",0,0,9035.111,0
"9507","10am",0,4083.888,8017.433,0
"9508","10am",0,3663.999,14254.477,0
"9509","10am",0,0,0,0
"9510","10am",0,0,8021.673,0
"9511","10am",0,0,7069.944,0
"9512","10am",0,0,3387.643,0
"9513","10am",0,0,0,0
"7501","11am",13506.378,32279.649,113603.13,9861.055
"7502","11am",36208.173,35805.02,82911.196,8204.967
"7503","11am",17286.526,54161.789,142187.296,8449.585
"7504","11am",15283.257,17394.331,44076.01,0
"7505","11am",8028.565,13352.659,26472.499,0
"7506","11am",10256.752,25833.062,45824.78,0
"7507","11am",16566.718,17624.789,55810.627,0
"7508","11am",4903.188,12543.657,35394.455,0
"7509","11am",15088.5,22723.329,67046.228,5740.238
"7510","11am",9501.937,13023.86,48033.188,7029.225
"7511","11am",9503.543,15360.352,52408.96,0
"7512","11am",7625.531,11181.705,25301.673,0
"7513","11am",10301.828,11309.664,26917.838,0
"7514","11am",5466.236,8860.054,24102.309,0
"7701","11am",4756.416,8640.358,33790.103,0
"7702","11am",10972.342,9957.985,27063.486,0
"7703","11am",0,4256.366,22392.645,0
"7704","11am",2197.837,0,7261.654,0
"7705","11am",0,0,0,0
"7706","11am",0,0,0,0
"7707","11am",0,0,0,0
"7708","11am",0,0,5285.391,0
"7709","11am",0,4494.046,9401.691,0
"7710","11am",0,0,4971.327,0
"7711","11am",3161.205,5405.037,12649.816,0
"7712","11am",0,0,8230.759,0
"7713","11am",0,0,0,0
"7714","11am",3680.376,0,5062.064,0
"7715","11am",0,0,0,0
"7716","11am",0,5329.108,18765.223,0
"7801","11am",0,0,4475.057,0
"7802","11am",0,0,6319.259,0
"7803","11am",0,5064.283,19436.963,0
"7804","11am",0,0,3719.044,0
"7805","11am",0,4978.183,10193.765,0
"7806","11am",0,0,11605.954,0
"7807","11am",0,0,6485.517,0
"7808","11am",0,0,4203.015,0
"7809","11am",0,0,7209.492,0
"7810","11am",0,0,0,0
"7811","11am",0,0,7559.839,0
"7812","11am",11876.331,19532.337,44486.094,0
"7813","11am",0,0,5813.26,0
"7814","11am",0,0,0,0
"7815","11am",0,0,2901.316,0
